anorm = sqrt((x-truex)' * la * (x-truex)), err2_a = norm(la*x-b) / norm(b), err2_b = norm(x-truex)
1000 iterations
iter = 262      errA=1.9972168611035358e-9      err2_a=6.295703517288699e-18      err2_b=9.81920622342446e-9
iter = 263      errA=1.997216861446841e-9      err2_a=6.295639112442404e-18      err2_b=9.819206226420148e-9
iter = 264      errA=1.997216863012317e-9      err2_a=6.297470916937996e-18      err2_b=9.81920624015005e-9
iter = 265      errA=1.9972168636363847e-9      err2_a=6.297105966336422e-18      err2_b=9.81920624563536e-9
iter = 266      errA=1.9972168639807256e-9      err2_a=6.297745587462387e-18      err2_b=9.819206248708057e-9
iter = 267      errA=1.9972168641346622e-9      err2_a=6.2888456963990936e-18      err2_b=9.819206250117306e-9
iter = 268      errA=1.9972168642525557e-9      err2_a=6.297681044391435e-18      err2_b=9.819206251197512e-9
iter = 269      errA=1.9972168650271988e-9      err2_a=6.2978699303059866e-18      err2_b=9.819206258185474e-9
iter = 270      errA=1.997216865297013e-9      err2_a=6.297803750159439e-18      err2_b=9.819206260572788e-9
iter = 271      errA=1.997216865649347e-9      err2_a=6.287882267266533e-18      err2_b=9.819206263775213e-9
iter = 272      errA=1.9972168656683022e-9      err2_a=6.297748038390922e-18      err2_b=9.819206263971508e-9
iter = 273      errA=1.9972168656999543e-9      err2_a=6.2900219493633525e-18      err2_b=9.81920626426363e-9
iter = 274      errA=1.9972168657170054e-9      err2_a=6.289893120852899e-18      err2_b=9.819206264384733e-9
iter = 275      errA=1.9972168658182606e-9      err2_a=6.290022569461603e-18      err2_b=9.819206265343437e-9
iter = 276      errA=1.997216865884435e-9      err2_a=6.29768202904639e-18      err2_b=9.819206265978632e-9
iter = 277      errA=1.997216866022749e-9      err2_a=6.2958097880539855e-18      err2_b=9.81920626731294e-9
iter = 278      errA=1.9972168660378634e-9      err2_a=6.295609904815814e-18      err2_b=9.819206267454357e-9
iter = 279      errA=1.9972168660766304e-9      err2_a=6.288775255680374e-18      err2_b=9.819206267812796e-9
iter = 280      errA=1.9972168661260904e-9      err2_a=6.2867197043871386e-18      err2_b=9.819206268273534e-9
iter = 281      errA=1.9972168665309242e-9      err2_a=6.2867211302973086e-18      err2_b=9.819206271881834e-9
iter = 282      errA=1.997216867123776e-9      err2_a=6.286914091999724e-18      err2_b=9.819206277127905e-9
iter = 283      errA=1.9972168680499686e-9      err2_a=6.2948450917458516e-18      err2_b=9.819206285371289e-9
iter = 284      errA=1.997216868252693e-9      err2_a=6.286851972944246e-18      err2_b=9.81920628717891e-9
iter = 285      errA=1.997216868424613e-9      err2_a=6.288189135979066e-18      err2_b=9.819206288715057e-9
iter = 286      errA=1.9972168689472768e-9      err2_a=6.286087532194086e-18      err2_b=9.819206293301695e-9
iter = 287      errA=1.9972168699576816e-9      err2_a=6.297556983099079e-18      err2_b=9.81920630215319e-9
iter = 288      errA=1.997216873558495e-9      err2_a=6.286742485684038e-18      err2_b=9.819206333908404e-9
iter = 289      errA=1.997216875053677e-9      err2_a=6.286186875683457e-18      err2_b=9.819206347131052e-9
iter = 290      errA=1.99721687589863e-9      err2_a=6.296767540493068e-18      err2_b=9.819206354564223e-9
iter = 291      errA=1.9972168761004435e-9      err2_a=6.288841822803164e-18      err2_b=9.819206356391896e-9
iter = 292      errA=1.997216877235416e-9      err2_a=6.2882219457806966e-18      err2_b=9.819206366548131e-9
iter = 293      errA=1.9972168779469477e-9      err2_a=6.296665928328153e-18      err2_b=9.819206372938751e-9
iter = 294      errA=1.9972168808001413e-9      err2_a=6.286166642623979e-18      err2_b=9.819206398489406e-9
iter = 295      errA=1.9972168810628853e-9      err2_a=6.289001958020502e-18      err2_b=9.819206400822315e-9
iter = 296      errA=1.997216881348593e-9      err2_a=6.286655953042307e-18      err2_b=9.819206403358325e-9
iter = 297      errA=1.9972168813799585e-9      err2_a=6.2866539555314986e-18      err2_b=9.81920640360806e-9
iter = 298      errA=1.997216881512424e-9      err2_a=6.2955932696761135e-18      err2_b=9.819206404819922e-9
iter = 299      errA=1.9972168816488634e-9      err2_a=6.2792415921859035e-18      err2_b=9.819206406094671e-9
iter = 300      errA=1.9972168821924182e-9      err2_a=6.286787997464506e-18      err2_b=9.819206411156516e-9
iter = 301      errA=1.9972168823260724e-9      err2_a=6.297899951702459e-18      err2_b=9.81920641234978e-9
iter = 302      errA=1.9972168824307062e-9      err2_a=6.2890351432754275e-18      err2_b=9.819206413313212e-9
iter = 303      errA=1.997216882499001e-9      err2_a=6.2952514519103726e-18      err2_b=9.819206413941995e-9
iter = 304      errA=1.9972168826173794e-9      err2_a=6.28703624365582e-18      err2_b=9.819206415069492e-9
iter = 305      errA=1.997216883246762e-9      err2_a=6.295025879902924e-18      err2_b=9.819206420795514e-9
iter = 306      errA=1.9972168836342925e-9      err2_a=6.286741685660511e-18      err2_b=9.819206424354548e-9
iter = 307      errA=1.9972168839031138e-9      err2_a=6.288773375799171e-18      err2_b=9.819206426775085e-9
iter = 308      errA=1.9972168839402732e-9      err2_a=6.288711005217129e-18      err2_b=9.819206427109632e-9
iter = 309      errA=1.9972168840107345e-9      err2_a=6.2965687259426216e-18      err2_b=9.819206427775375e-9
iter = 310      errA=1.9972168840565988e-9      err2_a=6.288970592983435e-18      err2_b=9.819206428179543e-9
iter = 311      errA=1.997216884443648e-9      err2_a=6.2881214959690694e-18      err2_b=9.819206431761093e-9
iter = 312      errA=1.997216884545656e-9      err2_a=6.288281648978025e-18      err2_b=9.819206432703624e-9
iter = 313      errA=1.9972168846642424e-9      err2_a=6.296471030602477e-18      err2_b=9.81920643382485e-9
iter = 314      errA=1.9972168846813203e-9      err2_a=6.296599820118092e-18      err2_b=9.81920643402893e-9
iter = 315      errA=1.9972168847302117e-9      err2_a=6.286282613953031e-18      err2_b=9.819206434443347e-9
iter = 316      errA=1.997216884926188e-9      err2_a=6.2862816419758654e-18      err2_b=9.81920643638795e-9
iter = 317      errA=1.997216885183062e-9      err2_a=6.2860242846888275e-18      err2_b=9.819206438996536e-9
iter = 318      errA=1.9972168855088165e-9      err2_a=6.286413262176184e-18      err2_b=9.819206442232902e-9
iter = 319      errA=1.9972168855609095e-9      err2_a=6.288446340028349e-18      err2_b=9.819206442794773e-9
iter = 320      errA=1.9972168856424153e-9      err2_a=6.2965660666112805e-18      err2_b=9.81920644367697e-9
iter = 321      errA=1.9972168856890873e-9      err2_a=6.296568083191196e-18      err2_b=9.819206444189742e-9
iter = 322      errA=1.9972168862705535e-9      err2_a=6.296694066605514e-18      err2_b=9.819206450107572e-9
iter = 323      errA=1.997216886579377e-9      err2_a=6.288411314543817e-18      err2_b=9.81920645321067e-9
iter = 324      errA=1.9972168870317503e-9      err2_a=6.288122754737694e-18      err2_b=9.819206457789349e-9
iter = 325      errA=1.9972168870796313e-9      err2_a=6.288251162808091e-18      err2_b=9.819206458255076e-9
iter = 326      errA=1.9972168871275118e-9      err2_a=6.288153644740574e-18      err2_b=9.819206458706656e-9
iter = 327      errA=1.9972168872091814e-9      err2_a=6.280351066282131e-18      err2_b=9.819206459510693e-9
iter = 328      errA=1.9972168873084517e-9      err2_a=6.286251077910057e-18      err2_b=9.81920646052951e-9
iter = 329      errA=1.997216887517206e-9      err2_a=6.288807646007123e-18      err2_b=9.819206462537848e-9
iter = 330      errA=1.9972168875488594e-9      err2_a=6.2968620379330985e-18      err2_b=9.819206462846202e-9
iter = 331      errA=1.997216887566399e-9      err2_a=6.286281007270848e-18      err2_b=9.819206463048925e-9
iter = 332      errA=1.9972168875671574e-9      err2_a=6.286286074478904e-18      err2_b=9.819206463058006e-9
iter = 333      errA=1.9972168875836386e-9      err2_a=6.294569298617287e-18      err2_b=9.819206463200359e-9
iter = 334      errA=1.9972168875979972e-9      err2_a=6.296598364467507e-18      err2_b=9.819206463387373e-9
iter = 335      errA=1.9972168876151575e-9      err2_a=6.2965364482957e-18      err2_b=9.819206463586512e-9
iter = 336      errA=1.9972168876199047e-9      err2_a=6.296471933866799e-18      err2_b=9.819206463631596e-9
iter = 337      errA=1.997216887619902e-9      err2_a=6.296471933866799e-18      err2_b=9.819206463631601e-9
iter = 338      errA=1.997216887619899e-9      err2_a=6.296471933866799e-18      err2_b=9.819206463631608e-9
iter = 339      errA=1.997216887619892e-9      err2_a=6.296471933866799e-18      err2_b=9.819206463631624e-9
iter = 340      errA=1.997216887619886e-9      err2_a=6.296471933866799e-18      err2_b=9.81920646363164e-9
iter = 341      errA=1.9972168876198815e-9      err2_a=6.296471933866799e-18      err2_b=9.81920646363165e-9
iter = 342      errA=1.9972168876198766e-9      err2_a=6.296471933866799e-18      err2_b=9.81920646363166e-9
iter = 343      errA=1.997216887619871e-9      err2_a=6.296471933866799e-18      err2_b=9.819206463631497e-9
iter = 344      errA=1.997216887619898e-9      err2_a=6.296471933866799e-18      err2_b=9.819206463630901e-9
iter = 345      errA=1.997216887619572e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463630873e-9
iter = 346      errA=1.9972168876196065e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463630083e-9
iter = 347      errA=1.99721688761961e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463629899e-9
iter = 348      errA=1.997216887619615e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463629709e-9
iter = 349      errA=1.9972168876196143e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463629533e-9
iter = 350      errA=1.997216887619629e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463629322e-9
iter = 351      errA=1.997216887619622e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463629338e-9
iter = 352      errA=1.9972168876196143e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463629356e-9
iter = 353      errA=1.9972168876196e-9      err2_a=6.296600686060635e-18      err2_b=9.81920646362939e-9
iter = 354      errA=1.9972168876195746e-9      err2_a=6.296600686060635e-18      err2_b=9.819206463629449e-9
iter = 355      errA=1.9972168876195287e-9      err2_a=6.296600686060635e-18      err2_b=9.81920646362938e-9
iter = 356      errA=1.9972168876194245e-9      err2_a=6.296600626881496e-18      err2_b=9.819206463629446e-9
iter = 357      errA=1.997216887619283e-9      err2_a=6.296600626881496e-18      err2_b=9.8192064636296e-9
iter = 358      errA=1.997216887619159e-9      err2_a=6.296600626881496e-18      err2_b=9.819206463629712e-9
iter = 359      errA=1.997216887619047e-9      err2_a=6.296600626881496e-18      err2_b=9.819206463629975e-9
iter = 360      errA=1.997216887618938e-9      err2_a=6.296600626881496e-18      err2_b=9.81920646363023e-9
iter = 361      errA=1.9972168876187764e-9      err2_a=6.296600606991123e-18      err2_b=9.819206463630607e-9
iter = 362      errA=1.9972168876185167e-9      err2_a=6.296663086309614e-18      err2_b=9.819206463634642e-9
iter = 363      errA=1.997216887617214e-9      err2_a=6.2965351819573724e-18      err2_b=9.819206463653376e-9
iter = 364      errA=1.9972168876170484e-9      err2_a=6.29463291148874e-18      err2_b=9.819206463685601e-9
iter = 365      errA=1.9972168876158577e-9      err2_a=6.294634926235481e-18      err2_b=9.81920646371182e-9
iter = 366      errA=1.9972168876143212e-9      err2_a=6.29463493347544e-18      err2_b=9.819206463727031e-9
iter = 367      errA=1.9972168876143287e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463729905e-9
iter = 368      errA=1.9972168876142397e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730113e-9
iter = 369      errA=1.9972168876141876e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730236e-9
iter = 370      errA=1.9972168876141438e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730338e-9
iter = 371      errA=1.99721688761409e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730464e-9
iter = 372      errA=1.9972168876140247e-9      err2_a=6.294636061706057e-18      err2_b=9.819206463730616e-9
iter = 373      errA=1.9972168876139573e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730775e-9
iter = 374      errA=1.99721688761391e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730884e-9
iter = 375      errA=1.9972168876138845e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730946e-9
iter = 376      errA=1.9972168876138725e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730974e-9
iter = 377      errA=1.9972168876138638e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463730994e-9
iter = 378      errA=1.997216887613855e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463731013e-9
iter = 379      errA=1.9972168876138427e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463731043e-9
iter = 380      errA=1.9972168876137637e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463731404e-9
iter = 381      errA=1.997216887613599e-9      err2_a=6.294700576039885e-18      err2_b=9.819206463732145e-9
iter = 382      errA=1.9972168876133993e-9      err2_a=6.294700576532014e-18      err2_b=9.819206463732966e-9
iter = 383      errA=1.9972168876132633e-9      err2_a=6.294700576532014e-18      err2_b=9.819206463733462e-9
iter = 384      errA=1.997216887613199e-9      err2_a=6.294636082094773e-18      err2_b=9.819206463733612e-9
iter = 385      errA=1.997216887613138e-9      err2_a=6.294700616324769e-18      err2_b=9.819206463733755e-9
iter = 386      errA=1.9972168876130263e-9      err2_a=6.294700616324769e-18      err2_b=9.819206463734195e-9
iter = 387      errA=1.997216887612868e-9      err2_a=6.294700616324769e-18      err2_b=9.819206463734742e-9
iter = 388      errA=1.997216887613062e-9      err2_a=6.29469960743301e-18      err2_b=9.8192064637355e-9
iter = 389      errA=1.997216887612927e-9      err2_a=6.29469960743301e-18      err2_b=9.819206463735993e-9
iter = 390      errA=1.9972168876128513e-9      err2_a=6.29469960792514e-18      err2_b=9.819206463736349e-9
iter = 391      errA=1.997216887612827e-9      err2_a=6.29469960792514e-18      err2_b=9.819206463736405e-9
iter = 392      errA=1.997216887612818e-9      err2_a=6.2946351333745585e-18      err2_b=9.819206463736427e-9
iter = 393      errA=1.997216887612807e-9      err2_a=6.2946351333745585e-18      err2_b=9.819206463736451e-9
iter = 394      errA=1.9972168876127856e-9      err2_a=6.2946351333745585e-18      err2_b=9.819206463736501e-9
iter = 395      errA=1.997216887612677e-9      err2_a=6.2946996875106606e-18      err2_b=9.819206463736185e-9
iter = 396      errA=1.997216887612659e-9      err2_a=6.2946996875106606e-18      err2_b=9.819206463736051e-9
iter = 397      errA=1.99721688761264e-9      err2_a=6.2946996875106606e-18      err2_b=9.819206463735917e-9
iter = 398      errA=1.9972168876106365e-9      err2_a=6.294700575048344e-18      err2_b=9.819206463730092e-9
iter = 399      errA=1.9972168876092944e-9      err2_a=6.296665340472136e-18      err2_b=9.819206463724934e-9
iter = 400      errA=1.997216887609211e-9      err2_a=6.296665459813149e-18      err2_b=9.819206463724383e-9
iter = 401      errA=1.9972168876091414e-9      err2_a=6.2966654603051244e-18      err2_b=9.819206463723797e-9
iter = 402      errA=1.997216887606892e-9      err2_a=6.2883500163047875e-18      err2_b=9.819206463718429e-9
iter = 403      errA=1.997216887604669e-9      err2_a=6.288347998087636e-18      err2_b=9.819206463712824e-9
iter = 404      errA=1.9972168876046407e-9      err2_a=6.288218659156857e-18      err2_b=9.819206463712142e-9
iter = 405      errA=1.9972168876046544e-9      err2_a=6.288218659156857e-18      err2_b=9.819206463711932e-9
iter = 406      errA=1.9972168876046453e-9      err2_a=6.288218659156857e-18      err2_b=9.819206463711206e-9
iter = 407      errA=1.9972168876025488e-9      err2_a=6.296860155542092e-18      err2_b=9.819206463707538e-9
iter = 408      errA=1.9972168875981788e-9      err2_a=6.2888712613965605e-18      err2_b=9.819206463694636e-9
iter = 409      errA=1.997216887579022e-9      err2_a=6.288936084130121e-18      err2_b=9.8192064635824e-9
iter = 410      errA=1.997216887557404e-9      err2_a=6.297839782970231e-18      err2_b=9.819206463463159e-9
iter = 411      errA=1.9972168875402956e-9      err2_a=6.297968682365719e-18      err2_b=9.819206463389543e-9
iter = 412      errA=1.997216887538332e-9      err2_a=6.2977750392367246e-18      err2_b=9.819206463381353e-9
iter = 413      errA=1.9972168875383513e-9      err2_a=6.2977750392367246e-18      err2_b=9.819206463380383e-9
iter = 414      errA=1.9972168875383745e-9      err2_a=6.2977750392367246e-18      err2_b=9.81920646338015e-9
iter = 415      errA=1.9972168875383997e-9      err2_a=6.2977750392367246e-18      err2_b=9.819206463379915e-9
iter = 416      errA=1.997216887538426e-9      err2_a=6.2977750392367246e-18      err2_b=9.819206463379675e-9
iter = 417      errA=1.9972168875384315e-9      err2_a=6.2977750392367246e-18      err2_b=9.819206463378914e-9
iter = 418      errA=1.9972168875384886e-9      err2_a=6.297775037269195e-18      err2_b=9.819206463377678e-9
iter = 419      errA=1.9972168875363727e-9      err2_a=6.297775037761081e-18      err2_b=9.819206463370889e-9
iter = 420      errA=1.9972168875340942e-9      err2_a=6.2902424372445996e-18      err2_b=9.819206463362971e-9
iter = 421      errA=1.997216887531953e-9      err2_a=6.2902424372445996e-18      err2_b=9.81920646335642e-9
iter = 422      errA=1.997216887532008e-9      err2_a=6.2902424367521216e-18      err2_b=9.819206463355189e-9
iter = 423      errA=1.997216887532037e-9      err2_a=6.2902424367521216e-18      err2_b=9.819206463354195e-9
iter = 424      errA=1.997216887532066e-9      err2_a=6.2902424367521216e-18      err2_b=9.819206463353204e-9
iter = 425      errA=1.99721688753212e-9      err2_a=6.2902424367521216e-18      err2_b=9.819206463351974e-9
iter = 426      errA=1.997216887529865e-9      err2_a=6.289984141780582e-18      err2_b=9.819206463343828e-9
iter = 427      errA=1.997216887526323e-9      err2_a=6.299533861939005e-18      err2_b=9.819206463322634e-9
iter = 428      errA=1.9972168875091787e-9      err2_a=6.292200082347596e-18      err2_b=9.819206463237503e-9
iter = 429      errA=1.997216887491881e-9      err2_a=6.292069850210804e-18      err2_b=9.819206463150477e-9
iter = 430      errA=1.9972168874781454e-9      err2_a=6.290241014418147e-18      err2_b=9.819206463092109e-9
iter = 431      errA=1.9972168874758975e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463083195e-9
iter = 432      errA=1.9972168874759554e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463081958e-9
iter = 433      errA=1.9972168874759616e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463081197e-9
iter = 434      errA=1.997216887475987e-9      err2_a=6.297385086052515e-18      err2_b=9.81920646308096e-9
iter = 435      errA=1.997216887475989e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080955e-9
iter = 436      errA=1.997216887475991e-9      err2_a=6.297385086052515e-18      err2_b=9.81920646308095e-9
iter = 437      errA=1.9972168874759922e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080947e-9
iter = 438      errA=1.9972168874759935e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080945e-9
iter = 439      errA=1.9972168874759943e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080942e-9
iter = 440      errA=1.997216887475995e-9      err2_a=6.297385086052515e-18      err2_b=9.81920646308094e-9
iter = 441      errA=1.9972168874759964e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080937e-9
iter = 442      errA=1.9972168874759976e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080936e-9
iter = 443      errA=1.9972168874759997e-9      err2_a=6.297385086052515e-18      err2_b=9.81920646308093e-9
iter = 444      errA=1.9972168874760017e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080926e-9
iter = 445      errA=1.997216887476028e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080686e-9
iter = 446      errA=1.997216887476055e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080446e-9
iter = 447      errA=1.9972168874760816e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080206e-9
iter = 448      errA=1.9972168874760844e-9      err2_a=6.297385086052515e-18      err2_b=9.8192064630802e-9
iter = 449      errA=1.9972168874760873e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080193e-9
iter = 450      errA=1.9972168874760894e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080188e-9
iter = 451      errA=1.997216887476092e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080183e-9
iter = 452      errA=1.9972168874760935e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080178e-9
iter = 453      errA=1.997216887476096e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080173e-9
iter = 454      errA=1.997216887476098e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080168e-9
iter = 455      errA=1.997216887476101e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463080161e-9
iter = 456      errA=1.997216887476128e-9      err2_a=6.297385086052515e-18      err2_b=9.819206463079921e-9
iter = 457      errA=1.997216887476109e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463079395e-9
iter = 458      errA=1.9972168874760907e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463078868e-9
iter = 459      errA=1.9972168874760733e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463078338e-9
iter = 460      errA=1.997216887476056e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463077807e-9
iter = 461      errA=1.9972168874760385e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463077278e-9
iter = 462      errA=1.9972168874760208e-9      err2_a=6.297385085560595e-18      err2_b=9.81920646307675e-9
iter = 463      errA=1.9972168874760026e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463076222e-9
iter = 464      errA=1.997216887475983e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463075696e-9
iter = 465      errA=1.9972168874759637e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463075172e-9
iter = 466      errA=1.9972168874759897e-9      err2_a=6.297385085560595e-18      err2_b=9.819206463074933e-9
iter = 467      errA=1.9972168874760158e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463074695e-9
iter = 468      errA=1.9972168874760414e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463074459e-9
iter = 469      errA=1.9972168874760675e-9      err2_a=6.29725617090161e-18      err2_b=9.81920646307422e-9
iter = 470      errA=1.997216887476093e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463073982e-9
iter = 471      errA=1.9972168874761196e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463073744e-9
iter = 472      errA=1.9972168874761465e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463073504e-9
iter = 473      errA=1.9972168874761734e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463073263e-9
iter = 474      errA=1.9972168874762007e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463073023e-9
iter = 475      errA=1.997216887476228e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072781e-9
iter = 476      errA=1.997216887476231e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072775e-9
iter = 477      errA=1.9972168874762338e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072768e-9
iter = 478      errA=1.9972168874762366e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072761e-9
iter = 479      errA=1.997216887476239e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072756e-9
iter = 480      errA=1.997216887476241e-9      err2_a=6.29725617090161e-18      err2_b=9.81920646307275e-9
iter = 481      errA=1.9972168874762433e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072745e-9
iter = 482      errA=1.997216887476226e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072786e-9
iter = 483      errA=1.9972168874762077e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072829e-9
iter = 484      errA=1.997216887476193e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072864e-9
iter = 485      errA=1.997216887476178e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072899e-9
iter = 486      errA=1.9972168874761643e-9      err2_a=6.29725617090161e-18      err2_b=9.81920646307293e-9
iter = 487      errA=1.9972168874761556e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072952e-9
iter = 488      errA=1.9972168874761473e-9      err2_a=6.29725617090161e-18      err2_b=9.81920646307297e-9
iter = 489      errA=1.99721688747614e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072988e-9
iter = 490      errA=1.9972168874761113e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463072483e-9
iter = 491      errA=1.9972168874760844e-9      err2_a=6.29725617090161e-18      err2_b=9.819206463071977e-9
iter = 492      errA=1.99721688747606e-9      err2_a=6.297256170409681e-18      err2_b=9.819206463071464e-9
iter = 493      errA=1.9972168874760385e-9      err2_a=6.297256170409681e-18      err2_b=9.819206463070943e-9
iter = 494      errA=1.99721688747602e-9      err2_a=6.297256170409681e-18      err2_b=9.819206463070417e-9
iter = 495      errA=1.9972168874760286e-9      err2_a=6.297256170409681e-18      err2_b=9.81920646306965e-9
iter = 496      errA=1.9972168874760406e-9      err2_a=6.297256170409681e-18      err2_b=9.819206463068874e-9
iter = 497      errA=1.9972168874760567e-9      err2_a=6.297256169917751e-18      err2_b=9.819206463068088e-9
iter = 498      errA=1.997216887476053e-9      err2_a=6.297256169917751e-18      err2_b=9.819206463066779e-9
iter = 499      errA=1.997216887476056e-9      err2_a=6.297256169917751e-18      err2_b=9.819206463065454e-9
iter = 500      errA=1.9972168874737754e-9      err2_a=6.289918255748806e-18      err2_b=9.819206463061247e-9
iter = 501      errA=1.997216887471624e-9      err2_a=6.290047400442911e-18      err2_b=9.819206463055683e-9
iter = 502      errA=1.997216887469482e-9      err2_a=6.2996636399612015e-18      err2_b=9.819206463050098e-9
iter = 503      errA=1.997216887467345e-9      err2_a=6.2996636399612015e-18      err2_b=9.819206463044503e-9
iter = 504      errA=1.9972168874651913e-9      err2_a=6.292656645441199e-18      err2_b=9.819206463038377e-9
iter = 505      errA=1.997216887463046e-9      err2_a=6.292511963805848e-18      err2_b=9.819206463032233e-9
iter = 506      errA=1.9972168874609355e-9      err2_a=6.302385577174188e-18      err2_b=9.81920646302583e-9
iter = 507      errA=1.9972168874586107e-9      err2_a=6.295772015367027e-18      err2_b=9.819206463017423e-9
iter = 508      errA=1.9972168874559505e-9      err2_a=6.295645158830536e-18      err2_b=9.819206463007637e-9
iter = 509      errA=1.997216887453281e-9      err2_a=6.305903698459199e-18      err2_b=9.819206462997306e-9
iter = 510      errA=1.997216887449099e-9      err2_a=6.307842264529433e-18      err2_b=9.81920646298148e-9
iter = 511      errA=1.997216887445251e-9      err2_a=6.301689109813532e-18      err2_b=9.819206462962397e-9
iter = 512      errA=1.997216887441397e-9      err2_a=6.304203330723357e-18      err2_b=9.819206462942762e-9
iter = 513      errA=1.997216887427967e-9      err2_a=6.31003136181045e-18      err2_b=9.819206462909984e-9
iter = 514      errA=1.997216887415279e-9      err2_a=6.29945379158377e-18      err2_b=9.819206462857876e-9
iter = 515      errA=1.997216887402385e-9      err2_a=6.305931423945331e-18      err2_b=9.819206462797403e-9
iter = 516      errA=1.997216887389459e-9      err2_a=6.295674943865296e-18      err2_b=9.819206462736615e-9
iter = 517      errA=1.997216887375842e-9      err2_a=6.30439259457118e-18      err2_b=9.819206462670184e-9
iter = 518      errA=1.9972168873601596e-9      err2_a=6.294326687898957e-18      err2_b=9.819206462601521e-9
iter = 519      errA=1.997216887344489e-9      err2_a=6.301525642201587e-18      err2_b=9.819206462532834e-9
iter = 520      errA=1.997216887327897e-9      err2_a=6.2898742874081776e-18      err2_b=9.819206462456611e-9
iter = 521      errA=1.997216887310877e-9      err2_a=6.291905765067646e-18      err2_b=9.819206462372253e-9
iter = 522      errA=1.9972168872927634e-9      err2_a=6.2920353699688566e-18      err2_b=9.819206462280038e-9
iter = 523      errA=1.9972168872746775e-9      err2_a=6.297355682497888e-18      err2_b=9.81920646218701e-9
iter = 524      errA=1.9972168872535625e-9      err2_a=6.297356239335938e-18      err2_b=9.819206462085237e-9
iter = 525      errA=1.997216887234396e-9      err2_a=6.297289215743365e-18      err2_b=9.81920646196317e-9
