Avgstr = 173.1238887224390623
CG Iteration #1, relres 0.9999224777912616
CG Iteration #2, relres 0.9998481125296098
CG Iteration #3, relres 0.9996307920298279
CG Iteration #4, relres 0.9994985892432036
CG Iteration #5, relres 0.9992382358313852
CG Iteration #6, relres 0.9990047986821261
CG Iteration #7, relres 0.9985307581698120
CG Iteration #8, relres 0.9975931500669957
CG Iteration #9, relres 0.9965078150223834
CG Iteration #10, relres 0.9956056743630513
CG Iteration #11, relres 0.9947563801724525
CG Iteration #12, relres 0.9934556812334624
CG Iteration #13, relres 0.9922083975202488
CG Iteration #14, relres 0.9908561364810021
CG Iteration #15, relres 0.9902999761817012
CG Iteration #16, relres 0.9891159722569464
CG Iteration #17, relres 0.9875741083476784
CG Iteration #18, relres 0.9858471065300966
CG Iteration #19, relres 0.9836686831757692
CG Iteration #20, relres 0.9833517962712445
CG Iteration #21, relres 0.9821831559393283
CG Iteration #22, relres 0.9800314188681881
CG Iteration #23, relres 0.9797614169525621
CG Iteration #24, relres 0.9775678025626577
CG Iteration #25, relres 0.9755266622561752
CG Iteration #26, relres 0.9751610244475393
CG Iteration #27, relres 0.9732982815528264
CG Iteration #28, relres 0.9712622796262228
CG Iteration #29, relres 0.9704488180092745
CG Iteration #30, relres 0.9680503158860780
CG Iteration #31, relres 0.9668072284640845
CG Iteration #32, relres 0.9655057741752142
CG Iteration #33, relres 0.9625743413295875
CG Iteration #34, relres 0.9624422482817772
CG Iteration #35, relres 0.9608096266468487
CG Iteration #36, relres 0.9572824527421657
CG Iteration #37, relres 0.9548120763853475
CG Iteration #38, relres 0.9522681852076640
CG Iteration #39, relres 0.9520068405798124
CG Iteration #40, relres 0.9517059774241960
CG Iteration #41, relres 0.9511836315270413
CG Iteration #42, relres 0.9492378999395161
CG Iteration #43, relres 0.9467226540780032
CG Iteration #44, relres 0.9453408856816077
CG Iteration #45, relres 0.9448907803086068
CG Iteration #46, relres 0.9421246764130518
CG Iteration #47, relres 0.9391552285610008
CG Iteration #48, relres 0.9390327708802322
CG Iteration #49, relres 0.9358541931202442
CG Iteration #50, relres 0.9330379896154648
CG Iteration #51, relres 0.9325992351555740
CG Iteration #52, relres 0.9302448490715858
CG Iteration #53, relres 0.9291405540249082
CG Iteration #54, relres 0.9269433516747055
CG Iteration #55, relres 0.9259882504414143
CG Iteration #56, relres 0.9231453832394069
CG Iteration #57, relres 0.9228508082820855
CG Iteration #58, relres 0.9192140050860362
CG Iteration #59, relres 0.9183592114629312
CG Iteration #60, relres 0.9157592696558600
CG Iteration #61, relres 0.9155105489552314
CG Iteration #62, relres 0.9125900978155803
CG Iteration #63, relres 0.9124898534238498
CG Iteration #64, relres 0.9123298990619574
CG Iteration #65, relres 0.9084217952807254
CG Iteration #66, relres 0.9074402272143649
CG Iteration #67, relres 0.9037208912356085
CG Iteration #68, relres 0.9031495923789178
CG Iteration #69, relres 0.9000117691617068
CG Iteration #70, relres 0.8970398034363367
CG Iteration #71, relres 0.8954686251464593
CG Iteration #72, relres 0.8930499553268709
