Avgstr = 21.7643275051927496
CG Iteration #1, relres 0.9986992890648312
CG Iteration #2, relres 0.9958815657647427
CG Iteration #3, relres 0.9870855153678919
CG Iteration #4, relres 0.9761742794769774
CG Iteration #5, relres 0.9610642496544303
CG Iteration #6, relres 0.9473755497796792
CG Iteration #7, relres 0.9368191093732984
CG Iteration #8, relres 0.9273537845145002
CG Iteration #9, relres 0.9102336570521140
CG Iteration #10, relres 0.8939996906121191
CG Iteration #11, relres 0.8752849143630081
CG Iteration #12, relres 0.8597256038967100
CG Iteration #13, relres 0.8350624945500518
CG Iteration #14, relres 0.8130409775632274
CG Iteration #15, relres 0.7949987949390295
CG Iteration #16, relres 0.7741685621058373
CG Iteration #17, relres 0.7545371078686268
CG Iteration #18, relres 0.7297625208526243
CG Iteration #19, relres 0.7147818017591245
CG Iteration #20, relres 0.6866101114184778
CG Iteration #21, relres 0.6647076763827707
CG Iteration #22, relres 0.6398446426845485
CG Iteration #23, relres 0.6161319870412210
CG Iteration #24, relres 0.5911962125599420
CG Iteration #25, relres 0.5721920241953490
CG Iteration #26, relres 0.5471955158079054
CG Iteration #27, relres 0.5335569994622442
CG Iteration #28, relres 0.5251170974453124
CG Iteration #29, relres 0.5035815292198995
CG Iteration #30, relres 0.4807229203343799
CG Iteration #31, relres 0.4626170049959870
CG Iteration #32, relres 0.4431767253258984
CG Iteration #33, relres 0.4251305942922242
CG Iteration #34, relres 0.4091228009343607
CG Iteration #35, relres 0.4069401226224782
CG Iteration #36, relres 0.3865307404041123
CG Iteration #37, relres 0.3705983585175114
CG Iteration #38, relres 0.3517055770700767
CG Iteration #39, relres 0.3346153696844932
CG Iteration #40, relres 0.3198884768205280
CG Iteration #41, relres 0.3046116489464782
CG Iteration #42, relres 0.2886828577958229
CG Iteration #43, relres 0.2731447181864706
CG Iteration #44, relres 0.2705619090949750
CG Iteration #45, relres 0.2564343867843690
CG Iteration #46, relres 0.2407618102438985
CG Iteration #47, relres 0.2265604871371383
CG Iteration #48, relres 0.2143715414602478
CG Iteration #49, relres 0.2118366833770861
CG Iteration #50, relres 0.2042122176246003
CG Iteration #51, relres 0.2037439662135319
CG Iteration #52, relres 0.1926372689862203
CG Iteration #53, relres 0.1818083423856492
CG Iteration #54, relres 0.1737695710754357
CG Iteration #55, relres 0.1626764119811934
CG Iteration #56, relres 0.1524268999656615
CG Iteration #57, relres 0.1498283601776235
CG Iteration #58, relres 0.1426811503303301
CG Iteration #59, relres 0.1343876468652855
CG Iteration #60, relres 0.1268259005577593
CG Iteration #61, relres 0.1177320766797773
CG Iteration #62, relres 0.1145008534705065
CG Iteration #63, relres 0.1129817377133588
CG Iteration #64, relres 0.1108872522466762
CG Iteration #65, relres 0.1035629554029713
CG Iteration #66, relres 0.0981790391669697
CG Iteration #67, relres 0.0917511187846675
CG Iteration #68, relres 0.0863585364255924
CG Iteration #69, relres 0.0845801078630404
CG Iteration #70, relres 0.0804704078746128
CG Iteration #71, relres 0.0746488466659527
CG Iteration #72, relres 0.0733293112781824
CG Iteration #73, relres 0.0711416061195552
CG Iteration #74, relres 0.0658421262808412
CG Iteration #75, relres 0.0646610413771858
CG Iteration #76, relres 0.0603757975704911
CG Iteration #77, relres 0.0588725838200166
CG Iteration #78, relres 0.0563535566863251
CG Iteration #79, relres 0.0524615783303325
CG Iteration #80, relres 0.0487914351230033
CG Iteration #81, relres 0.0467940757376043
CG Iteration #82, relres 0.0451032504417774
CG Iteration #83, relres 0.0424175717963149
CG Iteration #84, relres 0.0395967451819662
CG Iteration #85, relres 0.0381494027104730
CG Iteration #86, relres 0.0366213582587806
CG Iteration #87, relres 0.0363645598312287
CG Iteration #88, relres 0.0339061908214514
CG Iteration #89, relres 0.0312020666044220
CG Iteration #90, relres 0.0309583820204671
CG Iteration #91, relres 0.0288922784476343
CG Iteration #92, relres 0.0266292782722780
CG Iteration #93, relres 0.0247909892591494
CG Iteration #94, relres 0.0244102386368842
CG Iteration #95, relres 0.0228451353900951
CG Iteration #96, relres 0.0215458084150990
CG Iteration #97, relres 0.0206560813286207
CG Iteration #98, relres 0.0192121222742615
CG Iteration #99, relres 0.0188593475060636
CG Iteration #100, relres 0.0176242612640438
CG Iteration #101, relres 0.0161473149762174
CG Iteration #102, relres 0.0148146225860828
CG Iteration #103, relres 0.0135348522885503
