Avgstr = 11.0760361608628362
CG Iteration #1, relres 0.9915319264463893
CG Iteration #2, relres 0.9699213835533974
CG Iteration #3, relres 0.9446505641146120
CG Iteration #4, relres 0.9155013392822521
CG Iteration #5, relres 0.8679204242521301
CG Iteration #6, relres 0.8234954449429580
CG Iteration #7, relres 0.7893418793281334
CG Iteration #8, relres 0.7590186501139320
CG Iteration #9, relres 0.7340280095249722
CG Iteration #10, relres 0.7061615676899299
CG Iteration #11, relres 0.6799352444757284
CG Iteration #12, relres 0.6555884611262922
CG Iteration #13, relres 0.6164301014803292
CG Iteration #14, relres 0.5869149114583811
CG Iteration #15, relres 0.5842330912023483
CG Iteration #16, relres 0.5572747884381016
CG Iteration #17, relres 0.5350769695956152
CG Iteration #18, relres 0.5133018255093837
CG Iteration #19, relres 0.4899372475371616
CG Iteration #20, relres 0.4740655985916229
CG Iteration #21, relres 0.4670391685083546
CG Iteration #22, relres 0.4349291956472074
CG Iteration #23, relres 0.4135321035157523
CG Iteration #24, relres 0.3918092975363113
CG Iteration #25, relres 0.3761598268917111
CG Iteration #26, relres 0.3692520594242883
CG Iteration #27, relres 0.3523986176197232
CG Iteration #28, relres 0.3366599606571937
CG Iteration #29, relres 0.3190966834958035
CG Iteration #30, relres 0.3124729662749136
CG Iteration #31, relres 0.2910605829152432
CG Iteration #32, relres 0.2734578556321925
CG Iteration #33, relres 0.2546315190698965
CG Iteration #34, relres 0.2451455166546978
CG Iteration #35, relres 0.2334564613387190
CG Iteration #36, relres 0.2279049756148090
CG Iteration #37, relres 0.2248542034731146
CG Iteration #38, relres 0.2217771364628726
CG Iteration #39, relres 0.2029162724002515
CG Iteration #40, relres 0.1899287143243008
CG Iteration #41, relres 0.1765459713709457
CG Iteration #42, relres 0.1620761877484417
CG Iteration #43, relres 0.1587121342087505
CG Iteration #44, relres 0.1471569715459203
CG Iteration #45, relres 0.1382859864431849
CG Iteration #46, relres 0.1337767396105577
CG Iteration #47, relres 0.1259765961763131
CG Iteration #48, relres 0.1232836160330307
CG Iteration #49, relres 0.1147418380825213
CG Iteration #50, relres 0.1050460506848034
CG Iteration #51, relres 0.1041503292986611
CG Iteration #52, relres 0.0997917236977508
CG Iteration #53, relres 0.0967193985098424
CG Iteration #54, relres 0.0892232850447850
CG Iteration #55, relres 0.0847850409492821
CG Iteration #56, relres 0.0788927541685589
CG Iteration #57, relres 0.0729205176307991
CG Iteration #58, relres 0.0709167102193774
CG Iteration #59, relres 0.0704193120675536
CG Iteration #60, relres 0.0673078061297224
CG Iteration #61, relres 0.0651341565970849
CG Iteration #62, relres 0.0602639185906627
CG Iteration #63, relres 0.0559075431768175
CG Iteration #64, relres 0.0517719644368638
CG Iteration #65, relres 0.0512983123124339
CG Iteration #66, relres 0.0495173457012693
CG Iteration #67, relres 0.0462025695171186
CG Iteration #68, relres 0.0442594019483337
CG Iteration #69, relres 0.0422760579808943
CG Iteration #70, relres 0.0420017313679553
CG Iteration #71, relres 0.0389897389317614
CG Iteration #72, relres 0.0356705386325937
CG Iteration #73, relres 0.0351816997815828
CG Iteration #74, relres 0.0341846119363039
CG Iteration #75, relres 0.0308825520433432
CG Iteration #76, relres 0.0291149233876096
CG Iteration #77, relres 0.0279090219655832
CG Iteration #78, relres 0.0269301376353566
CG Iteration #79, relres 0.0261521004744392
CG Iteration #80, relres 0.0253701152784637
CG Iteration #81, relres 0.0249665007779813
CG Iteration #82, relres 0.0236617378271241
CG Iteration #83, relres 0.0224783602553018
CG Iteration #84, relres 0.0211978013734753
CG Iteration #85, relres 0.0203945383879620
CG Iteration #86, relres 0.0196444331981402
CG Iteration #87, relres 0.0185481928644954
CG Iteration #88, relres 0.0175941205665706
CG Iteration #89, relres 0.0168414727381200
CG Iteration #90, relres 0.0163975626707657
CG Iteration #91, relres 0.0152982485132318
CG Iteration #92, relres 0.0144989068345371
CG Iteration #93, relres 0.0141185977428785
CG Iteration #94, relres 0.0139294207298987
CG Iteration #95, relres 0.0132123276668821
CG Iteration #96, relres 0.0128459925276028
CG Iteration #97, relres 0.0121910288137155
CG Iteration #98, relres 0.0116702638806861
CG Iteration #99, relres 0.0112529774535636
CG Iteration #100, relres 0.0110475763448901
CG Iteration #101, relres 0.0099104901319261
CG Iteration #102, relres 0.0098714543184236
CG Iteration #103, relres 0.0092985261981071
CG Iteration #104, relres 0.0088081973141285
CG Iteration #105, relres 0.0085259700998095
CG Iteration #106, relres 0.0079951834486126
CG Iteration #107, relres 0.0074109015440252
CG Iteration #108, relres 0.0073446139004667
CG Iteration #109, relres 0.0072063794386517
CG Iteration #110, relres 0.0066176314031145
CG Iteration #111, relres 0.0062997711724401
CG Iteration #112, relres 0.0062432912200559
CG Iteration #113, relres 0.0060316092471084
CG Iteration #114, relres 0.0057152675975051
CG Iteration #115, relres 0.0052589396666386
CG Iteration #116, relres 0.0048788149074924
CG Iteration #117, relres 0.0047689576297509
CG Iteration #118, relres 0.0046075907649329
CG Iteration #119, relres 0.0042882271787826
CG Iteration #120, relres 0.0040277926726635
CG Iteration #121, relres 0.0039823893275482
CG Iteration #122, relres 0.0039467416429497
CG Iteration #123, relres 0.0037146480539067
CG Iteration #124, relres 0.0033494610273527
CG Iteration #125, relres 0.0033177255883611
CG Iteration #126, relres 0.0030164760076987
CG Iteration #127, relres 0.0026964150621345
CG Iteration #128, relres 0.0025494108803846
CG Iteration #129, relres 0.0024135261158081
CG Iteration #130, relres 0.0023883517800241
CG Iteration #131, relres 0.0023573902556007
CG Iteration #132, relres 0.0022863397213967
CG Iteration #133, relres 0.0021256933493886
CG Iteration #134, relres 0.0020796072790105
CG Iteration #135, relres 0.0020603246525710
CG Iteration #136, relres 0.0018907268435171
CG Iteration #137, relres 0.0018379718990522
CG Iteration #138, relres 0.0016693477430844
