Avgstr = 351.9578400458389638
CG Iteration #1, relres 0.9997318314931499
CG Iteration #2, relres 0.9947530476967054
CG Iteration #3, relres 0.9924828216041235
CG Iteration #4, relres 0.9891058340422563
CG Iteration #5, relres 0.9877256286573196
CG Iteration #6, relres 0.9835911708925095
CG Iteration #7, relres 0.9739175093823671
CG Iteration #8, relres 0.9666726352757975
CG Iteration #9, relres 0.9633368320621783
CG Iteration #10, relres 0.9614735217067842
CG Iteration #11, relres 0.9571740354994577
CG Iteration #12, relres 0.9468013183177305
CG Iteration #13, relres 0.9361553303395184
CG Iteration #14, relres 0.9307583303789455
CG Iteration #15, relres 0.9274671908129516
CG Iteration #16, relres 0.9186761874086009
CG Iteration #17, relres 0.9017960568481707
CG Iteration #18, relres 0.8929387966004381
CG Iteration #19, relres 0.8915320690432768
CG Iteration #20, relres 0.8856452257289614
CG Iteration #21, relres 0.8785154257344160
CG Iteration #22, relres 0.8767792395883141
CG Iteration #23, relres 0.8648125074670056
CG Iteration #24, relres 0.8546303993127040
CG Iteration #25, relres 0.8498032841291125
CG Iteration #26, relres 0.8419216895735043
CG Iteration #27, relres 0.8409566497856107
CG Iteration #28, relres 0.8289990229298565
CG Iteration #29, relres 0.8189265102397887
CG Iteration #30, relres 0.8124157610226512
CG Iteration #31, relres 0.8049774998054783
CG Iteration #32, relres 0.7995438391447314
CG Iteration #33, relres 0.7907498145529275
CG Iteration #34, relres 0.7843580356958805
CG Iteration #35, relres 0.7745429648781321
CG Iteration #36, relres 0.7729462933130884
CG Iteration #37, relres 0.7593096207199279
CG Iteration #38, relres 0.7575762951027921
CG Iteration #39, relres 0.7523272338306249
CG Iteration #40, relres 0.7475228757438689
CG Iteration #41, relres 0.7363026031066260
CG Iteration #42, relres 0.7231086490786535
CG Iteration #43, relres 0.7164377714677533
CG Iteration #44, relres 0.7163138807573948
CG Iteration #45, relres 0.7107175281466609
CG Iteration #46, relres 0.7039397530500299
CG Iteration #47, relres 0.6882901424360859
CG Iteration #48, relres 0.6745038311782110
CG Iteration #49, relres 0.6694890579251545
CG Iteration #50, relres 0.6631507272523903
CG Iteration #51, relres 0.6465048704308081
CG Iteration #52, relres 0.6428379512145893
CG Iteration #53, relres 0.6376636136786931
CG Iteration #54, relres 0.6370170270883468
CG Iteration #55, relres 0.6329354229263966
CG Iteration #56, relres 0.6223710952658716
CG Iteration #57, relres 0.6092334384278811
CG Iteration #58, relres 0.6056173012025130
CG Iteration #59, relres 0.6013627504944351
CG Iteration #60, relres 0.5969966794762475
CG Iteration #61, relres 0.5886012150204332
CG Iteration #62, relres 0.5849028603412928
CG Iteration #63, relres 0.5725149412524642
CG Iteration #64, relres 0.5670576109895031
CG Iteration #65, relres 0.5621352007683946
CG Iteration #66, relres 0.5536004213612332
CG Iteration #67, relres 0.5400064265217561
CG Iteration #68, relres 0.5342028411854109
CG Iteration #69, relres 0.5336262224699291
CG Iteration #70, relres 0.5329107194596480
CG Iteration #71, relres 0.5297071451129738
CG Iteration #72, relres 0.5186197809229450
CG Iteration #73, relres 0.5086511523399406
CG Iteration #74, relres 0.5042412080121152
CG Iteration #75, relres 0.4970596697991391
CG Iteration #76, relres 0.4858371383994034
CG Iteration #77, relres 0.4771393229134769
CG Iteration #78, relres 0.4731348853936518
CG Iteration #79, relres 0.4730737562206780
CG Iteration #80, relres 0.4680014521257304
CG Iteration #81, relres 0.4629879874905647
CG Iteration #82, relres 0.4551184796771647
CG Iteration #83, relres 0.4495424012028301
CG Iteration #84, relres 0.4481048702516831
CG Iteration #85, relres 0.4473310642085679
CG Iteration #86, relres 0.4446022558595626
CG Iteration #87, relres 0.4347498075450176
CG Iteration #88, relres 0.4344236290253047
CG Iteration #89, relres 0.4259270563439143
CG Iteration #90, relres 0.4217828379757410
CG Iteration #91, relres 0.4171037351460915
CG Iteration #92, relres 0.4049923465584702
CG Iteration #93, relres 0.3958383192266716
CG Iteration #94, relres 0.3916579728349294
CG Iteration #95, relres 0.3856887544163810
CG Iteration #96, relres 0.3856322347603774
CG Iteration #97, relres 0.3743801940575088
CG Iteration #98, relres 0.3702936455977993
CG Iteration #99, relres 0.3668216195206635
CG Iteration #100, relres 0.3619287330288868
CG Iteration #101, relres 0.3603007371168828
CG Iteration #102, relres 0.3537357918036682
CG Iteration #103, relres 0.3504044039935975
CG Iteration #104, relres 0.3492320317524247
CG Iteration #105, relres 0.3478265864876994
CG Iteration #106, relres 0.3410114075684462
CG Iteration #107, relres 0.3285501843988459
CG Iteration #108, relres 0.3264164287851324
CG Iteration #109, relres 0.3238548618685054
CG Iteration #110, relres 0.3210322564853174
CG Iteration #111, relres 0.3125934800531218
CG Iteration #112, relres 0.3081922221428057
CG Iteration #113, relres 0.3081313951320040
CG Iteration #114, relres 0.3059374681128832
CG Iteration #115, relres 0.3041349788484782
CG Iteration #116, relres 0.2994980612607260
CG Iteration #117, relres 0.2950965062477370
CG Iteration #118, relres 0.2923417998245698
CG Iteration #119, relres 0.2896836555981375
CG Iteration #120, relres 0.2875878824833068
CG Iteration #121, relres 0.2843810602592987
CG Iteration #122, relres 0.2838193540232931
CG Iteration #123, relres 0.2750479953530847
CG Iteration #124, relres 0.2716456975453581
CG Iteration #125, relres 0.2700640156378231
CG Iteration #126, relres 0.2662904405559991
CG Iteration #127, relres 0.2594426333666546
CG Iteration #128, relres 0.2558056374924140
CG Iteration #129, relres 0.2554276335761513
CG Iteration #130, relres 0.2530384324498591
CG Iteration #131, relres 0.2458328907463934
CG Iteration #132, relres 0.2415049108223006
CG Iteration #133, relres 0.2411912756308515
CG Iteration #134, relres 0.2405543750375233
CG Iteration #135, relres 0.2397547807625284
CG Iteration #136, relres 0.2375759983022360
CG Iteration #137, relres 0.2310157743596892
CG Iteration #138, relres 0.2309375529943276
CG Iteration #139, relres 0.2272174368307603
CG Iteration #140, relres 0.2254787117341956
CG Iteration #141, relres 0.2220266170907541
CG Iteration #142, relres 0.2152708043435893
CG Iteration #143, relres 0.2115891855779283
CG Iteration #144, relres 0.2097518525176839
CG Iteration #145, relres 0.2059262421205530
CG Iteration #146, relres 0.2054017607135904
CG Iteration #147, relres 0.1999889426545539
CG Iteration #148, relres 0.1989147761702543
CG Iteration #149, relres 0.1984495333154821
CG Iteration #150, relres 0.1973658248774687
CG Iteration #151, relres 0.1947318679653622
CG Iteration #152, relres 0.1905282700371570
CG Iteration #153, relres 0.1869799822097048
CG Iteration #154, relres 0.1869673341185199
CG Iteration #155, relres 0.1850494428895535
CG Iteration #156, relres 0.1788538710446551
CG Iteration #157, relres 0.1772394812075010
CG Iteration #158, relres 0.1761243887110650
CG Iteration #159, relres 0.1755889169431011
CG Iteration #160, relres 0.1702709331629502
CG Iteration #161, relres 0.1672952121471253
CG Iteration #162, relres 0.1672753030853955
CG Iteration #163, relres 0.1665801653526785
CG Iteration #164, relres 0.1626185314978104
CG Iteration #165, relres 0.1620978767190313
CG Iteration #166, relres 0.1588612107844908
CG Iteration #167, relres 0.1564106366232522
CG Iteration #168, relres 0.1538609680224308
CG Iteration #169, relres 0.1477242976275027
CG Iteration #170, relres 0.1477100478010081
CG Iteration #171, relres 0.1463286098637105
CG Iteration #172, relres 0.1453327431990846
CG Iteration #173, relres 0.1409093601604773
CG Iteration #174, relres 0.1382506527460287
CG Iteration #175, relres 0.1371807664365583
CG Iteration #176, relres 0.1349064241025551
CG Iteration #177, relres 0.1311833675660040
CG Iteration #178, relres 0.1307055330632201
CG Iteration #179, relres 0.1289364990554105
CG Iteration #180, relres 0.1284365738661769
CG Iteration #181, relres 0.1270827292623007
CG Iteration #182, relres 0.1259305640045774
CG Iteration #183, relres 0.1244462511738482
CG Iteration #184, relres 0.1215395134022997
CG Iteration #185, relres 0.1211425126014162
CG Iteration #186, relres 0.1200697619111484
CG Iteration #187, relres 0.1187643255985295
CG Iteration #188, relres 0.1149936607004673
CG Iteration #189, relres 0.1143339855109409
CG Iteration #190, relres 0.1104785207614968
CG Iteration #191, relres 0.1081963035554062
CG Iteration #192, relres 0.1077522427472340
CG Iteration #193, relres 0.1048031964858288
CG Iteration #194, relres 0.1043965220435428
CG Iteration #195, relres 0.1036186399638917
CG Iteration #196, relres 0.1027922332729647
CG Iteration #197, relres 0.1019587383595180
CG Iteration #198, relres 0.0991402357831677
CG Iteration #199, relres 0.0964486903121906
CG Iteration #200, relres 0.0954341710403596
CG Iteration #201, relres 0.0942797936745762
CG Iteration #202, relres 0.0942207115819338
CG Iteration #203, relres 0.0909699737917951
CG Iteration #204, relres 0.0906057372440818
CG Iteration #205, relres 0.0895997586880740
CG Iteration #206, relres 0.0884938364483434
CG Iteration #207, relres 0.0868266007839457
CG Iteration #208, relres 0.0854046878390614
CG Iteration #209, relres 0.0852731778094948
CG Iteration #210, relres 0.0851830064695464
CG Iteration #211, relres 0.0846723782164848
CG Iteration #212, relres 0.0829248497391332
CG Iteration #213, relres 0.0802062527649739
CG Iteration #214, relres 0.0793195333805484
CG Iteration #215, relres 0.0785405712247137
CG Iteration #216, relres 0.0759813401110496
CG Iteration #217, relres 0.0754822969151143
CG Iteration #218, relres 0.0754551757015195
CG Iteration #219, relres 0.0736444961286499
CG Iteration #220, relres 0.0718633990878660
CG Iteration #221, relres 0.0707038796802065
CG Iteration #222, relres 0.0699026856762914
CG Iteration #223, relres 0.0677520461824010
CG Iteration #224, relres 0.0671203037820133
CG Iteration #225, relres 0.0668365809570770
CG Iteration #226, relres 0.0667996409651567
CG Iteration #227, relres 0.0657035249945871
CG Iteration #228, relres 0.0646911288461779
CG Iteration #229, relres 0.0640895008100850
CG Iteration #230, relres 0.0633540865308622
CG Iteration #231, relres 0.0619272519465413
CG Iteration #232, relres 0.0614950253505096
CG Iteration #233, relres 0.0612058670089591
CG Iteration #234, relres 0.0610091577298391
CG Iteration #235, relres 0.0592018271031074
CG Iteration #236, relres 0.0586578953263509
