iter=10      res2=0.639764      err2=0.619589      errA=0.629518
iter=630      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=640      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=650      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=660      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=670      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=680      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=690      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=700      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=710      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=720      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=730      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=740      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=750      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=760      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=770      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=780      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=790      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=800      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=810      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=820      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=830      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=840      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=850      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=860      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=870      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=880      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=890      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=900      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=910      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=920      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=930      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=940      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=950      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=960      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=970      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=980      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=990      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
