iter=10      res2=0.639764      err2=0.619589      errA=0.629518
iter=20      res2=0.361713      err2=0.365496      errA=0.361267
iter=30      res2=0.194869      err2=0.199139      errA=0.195828
iter=40      res2=0.103005      err2=0.104317      errA=0.102867
iter=50      res2=0.0543693      err2=0.0530457      errA=0.0531966
iter=60      res2=0.0316249      err2=0.0306847      errA=0.030858
iter=70      res2=0.0178146      err2=0.016968      errA=0.0171413
iter=80      res2=0.00968821      err2=0.00903226      errA=0.00922584
iter=90      res2=0.00585982      err2=0.00544135      errA=0.0055748
iter=100      res2=0.00307593      err2=0.00299686      errA=0.00299068
iter=110      res2=0.00175946      err2=0.00168511      errA=0.00169641
iter=120      res2=0.000982564      err2=0.000926551      errA=0.000941658
iter=130      res2=0.000551315      err2=0.000518488      errA=0.000528172
iter=140      res2=0.000295116      err2=0.000282759      errA=0.000284077
iter=150      res2=0.000174313      err2=0.000168154      errA=0.000168097
iter=160      res2=9.38852e-05      err2=8.95974e-05      errA=9.00302e-05
iter=170      res2=5.45269e-05      err2=5.23825e-05      errA=5.26049e-05
iter=180      res2=2.8026e-05      err2=2.71163e-05      errA=2.71171e-05
iter=190      res2=1.53149e-05      err2=1.49812e-05      errA=1.48858e-05
iter=200      res2=8.05129e-06      err2=7.62961e-06      errA=7.69803e-06
iter=210      res2=4.76753e-06      err2=4.43376e-06      errA=4.50402e-06
iter=220      res2=2.85016e-06      err2=2.62831e-06      errA=2.68747e-06
iter=230      res2=1.55515e-06      err2=1.40664e-06      errA=1.4449e-06
iter=240      res2=9.56941e-07      err2=9.24254e-07      errA=9.03855e-07
iter=250      res2=6.66131e-07      err2=6.49683e-07      errA=6.42171e-07
iter=260      res2=5.53235e-07      err2=5.40984e-07      errA=5.22204e-07
iter=270      res2=5.06895e-07      err2=5.07964e-07      errA=5.05369e-07
iter=280      res2=5.11281e-07      err2=5.32242e-07      errA=5.09189e-07
iter=290      res2=5.19322e-07      err2=5.14844e-07      errA=5.15167e-07
iter=300      res2=5.33076e-07      err2=5.70838e-07      errA=5.28254e-07
iter=310      res2=5.74774e-07      err2=5.70289e-07      errA=5.69928e-07
iter=320      res2=6.25649e-07      err2=5.93538e-07      errA=5.96512e-07
iter=330      res2=6.71367e-07      err2=6.56614e-07      errA=6.61568e-07
iter=340      res2=6.61392e-07      err2=6.35934e-07      errA=6.36013e-07
iter=350      res2=6.59164e-07      err2=6.30578e-07      errA=6.34134e-07
iter=360      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=370      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=380      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=390      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=400      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=410      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=420      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=430      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=440      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=450      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=460      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=470      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=480      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=490      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=500      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=510      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=520      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=530      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=540      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=550      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=560      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=570      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=580      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=590      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=600      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=610      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
iter=620      res2=6.59254e-07      err2=6.30819e-07      errA=6.34208e-07
