Avgstr = 500.8905211289722388
CG Iteration #1, relres 0.9969856716044583
CG Iteration #2, relres 0.9930022977193995
CG Iteration #3, relres 0.9780528323355365
CG Iteration #4, relres 0.9640598912052957
CG Iteration #5, relres 0.9513945591674857
CG Iteration #6, relres 0.9372101611388088
CG Iteration #7, relres 0.9169825007596935
CG Iteration #8, relres 0.8927185045544201
CG Iteration #9, relres 0.8707142323525792
CG Iteration #10, relres 0.8560275784717741
CG Iteration #11, relres 0.8355991759030561
CG Iteration #12, relres 0.8129469796877099
CG Iteration #13, relres 0.7870449493114779
CG Iteration #14, relres 0.7719756338167469
CG Iteration #15, relres 0.7538640136729026
CG Iteration #16, relres 0.7268542925467790
CG Iteration #17, relres 0.6850569988835431
CG Iteration #18, relres 0.6451996893318820
CG Iteration #19, relres 0.6320571939852390
CG Iteration #20, relres 0.6105022416003834
CG Iteration #21, relres 0.5963154029933093
CG Iteration #22, relres 0.5667939558171255
CG Iteration #23, relres 0.5425714023375421
CG Iteration #24, relres 0.5103432631553179
CG Iteration #25, relres 0.4901295028558873
CG Iteration #26, relres 0.4634035357244852
CG Iteration #27, relres 0.4424106018562932
CG Iteration #28, relres 0.4107149573746722
CG Iteration #29, relres 0.3925336581625028
CG Iteration #30, relres 0.3648251063060917
CG Iteration #31, relres 0.3428752465294312
CG Iteration #32, relres 0.3156139321617592
CG Iteration #33, relres 0.2925396963775138
CG Iteration #34, relres 0.2715101669224866
CG Iteration #35, relres 0.2407138568094865
CG Iteration #36, relres 0.2235559020635217
CG Iteration #37, relres 0.2026464093715788
CG Iteration #38, relres 0.1923492473591207
CG Iteration #39, relres 0.1712809716181414
CG Iteration #40, relres 0.1510925270409293
CG Iteration #41, relres 0.1375839461187362
CG Iteration #42, relres 0.1247430088889310
CG Iteration #43, relres 0.1183205752255143
CG Iteration #44, relres 0.1109351216029629
CG Iteration #45, relres 0.0961401209741914
CG Iteration #46, relres 0.0827866519978880
CG Iteration #47, relres 0.0741689946019909
CG Iteration #48, relres 0.0663615906753112
CG Iteration #49, relres 0.0575446230089751
CG Iteration #50, relres 0.0520367408378140
CG Iteration #51, relres 0.0445876956201804
CG Iteration #52, relres 0.0397365913101116
CG Iteration #53, relres 0.0362516163095439
CG Iteration #54, relres 0.0323714359183146
CG Iteration #55, relres 0.0283968751265244
CG Iteration #56, relres 0.0253150371029316
CG Iteration #57, relres 0.0218232018691706
CG Iteration #58, relres 0.0187531666271583
CG Iteration #59, relres 0.0163026805164878
CG Iteration #60, relres 0.0137195063668826
CG Iteration #61, relres 0.0123508079692289
CG Iteration #62, relres 0.0101328434409541
CG Iteration #63, relres 0.0092469036916068
CG Iteration #64, relres 0.0081800720728650
CG Iteration #65, relres 0.0069159952608510
CG Iteration #66, relres 0.0060528638616431
CG Iteration #67, relres 0.0053685430627804
CG Iteration #68, relres 0.0043740255112673
CG Iteration #69, relres 0.0037260808567463
CG Iteration #70, relres 0.0031993984671168
CG Iteration #71, relres 0.0027713202150905
CG Iteration #72, relres 0.0022587815608599
CG Iteration #73, relres 0.0019349553251151
CG Iteration #74, relres 0.0016454708271261
CG Iteration #75, relres 0.0013749511539855
CG Iteration #76, relres 0.0011584160185989
CG Iteration #77, relres 0.0009284238139987
CG Iteration #78, relres 0.0007768142047736
CG Iteration #79, relres 0.0006667989711041
CG Iteration #80, relres 0.0005625527121222
CG Iteration #81, relres 0.0004749095169276
CG Iteration #82, relres 0.0003758057547469
CG Iteration #83, relres 0.0002962179101348
CG Iteration #84, relres 0.0002383197882273
CG Iteration #85, relres 0.0001939137017807
CG Iteration #86, relres 0.0001559537058782
CG Iteration #87, relres 0.0001291588105145
CG Iteration #88, relres 0.0001070207799184
CG Iteration #89, relres 0.0000869540485031
CG Iteration #90, relres 0.0000708524036792
CG Iteration #91, relres 0.0000560227833702
CG Iteration #92, relres 0.0000466024678975
CG Iteration #93, relres 0.0000391044924071
CG Iteration #94, relres 0.0000374101665200
CG Iteration #95, relres 0.0000302355687102
CG Iteration #96, relres 0.0000244643263102
CG Iteration #97, relres 0.0000198604403139
CG Iteration #98, relres 0.0000162549044389
CG Iteration #99, relres 0.0000131073503842
CG Iteration #100, relres 0.0000100355015596
CG Iteration #101, relres 0.0000079991556929
CG Iteration #102, relres 0.0000061321295999
CG Iteration #103, relres 0.0000047359884670
CG Iteration #104, relres 0.0000036195377072
CG Iteration #105, relres 0.0000028367970275
CG Iteration #106, relres 0.0000021772260470
CG Iteration #107, relres 0.0000016758795807
CG Iteration #108, relres 0.0000013151535004
CG Iteration #109, relres 0.0000010015920769
CG Iteration #110, relres 0.0000009927890540
n = 1000 iter = 110 time = 1.918s relres = 0.0000009927890540
