Avgstr = 14.6143727453722878
CG Iteration #1, relres 0.9986538984263951
CG Iteration #2, relres 0.9941984342236955
CG Iteration #3, relres 0.9919661621301576
CG Iteration #4, relres 0.9866341158239189
CG Iteration #5, relres 0.9812358018269760
CG Iteration #6, relres 0.9719866193090559
CG Iteration #7, relres 0.9674666292205460
CG Iteration #8, relres 0.9617815960133078
CG Iteration #9, relres 0.9534275716021671
CG Iteration #10, relres 0.9474076518584292
CG Iteration #11, relres 0.9393775824325082
CG Iteration #12, relres 0.9304812261180248
CG Iteration #13, relres 0.9232813423753191
CG Iteration #14, relres 0.9151947196615210
CG Iteration #15, relres 0.9047666782682521
CG Iteration #16, relres 0.8960521806275460
CG Iteration #17, relres 0.8879108871184878
CG Iteration #18, relres 0.8785709555766629
CG Iteration #19, relres 0.8713205483886802
CG Iteration #20, relres 0.8618771298033484
CG Iteration #21, relres 0.8515007777244987
CG Iteration #22, relres 0.8431204851357595
CG Iteration #23, relres 0.8359266823572545
CG Iteration #24, relres 0.8246336250134408
CG Iteration #25, relres 0.8158986593578106
CG Iteration #26, relres 0.8070465192015156
CG Iteration #27, relres 0.7953043883703639
CG Iteration #28, relres 0.7847520024490253
CG Iteration #29, relres 0.7748821635532017
CG Iteration #30, relres 0.7627104779990284
CG Iteration #31, relres 0.7501641984875963
CG Iteration #32, relres 0.7365094173825651
CG Iteration #33, relres 0.7241034705660266
CG Iteration #34, relres 0.7093831047379668
CG Iteration #35, relres 0.7082864416695093
CG Iteration #36, relres 0.6936481417804443
CG Iteration #37, relres 0.6822583153970935
CG Iteration #38, relres 0.6670597255124237
CG Iteration #39, relres 0.6533238471907972
CG Iteration #40, relres 0.6423870063633340
CG Iteration #41, relres 0.6381137706744429
CG Iteration #42, relres 0.6239260182787310
CG Iteration #43, relres 0.6114186159225843
CG Iteration #44, relres 0.5977145771261643
CG Iteration #45, relres 0.5932732934492101
CG Iteration #46, relres 0.5842340313398514
CG Iteration #47, relres 0.5704949782910271
CG Iteration #48, relres 0.5679854302685056
CG Iteration #49, relres 0.5569406611417772
CG Iteration #50, relres 0.5425041312356002
CG Iteration #51, relres 0.5288287604576904
CG Iteration #52, relres 0.5151462523537169
CG Iteration #53, relres 0.5008340892891905
CG Iteration #54, relres 0.4887642114277218
CG Iteration #55, relres 0.4774452627543338
CG Iteration #56, relres 0.4741962529761272
CG Iteration #57, relres 0.4607352483957842
CG Iteration #58, relres 0.4457794352563407
CG Iteration #59, relres 0.4327224256434419
CG Iteration #60, relres 0.4204499745956239
CG Iteration #61, relres 0.4170412152375961
CG Iteration #62, relres 0.4046855343315970
CG Iteration #63, relres 0.4036263432393223
CG Iteration #64, relres 0.3937218767800735
CG Iteration #65, relres 0.3784894090838984
CG Iteration #66, relres 0.3663390249655588
CG Iteration #67, relres 0.3631920058761899
CG Iteration #68, relres 0.3523391021137566
CG Iteration #69, relres 0.3417441197988615
CG Iteration #70, relres 0.3291915870880621
CG Iteration #71, relres 0.3182531676252255
CG Iteration #72, relres 0.3144725452834267
CG Iteration #73, relres 0.3106103775520735
CG Iteration #74, relres 0.3036566900607735
CG Iteration #75, relres 0.2919258617778440
CG Iteration #76, relres 0.2838204215335717
CG Iteration #77, relres 0.2780188955316551
CG Iteration #78, relres 0.2683509278833862
CG Iteration #79, relres 0.2589217156058577
CG Iteration #80, relres 0.2578085114458652
CG Iteration #81, relres 0.2471942889651531
CG Iteration #82, relres 0.2406001070984763
CG Iteration #83, relres 0.2377554544264331
CG Iteration #84, relres 0.2358993535518021
CG Iteration #85, relres 0.2292917664896623
CG Iteration #86, relres 0.2206333345258471
CG Iteration #87, relres 0.2182818647741768
CG Iteration #88, relres 0.2104824073059353
CG Iteration #89, relres 0.2033632940083063
CG Iteration #90, relres 0.2007090109182417
CG Iteration #91, relres 0.1950932933270800
CG Iteration #92, relres 0.1873075398141325
CG Iteration #93, relres 0.1805975374797046
CG Iteration #94, relres 0.1772626065998655
CG Iteration #95, relres 0.1730216631272211
CG Iteration #96, relres 0.1668739459408680
CG Iteration #97, relres 0.1614056443856925
CG Iteration #98, relres 0.1592626475249105
CG Iteration #99, relres 0.1558706005106575
CG Iteration #100, relres 0.1538821985589290
CG Iteration #101, relres 0.1483578684595965
CG Iteration #102, relres 0.1425282587227635
CG Iteration #103, relres 0.1375653758068353
CG Iteration #104, relres 0.1368211831595840
CG Iteration #105, relres 0.1328011484067791
CG Iteration #106, relres 0.1276450107877488
CG Iteration #107, relres 0.1266994883218003
CG Iteration #108, relres 0.1225468504658445
CG Iteration #109, relres 0.1197590134048657
CG Iteration #110, relres 0.1174320904857958
