Avgstr = 12.0555466850475899
CG Iteration #1, relres 0.9959087788869042
CG Iteration #2, relres 0.9866495792859938
CG Iteration #3, relres 0.9630208745471250
CG Iteration #4, relres 0.9421912257765788
CG Iteration #5, relres 0.9306116516432816
CG Iteration #6, relres 0.9077755333870208
CG Iteration #7, relres 0.8870063495346684
CG Iteration #8, relres 0.8542184218955712
CG Iteration #9, relres 0.8058420052624691
CG Iteration #10, relres 0.7691823072835933
CG Iteration #11, relres 0.7319232554251204
CG Iteration #12, relres 0.6938420665652412
CG Iteration #13, relres 0.6542256067751686
CG Iteration #14, relres 0.6188713033171308
CG Iteration #15, relres 0.5709953290714354
CG Iteration #16, relres 0.5424425095188000
CG Iteration #17, relres 0.5166300550589962
CG Iteration #18, relres 0.4781184334788843
CG Iteration #19, relres 0.4378462747581938
CG Iteration #20, relres 0.4115312864817199
CG Iteration #21, relres 0.3872840745166797
CG Iteration #22, relres 0.3564046242721298
CG Iteration #23, relres 0.3302653399083763
CG Iteration #24, relres 0.2988711252436614
CG Iteration #25, relres 0.2708636994916047
CG Iteration #26, relres 0.2478522453951891
CG Iteration #27, relres 0.2296938708016354
CG Iteration #28, relres 0.2053598205777677
CG Iteration #29, relres 0.1880299254377187
CG Iteration #30, relres 0.1710725414070101
CG Iteration #31, relres 0.1543016305813105
CG Iteration #32, relres 0.1387347508867795
CG Iteration #33, relres 0.1272369155320452
CG Iteration #34, relres 0.1103693948157636
CG Iteration #35, relres 0.0988361994371399
CG Iteration #36, relres 0.0914269361102744
CG Iteration #37, relres 0.0803433108925430
CG Iteration #38, relres 0.0737130692146593
CG Iteration #39, relres 0.0661399972868960
CG Iteration #40, relres 0.0583797213283278
CG Iteration #41, relres 0.0530883501191966
CG Iteration #42, relres 0.0477116950728623
CG Iteration #43, relres 0.0439012510682152
CG Iteration #44, relres 0.0377092766464055
CG Iteration #45, relres 0.0333054099305706
CG Iteration #46, relres 0.0300843570726613
CG Iteration #47, relres 0.0265323628590745
CG Iteration #48, relres 0.0234245295376496
CG Iteration #49, relres 0.0205827019478367
CG Iteration #50, relres 0.0185930032211515
CG Iteration #51, relres 0.0167012389176918
CG Iteration #52, relres 0.0144607039160029
CG Iteration #53, relres 0.0125821580697837
CG Iteration #54, relres 0.0109079399436394
CG Iteration #55, relres 0.0092003973016697
CG Iteration #56, relres 0.0079749865923149
CG Iteration #57, relres 0.0067784694740680
CG Iteration #58, relres 0.0058616597067971
CG Iteration #59, relres 0.0050144675009856
CG Iteration #60, relres 0.0042130515812635
CG Iteration #61, relres 0.0036489210490521
CG Iteration #62, relres 0.0031116282548041
CG Iteration #63, relres 0.0026155373126908
CG Iteration #64, relres 0.0021871415106677
CG Iteration #65, relres 0.0018618959544671
CG Iteration #66, relres 0.0015935340579448
CG Iteration #67, relres 0.0013194376426507
CG Iteration #68, relres 0.0011094876663592
CG Iteration #69, relres 0.0009584633779292
CG Iteration #70, relres 0.0008146232905648
CG Iteration #71, relres 0.0006767736439384
CG Iteration #72, relres 0.0005682439898372
CG Iteration #73, relres 0.0004818398235888
CG Iteration #74, relres 0.0004004185799509
CG Iteration #75, relres 0.0003402905574703
CG Iteration #76, relres 0.0002895593144814
CG Iteration #77, relres 0.0002351316753295
CG Iteration #78, relres 0.0001976589383113
CG Iteration #79, relres 0.0001682882832123
CG Iteration #80, relres 0.0001378740996909
CG Iteration #81, relres 0.0001142668977340
CG Iteration #82, relres 0.0000967524294016
CG Iteration #83, relres 0.0000771924246953
CG Iteration #84, relres 0.0000630017835922
CG Iteration #85, relres 0.0000528867348644
CG Iteration #86, relres 0.0000445254921037
CG Iteration #87, relres 0.0000373870308075
CG Iteration #88, relres 0.0000308363098840
CG Iteration #89, relres 0.0000250613795675
CG Iteration #90, relres 0.0000201760010496
CG Iteration #91, relres 0.0000168406542122
CG Iteration #92, relres 0.0000138797975888
CG Iteration #93, relres 0.0000110874314592
CG Iteration #94, relres 0.0000088546599344
CG Iteration #95, relres 0.0000071095484300
CG Iteration #96, relres 0.0000056037031745
CG Iteration #97, relres 0.0000046697984035
CG Iteration #98, relres 0.0000037896109300
CG Iteration #99, relres 0.0000030976413924
CG Iteration #100, relres 0.0000024594978249
CG Iteration #101, relres 0.0000019986415940
CG Iteration #102, relres 0.0000015938663582
CG Iteration #103, relres 0.0000012894268960
CG Iteration #104, relres 0.0000009988678864
n = 1000 iter = 104 time = 5.793s relres = 0.0000009988678864
