Avgstr = 19.2967566548463196
CG Iteration #1, relres 0.9945241122962667
CG Iteration #2, relres 0.9847526830681996
CG Iteration #3, relres 0.9573086985617462
CG Iteration #4, relres 0.9124021441798341
CG Iteration #5, relres 0.8842329871627496
CG Iteration #6, relres 0.8403154349062891
CG Iteration #7, relres 0.8095225307501164
CG Iteration #8, relres 0.7738178898036228
CG Iteration #9, relres 0.7470801125504929
CG Iteration #10, relres 0.7068802429082521
CG Iteration #11, relres 0.6951734437749366
CG Iteration #12, relres 0.6756840249918818
CG Iteration #13, relres 0.6276719183800765
CG Iteration #14, relres 0.5939755630477336
CG Iteration #15, relres 0.5648296546269167
CG Iteration #16, relres 0.5291826755517930
CG Iteration #17, relres 0.5016917529044750
CG Iteration #18, relres 0.4954936751267304
CG Iteration #19, relres 0.4652305181204788
CG Iteration #20, relres 0.4360628899363106
CG Iteration #21, relres 0.4348160815770291
CG Iteration #22, relres 0.4091777553739466
CG Iteration #23, relres 0.3789220586281289
CG Iteration #24, relres 0.3595798378794202
CG Iteration #25, relres 0.3396941324022528
CG Iteration #26, relres 0.3164706555181372
CG Iteration #27, relres 0.3106284236861679
CG Iteration #28, relres 0.2950360671487668
CG Iteration #29, relres 0.2928830785033223
CG Iteration #30, relres 0.2699789342251449
CG Iteration #31, relres 0.2487461168772699
CG Iteration #32, relres 0.2364009303233496
CG Iteration #33, relres 0.2291072927888621
CG Iteration #34, relres 0.2123514927044875
CG Iteration #35, relres 0.1980155450054743
CG Iteration #36, relres 0.1892393685544640
CG Iteration #37, relres 0.1809622170684630
CG Iteration #38, relres 0.1806826378593207
CG Iteration #39, relres 0.1690431922311218
CG Iteration #40, relres 0.1588912983548613
CG Iteration #41, relres 0.1534824094411945
CG Iteration #42, relres 0.1399258350630153
CG Iteration #43, relres 0.1313982932821005
CG Iteration #44, relres 0.1267689738073194
CG Iteration #45, relres 0.1171488037297576
CG Iteration #46, relres 0.1169178565360450
CG Iteration #47, relres 0.1089869146117059
CG Iteration #48, relres 0.1079922494702525
CG Iteration #49, relres 0.1058005191992364
CG Iteration #50, relres 0.0987320907526524
CG Iteration #51, relres 0.0915171033063257
CG Iteration #52, relres 0.0812889959334254
CG Iteration #53, relres 0.0763981435281204
CG Iteration #54, relres 0.0755924965256652
CG Iteration #55, relres 0.0691637624888826
CG Iteration #56, relres 0.0635347509044399
CG Iteration #57, relres 0.0600036994460851
CG Iteration #58, relres 0.0536235203749083
CG Iteration #59, relres 0.0517318197964061
CG Iteration #60, relres 0.0487435990870424
CG Iteration #61, relres 0.0478509325068158
CG Iteration #62, relres 0.0460964366106944
CG Iteration #63, relres 0.0427282717073997
CG Iteration #64, relres 0.0392527883794536
CG Iteration #65, relres 0.0378127121744329
CG Iteration #66, relres 0.0370574613276620
CG Iteration #67, relres 0.0342761809723674
CG Iteration #68, relres 0.0335053772283915
CG Iteration #69, relres 0.0311073611877467
CG Iteration #70, relres 0.0296932970633547
CG Iteration #71, relres 0.0290447576682964
CG Iteration #72, relres 0.0277656542840592
CG Iteration #73, relres 0.0269022214958176
CG Iteration #74, relres 0.0253414577669803
CG Iteration #75, relres 0.0244354460951997
CG Iteration #76, relres 0.0226130337538555
CG Iteration #77, relres 0.0215904242430308
CG Iteration #78, relres 0.0193950464767859
CG Iteration #79, relres 0.0193690997539541
CG Iteration #80, relres 0.0174181949959340
CG Iteration #81, relres 0.0169013721635981
CG Iteration #82, relres 0.0152123507077096
CG Iteration #83, relres 0.0141608437804609
CG Iteration #84, relres 0.0136881216847164
CG Iteration #85, relres 0.0131301911134026
CG Iteration #86, relres 0.0120208599275947
CG Iteration #87, relres 0.0119564860245873
CG Iteration #88, relres 0.0118628720819874
CG Iteration #89, relres 0.0113581337450430
CG Iteration #90, relres 0.0106640661473752
CG Iteration #91, relres 0.0096237079748630
CG Iteration #92, relres 0.0092708294963197
CG Iteration #93, relres 0.0083689959309077
CG Iteration #94, relres 0.0075656921778923
CG Iteration #95, relres 0.0075296172731513
CG Iteration #96, relres 0.0073596155776730
CG Iteration #97, relres 0.0070700237684076
CG Iteration #98, relres 0.0064220259419608
CG Iteration #99, relres 0.0062102380143813
CG Iteration #100, relres 0.0057524015406600
CG Iteration #101, relres 0.0056172713893973
CG Iteration #102, relres 0.0054775401206008
CG Iteration #103, relres 0.0052550368908504
CG Iteration #104, relres 0.0049534047173828
CG Iteration #105, relres 0.0048373897808996
CG Iteration #106, relres 0.0047294035501810
CG Iteration #107, relres 0.0043599926365576
CG Iteration #108, relres 0.0041413075506712
CG Iteration #109, relres 0.0037237117325436
CG Iteration #110, relres 0.0033876326140840
CG Iteration #111, relres 0.0030499520561614
CG Iteration #112, relres 0.0029509494206974
CG Iteration #113, relres 0.0028424838339090
CG Iteration #114, relres 0.0028287984405968
CG Iteration #115, relres 0.0027845166646145
CG Iteration #116, relres 0.0026153394888459
CG Iteration #117, relres 0.0024794927274801
CG Iteration #118, relres 0.0022327834422278
CG Iteration #119, relres 0.0020147918886260
CG Iteration #120, relres 0.0019611611933463
CG Iteration #121, relres 0.0019417427343250
CG Iteration #122, relres 0.0019139643042087
CG Iteration #123, relres 0.0017976052331898
CG Iteration #124, relres 0.0017596381196326
CG Iteration #125, relres 0.0016548235537317
CG Iteration #126, relres 0.0015691237191365
CG Iteration #127, relres 0.0015188532196414
CG Iteration #128, relres 0.0015063724581610
CG Iteration #129, relres 0.0013696689959592
CG Iteration #130, relres 0.0012963177908803
CG Iteration #131, relres 0.0012924947100478
CG Iteration #132, relres 0.0012558544769961
CG Iteration #133, relres 0.0011702636048415
CG Iteration #134, relres 0.0010399389606271
