A-norm,2-norm
0.99598087817478775,0.99880125272864639
0.98472833199000664,0.99319386342955363
0.96661864862620284,0.98277947934394339
0.93472928516619114,0.96073048704672337
0.90192885294032499,0.9369580406947382
0.86446145790445883,0.90612165253080679
0.82138650638669142,0.86663663136837188
0.77216306064470108,0.81890498527340461
0.72639759996791609,0.77122851469908982
0.67524621748157765,0.71344063050578543
0.62238502597907464,0.65377905363624256
0.56077347409599188,0.58097842111900788
0.49781500788294797,0.5080489931547516
0.44927981768164993,0.45319839191237338
0.39602540809359343,0.3930159668287066
0.35318784082417171,0.34580172823557415
0.31746971360947152,0.30793757174794262
0.28248248902272105,0.2705655612869125
0.25103986755720603,0.23801255328012033
0.21932511868956311,0.20547004099876376
0.20596737543161511,0.19237051579206899
0.20358383804941776,0.1898708496445482
0.17562137600742295,0.1622408327157914
0.15889314675287552,0.14588147858019845
0.14295375179879657,0.13027913056715743
0.12669120832350914,0.11523118714218836
0.11138815431004034,0.10099979906537532
0.10467420777409923,0.09453221084901435
0.099436569454078791,0.089482168303385165
0.087924298421087885,0.078798079244005698
0.079750037746136399,0.071165409784872374
0.068881531650704944,0.061173801328073367
0.058570361276920266,0.051491181753164396
0.048972909604017144,0.042364457160158103
0.040773963298749258,0.034964493177845821
0.035232833471361337,0.029902957249841128
0.033885553506504254,0.028743816195541193
0.029049562184438073,0.024397540160127164
0.024703390547267563,0.020472200946449647
0.024093582606521977,0.019971860467134853
0.01967304769406205,0.016068744465686513
0.016147176215400627,0.013032576606792438
0.013055107917102149,0.010529987329775276
0.011172770461997146,0.0090239085982625096
0.0090918608904110437,0.0073069308845321
0.008792262582701816,0.007039621016935906
0.0073110595032559594,0.0058335016624503503
0.0060726722576465468,0.0048088906623896307
0.0059755635945641476,0.0047301511373479691
0.0048704757527039339,0.0037914342628602585
0.003987051041576338,0.0030572497424864033
0.0034979973037457743,0.0026389995744921001
0.0031908356384058737,0.002399925507259211
0.0026594772343633655,0.0019618142798264676
0.002587170788736267,0.0018974084919750444
0.0020626665730624077,0.0014791349329768477
0.0017681913226996293,0.001251484501605725
0.0016643597171364926,0.0011743626940830044
0.0013508578422482544,0.0009335492974443068
0.0010597953789260781,0.00072047071631622158
0.00087707521296127953,0.0005937417519846557
0.00085384286906177594,0.00057679492295889133
0.00068078512378269801,0.00045768039788185092
0.00063894052681819134,0.0004276924733332628
0.00053511875595684683,0.00035765364104210708
0.00042289559874254996,0.00028240795435281643
0.00034675091463701901,0.00023275519013410157
0.00034090975420134187,0.00022887516383827833
0.00028905068299361713,0.00019466277555940434
0.00026837220224685605,0.0001816401709480093
0.00025613385268409106,0.00017290436825029664
0.00020929476181177786,0.00014198130040300576
0.00019600953504009385,0.00013303078107408783
0.00016508821538364771,0.000112375682640457
0.00013836544475080692,9.421025385123667e-05
0.00012935497907334172,8.7950549305285946e-05
0.00010526299592417194,7.1916197421790606e-05
9.1411318089186294e-05,6.2450560943498099e-05
8.317140817028378e-05,5.7326167389607742e-05
7.5178334690946023e-05,5.1538876846928582e-05
6.4980054312465446e-05,4.4787225260879126e-05
6.0384484440369753e-05,4.1512171794266697e-05
5.1165976768801511e-05,3.5159126969073798e-05
4.6714545706682012e-05,3.1924164180683664e-05
3.8776786647726792e-05,2.6468965264269293e-05
3.2327836867177137e-05,2.2072573823399277e-05
3.1709336022736299e-05,2.1661462027327701e-05
2.9040074092208172e-05,1.9823966906551715e-05
2.6987156153608772e-05,1.8353499675437825e-05
2.3893275550314868e-05,1.62822134792505e-05
2.2916020432158375e-05,1.569698556770934e-05
1.7999083041619488e-05,1.2405558167861126e-05
1.6662420090829609e-05,1.1568540381832204e-05
1.3365837684188906e-05,9.3690278125527992e-06
1.2716600987037056e-05,8.9051081406225997e-06
1.0668923080353188e-05,7.5551491010347902e-06
8.5287314929082367e-06,6.0723474852420673e-06
7.2543221771976827e-06,5.1586905515011678e-06
6.3455230149135143e-06,4.5166835280673042e-06
5.3745799399694795e-06,3.8075009919072844e-06
4.8439223052628828e-06,3.4127978081986172e-06
4.7789508114275533e-06,3.363273956591866e-06
4.1944088989825098e-06,2.9455534908822698e-06
3.8209795702759529e-06,2.6883002500418329e-06
3.0147978599170253e-06,2.1345489741379444e-06
2.3757417781955351e-06,1.6846015998404025e-06
1.80770232934836e-06,1.2904319894191312e-06
1.7634050228833551e-06,1.2554014235332575e-06
1.4013071543091591e-06,1.0052748576844607e-06
1.3506565063006523e-06,9.6893366454210668e-07
1.1263961689175419e-06,8.0772394207302519e-07
1.058993997248059e-06,7.627254082663499e-07
9.5399966243285558e-07,6.8709182148376861e-07
9.1869558750846665e-07,6.6199734364428065e-07
7.6760138702279791e-07,5.5201575177351846e-07
5.9235171631778856e-07,4.2599713888499434e-07
5.890824915160577e-07,4.2352648367895465e-07
4.6033011289166346e-07,3.2978646051307995e-07
3.6047235997164953e-07,2.5615656701104428e-07
2.8451610128995155e-07,2.0212142575186508e-07
2.6276628411193279e-07,1.8614557236063877e-07
2.0904919524231937e-07,1.4821121251274258e-07
1.8014645884476313e-07,1.2717703289082896e-07
1.4423845861347364e-07,1.0271885510572657e-07
1.2427353595487099e-07,8.8016012658354839e-08
1.1240437330631525e-07,8.026821857501517e-08
1.0823325652016344e-07,7.7091614401580559e-08
9.7227471135904573e-08,6.8712487101288206e-08
8.0249366543810118e-08,5.7167843343615822e-08
7.9657256468220396e-08,5.6748067211703548e-08
7.1457377735482408e-08,5.1105509466960694e-08
5.7713062074491878e-08,4.1428304007814153e-08
5.4435516865996708e-08,3.9254824485553292e-08
4.1897839986814362e-08,3.0232941293492801e-08
3.9942866310162845e-08,2.8787822946047908e-08
3.5832966641593672e-08,2.5570855481500933e-08
3.0425263789976038e-08,2.1774742844377898e-08
2.7990108579257833e-08,1.9874382619186738e-08
2.2517366702477299e-08,1.6069909180295071e-08
1.8601000108870305e-08,1.3110086606679885e-08
1.7415523979982731e-08,1.2283272814049038e-08
1.6027418166610391e-08,1.1297457849926902e-08
1.4936957513340605e-08,1.0478871258340375e-08
1.4445443982437287e-08,1.0131050169455612e-08
1.279719032605362e-08,8.9424464171170568e-09
1.1249225602833055e-08,7.8955080912134414e-09
1.108343717845184e-08,7.7883856512443556e-09
8.1409687769812277e-09,5.7002048967589365e-09
7.2394405697952768e-09,5.0507940762220114e-09
5.7207093887717193e-09,4.0370340334490566e-09
4.4664887484003737e-09,3.1851190014141293e-09
4.2147745932770732e-09,3.0120589553318186e-09
3.8792250009029314e-09,2.7669417589350061e-09
3.1354439915596146e-09,2.2693746501266635e-09
2.5083068287811156e-09,1.8085617258816477e-09
2.1820274700027978e-09,1.5794957500219092e-09
2.1680545941822444e-09,1.5693823950226782e-09
1.6632193733345409e-09,1.2108113077307337e-09
1.4361679542492818e-09,1.0386039835180918e-09
1.3299702618790252e-09,9.6104810620709354e-10
1.1633205000258459e-09,8.5007277177214975e-10
1.1194731189156836e-09,8.1588515784426394e-10
8.8313828020987082e-10,6.4878228927379526e-10
8.5282309108675679e-10,6.2684444552969568e-10
6.9455109161413858e-10,5.0741112936022975e-10
6.1062207900371262e-10,4.4994558469931164e-10
4.5738787549448294e-10,3.3926826954266896e-10
