iter=10      res2=0.954469      err2=0.845764      errA=0.898177
iter=20      res2=0.848512      err2=0.690082      errA=0.757842
iter=30      res2=0.68718      err2=0.60997      errA=0.616225
iter=40      res2=0.50688      err2=0.503407      errA=0.470439
iter=50      res2=0.351309      err2=0.397396      errA=0.340427
iter=60      res2=0.241473      err2=0.291212      errA=0.242202
iter=70      res2=0.157352      err2=0.197586      errA=0.163355
iter=80      res2=0.104507      err2=0.135751      errA=0.110376
iter=90      res2=0.0748789      err2=0.0987931      errA=0.0807491
iter=100      res2=0.0480366      err2=0.0674991      errA=0.0538238
iter=110      res2=0.0303698      err2=0.0431678      errA=0.0347363
iter=120      res2=0.0225238      err2=0.0331042      errA=0.0262347
iter=130      res2=0.0137435      err2=0.0203814      errA=0.0164647
iter=140      res2=0.00942863      err2=0.014666      errA=0.0116275
iter=150      res2=0.00630259      err2=0.0101422      errA=0.00791342
iter=160      res2=0.00416448      err2=0.00663378      errA=0.00532293
iter=170      res2=0.00275089      err2=0.0045751      errA=0.00360615
iter=180      res2=0.00186494      err2=0.00312421      errA=0.00249022
iter=190      res2=0.00130575      err2=0.00228003      errA=0.00176485
iter=200      res2=0.000950629      err2=0.00166084      errA=0.00129462
iter=210      res2=0.00061099      err2=0.00105673      errA=0.000830195
iter=220      res2=0.000445237      err2=0.000770113      errA=0.000602409
iter=230      res2=0.000293977      err2=0.000505601      errA=0.000394821
iter=240      res2=0.00021551      err2=0.000358161      errA=0.000286668
iter=250      res2=0.000150854      err2=0.000247456      errA=0.00019956
iter=260      res2=0.000104885      err2=0.000172616      errA=0.000139127
iter=270      res2=6.93094e-05      err2=0.000119271      errA=9.29853e-05
iter=280      res2=4.52299e-05      err2=7.72866e-05      errA=5.96848e-05
iter=290      res2=3.34332e-05      err2=5.56333e-05      errA=4.34961e-05
iter=300      res2=2.38804e-05      err2=3.90351e-05      errA=3.07151e-05
iter=310      res2=1.52771e-05      err2=2.40515e-05      errA=1.92428e-05
iter=320      res2=1.09071e-05      err2=1.68476e-05      errA=1.36669e-05
iter=330      res2=7.14552e-06      err2=1.11602e-05      errA=8.91316e-06
iter=340      res2=5.62359e-06      err2=8.85278e-06      errA=7.03514e-06
iter=350      res2=3.822e-06      err2=6.17207e-06      errA=4.82382e-06
iter=360      res2=2.45728e-06      err2=3.79368e-06      errA=3.05453e-06
iter=370      res2=1.82269e-06      err2=2.8729e-06      errA=2.27216e-06
iter=380      res2=1.32828e-06      err2=2.0361e-06      errA=1.64842e-06
iter=390      res2=9.47604e-07      err2=1.45739e-06      errA=1.16653e-06
iter=400      res2=6.84946e-07      err2=1.04866e-06      errA=8.3613e-07
iter=410      res2=4.74651e-07      err2=7.222e-07      errA=5.81235e-07
iter=420      res2=3.30225e-07      err2=5.1305e-07      errA=4.06747e-07
iter=430      res2=2.43918e-07      err2=3.74091e-07      errA=3.00892e-07
iter=440      res2=1.59664e-07      err2=2.54099e-07      errA=2.01292e-07
iter=450      res2=1.26118e-07      err2=2.0518e-07      errA=1.60431e-07
iter=460      res2=9.02615e-08      err2=1.48434e-07      errA=1.15702e-07
iter=470      res2=6.67255e-08      err2=1.07344e-07      errA=8.57307e-08
iter=480      res2=4.57259e-08      err2=7.37503e-08      errA=5.93852e-08
iter=490      res2=3.44855e-08      err2=5.88497e-08      errA=4.56674e-08
iter=500      res2=2.39165e-08      err2=4.09322e-08      errA=3.1812e-08
iter=510      res2=1.7565e-08      err2=2.98741e-08      errA=2.34088e-08
iter=520      res2=1.36889e-08      err2=2.29464e-08      errA=1.81936e-08
iter=530      res2=1.00286e-08      err2=1.67662e-08      errA=1.33044e-08
iter=540      res2=7.14674e-09      err2=1.20673e-08      errA=9.4202e-09
iter=550      res2=5.48483e-09      err2=9.28176e-09      errA=7.19596e-09
iter=560      res2=4.27954e-09      err2=6.87747e-09      errA=5.51168e-09
iter=570      res2=3.23639e-09      err2=5.20406e-09      errA=4.15253e-09
iter=580      res2=2.58805e-09      err2=4.14788e-09      errA=3.28313e-09
iter=590      res2=2.06838e-09      err2=3.20907e-09      errA=2.5926e-09
iter=600      res2=1.44266e-09      err2=2.22047e-09      errA=1.79635e-09
iter=610      res2=1.13943e-09      err2=1.76051e-09      errA=1.41448e-09
iter=620      res2=9.80177e-10      err2=1.50967e-09      errA=1.2078e-09
