iter=10      res2=0.962987      err2=0.862149      errA=0.910495
iter=20      res2=0.907327      err2=0.750202      errA=0.822598
iter=30      res2=0.833539      err2=0.680311      errA=0.742948
iter=40      res2=0.702208      err2=0.620051      errA=0.628915
iter=50      res2=0.565815      err2=0.545498      errA=0.51803
iter=60      res2=0.44996      err2=0.465159      errA=0.42321
iter=70      res2=0.366637      err2=0.409305      errA=0.353686
iter=80      res2=0.285782      err2=0.336295      errA=0.283818
iter=90      res2=0.233307      err2=0.279648      errA=0.233769
iter=100      res2=0.182765      err2=0.224723      errA=0.18786
iter=110      res2=0.144569      err2=0.183294      errA=0.150618
iter=120      res2=0.114119      err2=0.146791      errA=0.120039
iter=130      res2=0.0936223      err2=0.122356      errA=0.0996113
iter=140      res2=0.0732943      err2=0.0973466      errA=0.079131
iter=150      res2=0.0593105      err2=0.0823493      errA=0.0654635
iter=160      res2=0.0454574      err2=0.0649387      errA=0.0512251
iter=170      res2=0.0369034      err2=0.052987      errA=0.0420022
iter=180      res2=0.0300099      err2=0.0429944      errA=0.0344509
iter=190      res2=0.0242919      err2=0.0353026      errA=0.0280692
iter=200      res2=0.0190321      err2=0.0275815      errA=0.0222814
iter=210      res2=0.0148439      err2=0.0221406      errA=0.0176757
iter=220      res2=0.0119404      err2=0.0179278      errA=0.0144544
iter=230      res2=0.00944321      err2=0.0145811      errA=0.0116143
iter=240      res2=0.00758406      err2=0.0118975      errA=0.00944162
iter=250      res2=0.00616211      err2=0.00985012      errA=0.00773536
iter=260      res2=0.00472143      err2=0.00753884      errA=0.00601632
iter=270      res2=0.00386347      err2=0.00606086      errA=0.00493954
iter=280      res2=0.00321084      err2=0.00513922      errA=0.00414041
iter=290      res2=0.00261599      err2=0.00433918      errA=0.00343744
iter=300      res2=0.00205925      err2=0.00340765      errA=0.00272952
iter=310      res2=0.00164669      err2=0.00277786      errA=0.00220333
iter=320      res2=0.00136795      err2=0.00235904      errA=0.0018476
iter=330      res2=0.00107998      err2=0.00188469      errA=0.00146608
iter=340      res2=0.000875289      err2=0.00152282      errA=0.00119222
iter=350      res2=0.000745611      err2=0.00128203      errA=0.00100982
iter=360      res2=0.000581342      err2=0.00101048      errA=0.000790577
iter=370      res2=0.00047571      err2=0.000819548      errA=0.000644779
iter=380      res2=0.000385369      err2=0.000650707      errA=0.000519395
iter=390      res2=0.000317903      err2=0.000541871      errA=0.000428469
iter=400      res2=0.000258      err2=0.000438672      errA=0.00034519
iter=410      res2=0.000211127      err2=0.000352605      errA=0.000281577
iter=420      res2=0.000175759      err2=0.000285581      errA=0.00023234
iter=430      res2=0.000140753      err2=0.000229821      errA=0.000186079
iter=440      res2=0.000116481      err2=0.000190041      errA=0.000153974
iter=450      res2=9.45692e-05      err2=0.000156183      errA=0.000125706
iter=460      res2=7.83903e-05      err2=0.000131772      errA=0.000104681
iter=470      res2=6.01002e-05      err2=0.000104666      errA=8.05634e-05
iter=480      res2=4.9818e-05      err2=8.54203e-05      errA=6.6262e-05
iter=490      res2=4.07666e-05      err2=6.81034e-05      errA=5.31648e-05
iter=500      res2=3.40423e-05      err2=5.63747e-05      errA=4.42045e-05
iter=510      res2=2.86111e-05      err2=4.7325e-05      errA=3.70306e-05
iter=520      res2=2.25787e-05      err2=3.66315e-05      errA=2.89333e-05
iter=530      res2=1.866e-05      err2=2.94271e-05      errA=2.35862e-05
iter=540      res2=1.59075e-05      err2=2.48461e-05      errA=1.99393e-05
iter=550      res2=1.31253e-05      err2=2.04353e-05      errA=1.63757e-05
iter=560      res2=1.07346e-05      err2=1.63777e-05      errA=1.33851e-05
iter=570      res2=9.0878e-06      err2=1.39709e-05      errA=1.13267e-05
iter=580      res2=7.19454e-06      err2=1.0903e-05      errA=8.8327e-06
iter=590      res2=5.91265e-06      err2=9.06247e-06      errA=7.28065e-06
iter=600      res2=4.96106e-06      err2=7.73162e-06      errA=6.17739e-06
iter=610      res2=4.01148e-06      err2=6.29369e-06      errA=4.99323e-06
iter=620      res2=3.23635e-06      err2=5.05815e-06      errA=4.02339e-06
iter=630      res2=2.68424e-06      err2=4.12297e-06      errA=3.31584e-06
iter=640      res2=2.34789e-06      err2=3.49894e-06      errA=2.8405e-06
iter=650      res2=2.09473e-06      err2=3.1848e-06      errA=2.50562e-06
iter=660      res2=1.89861e-06      err2=2.7172e-06      errA=2.20615e-06
iter=670      res2=1.67081e-06      err2=2.33345e-06      errA=1.93607e-06
iter=680      res2=1.54389e-06      err2=2.21774e-06      errA=1.75064e-06
iter=690      res2=1.46981e-06      err2=1.98418e-06      errA=1.61546e-06
iter=700      res2=1.40015e-06      err2=2.10825e-06      errA=1.5254e-06
iter=710      res2=1.39037e-06      err2=1.77894e-06      errA=1.45678e-06
iter=720      res2=1.38963e-06      err2=1.6209e-06      errA=1.42604e-06
iter=730      res2=1.37112e-06      err2=1.6003e-06      errA=1.40177e-06
iter=740      res2=1.43206e-06      err2=1.56184e-06      errA=1.40535e-06
iter=750      res2=1.50313e-06      err2=1.60601e-06      errA=1.40665e-06
