A-norm,2-norm
0.99598087817478775,0.99880125272864639
0.98472833199000664,0.99319386342955363
0.96661864862620284,0.98277947934394339
0.93472928516619114,0.96073048704672337
0.90192885294032499,0.9369580406947382
0.86446145790445883,0.90612165253080679
0.82138650638669142,0.86663663136837188
0.77216306064470108,0.81890498527340461
0.72639759996791609,0.77122851469908982
0.67524621748157765,0.71344063050578543
0.62238502597907464,0.65377905363624256
0.56077347409599188,0.58097842111900788
0.49781500788294797,0.50804899315475172
0.44927981768164993,0.45319839191237254
0.39602540809359343,0.39301596682872636
0.35318784082417171,0.34580172823527761
0.31746971360947113,0.30793757173653497
0.28248248902202761,0.27056556248010072
0.25103986679745544,0.23801250946404767
0.21932308450165766,0.20547261480508966
0.20524932048775937,0.1916177010776543
0.17653461537239851,0.16313368934465167
0.15978987705337236,0.14675891784502609
0.14400155650545532,0.13127679928654434
0.12724579847566955,0.11574600199326901
0.11190872044140286,0.10149871558394977
0.10137943667643601,0.091338892636561933
0.089765967998131815,0.080516838656363651
0.080783662954093158,0.072132490787945841
0.069592989573319691,0.061837038892254899
0.059092478019678304,0.0519865068594004
0.049634625477808419,0.042980489309714945
0.041179958884366714,0.035327423376357213
0.034778219902325068,0.029547638674961053
0.02976892826835625,0.025045611973663645
0.024736495478173009,0.020543801429171126
0.020150175867904848,0.016483694222967762
0.016627617714885818,0.013436589855253589
0.013414773600022847,0.010815321648870823
0.011418734191351393,0.0092271485150637132
0.0092439918427257815,0.0074274914774716955
0.0076432863419133674,0.0061071570523194493
0.0062283508099619965,0.0049430279876060161
0.00512144901263876,0.0040023935422372238
0.004157328128475149,0.0031983281716882598
0.0034067658139710954,0.0025761907835195178
0.0028488198721487992,0.0021191102285514963
0.0022247036385120589,0.0016050455397276216
0.0018373758289649184,0.0013087531804273865
0.0014847664149581386,0.0010353291560164532
0.0011832755181471982,0.00080832801873063128
0.00095821024096882348,0.00065054008962847783
0.00075160901772926639,0.00050646018524525438
0.00061145969688503174,0.00040946729925881554
0.0004905644590317529,0.00032752325266877254
0.00039185641077072505,0.00026232725285936205
0.00031156226667926784,0.00021014530287294061
0.00024939428985242901,0.00016885338612968205
0.00020235402697234056,0.00013732411900130496
0.00016559761570631549,0.00011285541912921177
0.00013283447546880739,9.0297391400845931e-05
0.0001042537015810698,7.1450904796677118e-05
8.4907076163480245e-05,5.8356409156894599e-05
6.8196588019517053e-05,4.7091052476975693e-05
5.5655995005445063e-05,3.8275970666181718e-05
4.3061509076564737e-05,2.9505065647184808e-05
3.3727344999310523e-05,2.305744402145974e-05
2.6783205316887929e-05,1.8301268302537017e-05
2.106528205316008e-05,1.4480610441355744e-05
1.6452393414874741e-05,1.1393499292297029e-05
1.3427886489769918e-05,9.4125531459709175e-06
1.0837819609314533e-05,7.6790414264740952e-06
8.5073336056515315e-06,6.0647495643268255e-06
6.7372765691561453e-06,4.8019523503030219e-06
5.1987365913545936e-06,3.6829771285022729e-06
3.9231270039806918e-06,2.7651505871216215e-06
3.0173654315646412e-06,2.1346981342698802e-06
2.3576557151472502e-06,1.6746486906618362e-06
1.8047675350600448e-06,1.2868817887990118e-06
1.4081962011333482e-06,1.0122836691194983e-06
1.1254925044900935e-06,8.1161673654528247e-07
8.7761447712136116e-07,6.3115301657708865e-07
6.5495543092887812e-07,4.7263048724394801e-07
4.9662783102948796e-07,3.5538789649698398e-07
3.7460952222120165e-07,2.6723274894364961e-07
2.8191011844638305e-07,2.0028441125209268e-07
2.059117418585282e-07,1.4585404518480158e-07
1.5457022921866963e-07,1.1011520119174964e-07
1.1894623575726183e-07,8.4774696254140614e-08
8.7659156496593726e-08,6.2646559727057341e-08
6.6254646498849526e-08,4.7672139202519661e-08
4.9468502296218332e-08,3.5756215343389279e-08
3.7207733244800776e-08,2.6753812008604219e-08
2.8313356077738574e-08,2.0247085272369664e-08
2.1612104661285122e-08,1.5374740507830253e-08
1.5958442964265237e-08,1.129554379329038e-08
1.20434699842318e-08,8.4348700646575841e-09
8.6275746612135371e-09,6.0438207161619628e-09
6.4348246616919975e-09,4.5281848503291396e-09
4.7857015998368087e-09,3.413403015648018e-09
3.5822786813482292e-09,2.5850641777055633e-09
2.7136566017580666e-09,1.9664230876726374e-09
2.0050834024711844e-09,1.453676190940369e-09
1.4820413600503495e-09,1.0795828084276904e-09
1.1001216409642517e-09,8.0775020675382557e-10
8.1098701237670934e-10,5.9569856210909448e-10
5.8718268684829558e-10,4.3407510461388018e-10
4.1921956052630915e-10,3.1316901389984055e-10
3.0279723109048031e-10,2.2849790584660763e-10
2.2505290435001704e-10,1.7273163174551653e-10
1.6165717350025459e-10,1.2530783698344157e-10
1.1652678102072269e-10,9.1644162479892857e-11
8.4606895933065227e-11,6.6706525143865681e-11
6.3235961994272474e-11,4.9449760624456983e-11
4.4539443714538463e-11,3.472385841953424e-11
3.259966862870113e-11,2.5293962247928454e-11
2.3333355354327885e-11,1.8067125006167097e-11
1.6609292623859821e-11,1.2925252798964303e-11
1.2301649775645793e-11,9.4814374850671639e-12
8.9514780566058941e-12,6.8984571247169173e-12
6.553727939503836e-12,5.0757460737008985e-12
4.694266688145726e-12,3.6063887482373226e-12
3.2936800493959491e-12,2.5376366707302615e-12
2.4017736956538669e-12,1.8563764272920712e-12
1.6879975356785173e-12,1.2824249195563546e-12
1.1993022977255042e-12,8.9914175878649366e-13
8.3145940375203555e-13,6.0591199355345911e-13
5.9937724970218291e-13,4.3164079776437912e-13
4.2217780908735806e-13,3.047038572075844e-13
2.9824506470745682e-13,2.1406857102055017e-13
2.134614981477302e-13,1.5364584614569972e-13
1.5727866591737023e-13,1.1357243559871006e-13
1.1060382986759311e-13,8.00409889221134e-14
8.1117780239649046e-14,5.9280182278409669e-14
5.7214043975781472e-14,4.1799172999353203e-14
4.0425107155183495e-14,2.9760823387781738e-14
2.9480803617628092e-14,2.1565010432050805e-14
2.0736279485585734e-14,1.5176473123932811e-14
1.4563300243630072e-14,1.0722914930246413e-14
1.0322764113184593e-14,7.6237439465248133e-15
7.3356774020819071e-15,5.4908741042634627e-15
5.1962433638336908e-15,3.9155674406327086e-15
5.1719576623658847e-15,3.8995509879011281e-15
3.6571958505046662e-15,2.7898876770867786e-15
2.668177006040164e-15,2.0293645869668348e-15
1.9021858787187252e-15,1.4463436023355021e-15
1.3437346242050588e-15,1.0064692618058853e-15
9.5470177167286217e-16,7.0850177215200639e-16
6.7440696174527192e-16,4.9702475643688358e-16
4.5922246508832495e-16,3.3250782146660794e-16
3.3241834352167746e-16,2.3859084816649117e-16
2.3283654598967771e-16,1.6511861549621901e-16
1.5696641731400311e-16,1.1031547005920287e-16
1.0481535453752987e-16,7.2255194205212165e-17
7.1660132367484708e-17,4.8662874344459717e-17
4.7858076515600356e-17,3.2181990408612685e-17
3.4612672340249568e-17,2.2914958276808938e-17
2.4098324618597098e-17,1.5753656435880313e-17
1.6244685336199401e-17,1.0465603007267111e-17
1.027166148362542e-17,6.7414475082955235e-18
6.9398930927497092e-18,4.6250924748093732e-18
4.7046112917115657e-18,3.161988749035567e-18
3.1634403347118287e-18,2.1295547846498324e-18
2.6167159715144461e-18,1.7395186631932691e-18
2.1167147312839709e-18,1.4315705005448407e-18
