,,,,||xbar||_A,1870.562683,,,,,,,,,,
Julia_default,Julia_64,Julia_128,Julia_1024,Matlab_default,Matlab_1024,,Matlab_default_absolute^2,Matlab_1024_absolute^2,,Julia_default,Julia_64,Julia_128,Julia_1024,Matlab_default,Matlab_1024
5.62E-07,1.07E-12,1893.885759,1.19E+138,3.49986E-11,0,,4.29E-15,,,,,,,,
6.27E-07,1.07E-12,2869.538868,7.69E+137,3.49975E-11,0,,4.29E-15,,,,,,,,
5.35E-07,1.07E-12,3562.252642,3.45E+137,3.4997E-11,0,,4.29E-15,,,,,,,,
1.02E-07,1.07E-12,1349.456526,6.40E+137,3.49966E-11,0,,4.29E-15,,,,,,,,
2.84E-07,1.07E-12,2929.926576,1.07E+138,3.49962E-11,0,,4.29E-15,,,,,,,,
1.62E-07,1.07E-12,3038.888075,8.20E+137,3.49958E-11,0,,4.29E-15,,,,,,,,
4.77E-07,1.07E-12,2100.289358,4.89E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
5.08E-08,1.07E-12,2306.112745,1.60E+138,3.49945E-11,0,,4.28E-15,,,,,,,,
3.90E-07,1.07E-12,979.7585719,1.05E+138,3.4994E-11,0,,4.28E-15,,,,,,,,
2.72E-07,1.07E-12,4511.947499,1.09E+138,3.49938E-11,0,,4.28E-15,,,,,,,,
2.57E-07,1.07E-12,1835.453145,4.21E+137,3.49938E-11,0,,4.28E-15,,,,,,,,
9.04E-08,1.07E-12,3679.274961,3.13E+137,3.4994E-11,0,,4.28E-15,,,,,,,,
3.49E-07,1.07E-12,862.4798742,3.60E+137,3.49942E-11,0,,4.28E-15,,,,,,,,
7.92E-07,1.07E-12,1864.607189,1.57E+138,3.49946E-11,0,,4.28E-15,,,,,,,,
1.94E-07,1.07E-12,5217.299695,9.97E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
9.86E-08,1.07E-12,2705.924757,1.39E+138,3.4996E-11,0,,4.29E-15,,,,,,,,
1.92E-07,1.07E-12,2568.064845,9.57E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
6.28E-07,1.07E-12,1353.219606,1.59E+138,3.49944E-11,0,,4.28E-15,,,,,,,,
5.59E-07,1.07E-12,3161.34758,1.45E+138,3.49939E-11,0,,4.28E-15,,,,,,,,
4.62E-07,1.07E-12,1616.467461,1.29E+138,3.49936E-11,0,,4.28E-15,,,,,,,,
3.45E-07,1.07E-12,2398.295495,1.40E+138,3.49935E-11,0,,4.28E-15,,,,,,,,
4.42E-07,1.07E-12,2714.09069,4.16E+137,3.49934E-11,0,,4.28E-15,,,,,,,,
5.54E-07,1.07E-12,3987.797016,6.45E+137,3.49934E-11,0,,4.28E-15,,,,,,,,
2.95E-07,1.07E-12,2613.063915,3.27E+137,3.49936E-11,0,,4.28E-15,,,,,,,,
3.83E-07,1.07E-12,2891.659206,1.35E+138,3.49939E-11,0,,4.28E-15,,,,,,,,
2.98E-07,1.07E-12,3137.315223,1.42E+138,3.49944E-11,0,,4.28E-15,,,,,,,,
3.63E-07,1.07E-12,838.3529785,6.27E+137,3.49949E-11,0,,4.29E-15,,,,,,,,
1.98E-07,1.07E-12,3764.674845,8.58E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
3.62E-07,1.07E-12,3158.396274,4.24E+137,3.49956E-11,0,,4.29E-15,,,,,,,,
5.87E-07,1.07E-12,3032.114125,1.19E+138,3.49958E-11,0,,4.29E-15,,,,,,,,
5.05E-07,1.07E-12,652.6456111,1.59E+138,3.49962E-11,0,,4.29E-15,,,,,,,,
2.86E-07,1.07E-12,4111.056292,1.30E+138,3.49967E-11,0,,4.29E-15,,,,,,,,
3.19E-07,1.07E-12,2948.492806,6.68E+137,3.4998E-11,0,,4.29E-15,,,,,,,,
3.59E-07,1.07E-12,3082.125715,1.64E+138,3.49987E-11,0,,4.29E-15,,,,,,,,
2.08E-07,1.07E-12,4649.573909,5.42E+137,3.49982E-11,0,,4.29E-15,,,,,,,,
2.62E-07,1.07E-12,2840.402512,1.55E+138,3.49975E-11,0,,4.29E-15,,,,,,,,
7.38E-07,1.07E-12,3754.73518,3.69E+137,3.49967E-11,0,,4.29E-15,,,,,,,,
4.01E-07,1.07E-12,799.284182,4.47E+137,3.49957E-11,0,,4.29E-15,,,,,,,,
2.81E-07,1.07E-12,4627.402897,1.38E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.42E-07,1.07E-12,1418.30208,1.22E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.87E-07,1.07E-12,4889.305295,8.65E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
7.94E-07,1.07E-12,3047.451469,1.03E+138,3.49955E-11,0,,4.29E-15,,,,,,,,
5.66E-07,1.07E-12,3598.53599,1.41E+138,3.49966E-11,0,,4.29E-15,,,,,,,,
3.49E-07,1.07E-12,3659.462201,5.24E+137,3.49963E-11,0,,4.29E-15,,,,,,,,
2.29E-07,1.07E-12,2453.431291,5.95E+137,3.49958E-11,0,,4.29E-15,,,,,,,,
1.52E-07,1.07E-12,2455.522842,2.56E+137,3.49948E-11,0,,4.29E-15,,,,,,,,
6.01E-07,1.07E-12,3391.484136,1.09E+138,3.49935E-11,0,,4.28E-15,,,,,,,,
3.43E-07,1.07E-12,1471.769426,9.45E+137,3.49928E-11,0,,4.28E-15,,,,,,,,
2.20E-07,1.07E-12,723.3514729,9.64E+137,3.49928E-11,0,,4.28E-15,,,,,,,,
2.70E-07,1.07E-12,3090.424653,1.14E+138,3.49932E-11,0,,4.28E-15,,,,,,,,
5.33E-07,1.07E-12,1433.288165,8.57E+137,3.49937E-11,0,,4.28E-15,,,,,,,,
1.08E-07,1.07E-12,3135.964939,2.81E+137,3.49946E-11,0,,4.28E-15,,,,,,,,
4.38E-07,1.07E-12,1976.849356,8.12E+137,3.49947E-11,0,,4.28E-15,,,,,,,,
3.14E-07,1.07E-12,2455.513568,6.53E+137,3.49946E-11,0,,4.28E-15,,,,,,,,
5.60E-07,1.07E-12,2273.092186,9.44E+137,3.49945E-11,0,,4.28E-15,,,,,,,,
1.66E-07,1.07E-12,3103.942982,6.20E+137,3.49944E-11,0,,4.28E-15,,,,,,,,
3.95E-07,1.07E-12,5065.785854,9.46E+137,3.49944E-11,0,,4.28E-15,,,,,,,,
2.94E-07,1.07E-12,1922.23836,6.23E+137,3.49943E-11,0,,4.28E-15,,,,,,,,
1.90E-07,1.07E-12,1822.338068,1.18E+137,3.49942E-11,0,,4.28E-15,,,,,,,,
7.31E-07,1.07E-12,4043.450448,5.49E+137,3.49943E-11,0,,4.28E-15,,,,,,,,
2.91E-07,1.07E-12,2659.180977,7.60E+137,3.49944E-11,0,,4.28E-15,,,,,,,,
3.58E-07,1.07E-12,2400.14232,5.48E+137,3.49945E-11,0,,4.28E-15,,,,,,,,
5.02E-07,1.07E-12,2963.326846,9.92E+137,3.49948E-11,0,,4.29E-15,,,,,,,,
2.36E-07,1.07E-12,2622.281766,1.39E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.10E-07,1.07E-12,2530.013411,1.33E+138,3.49956E-11,0,,4.29E-15,,,,,,,,
4.28E-07,1.07E-12,2918.802473,5.80E+137,3.49961E-11,0,,4.29E-15,,,,,,,,
7.35E-07,1.07E-12,2368.534647,1.25E+138,3.49965E-11,0,,4.29E-15,,,,,,,,
4.08E-07,1.07E-12,1605.284934,7.09E+137,3.4997E-11,0,,4.29E-15,,,,,,,,
6.66E-07,1.07E-12,3234.43182,9.89E+137,3.49973E-11,0,,4.29E-15,,,,,,,,
5.11E-07,1.07E-12,3192.679042,3.44E+137,3.49978E-11,0,,4.29E-15,,,,,,,,
4.54E-07,1.07E-12,1728.601502,9.90E+137,3.49982E-11,0,,4.29E-15,,,,,,,,
7.14E-07,1.07E-12,546.0040519,1.20E+138,3.49987E-11,0,,4.29E-15,,,,,,,,
3.87E-07,1.07E-12,2308.362957,1.05E+138,3.49994E-11,0,,4.29E-15,,,,,,,,
6.56E-07,1.07E-12,3486.359209,1.22E+138,3.50002E-11,0,,4.29E-15,,,,,,,,
4.61E-07,1.07E-12,4010.132579,8.41E+137,3.50011E-11,0,,4.29E-15,,,,,,,,
3.44E-07,1.07E-12,2172.985228,1.14E+138,3.5002E-11,0,,4.29E-15,,,,,,,,
7.26E-07,1.07E-12,3556.991022,1.19E+138,3.50026E-11,0,,4.29E-15,,,,,,,,
7.18E-07,1.07E-12,3531.603586,1.10E+138,3.50028E-11,0,,4.29E-15,,,,,,,,
1.02E-07,1.07E-12,2742.050828,6.56E+137,3.50026E-11,0,,4.29E-15,,,,,,,,
4.96E-07,1.07E-12,4573.836189,9.12E+137,3.50022E-11,0,,4.29E-15,,,,,,,,
4.28E-07,1.07E-12,2879.685598,3.79E+137,3.50017E-11,0,,4.29E-15,,,,,,,,
5.15E-07,1.07E-12,2753.667335,1.30E+138,3.50011E-11,0,,4.29E-15,,,,,,,,
6.57E-07,1.07E-12,3016.625096,6.85E+137,3.50006E-11,0,,4.29E-15,,,,,,,,
3.29E-07,1.07E-12,954.1757379,1.31E+138,3.5E-11,0,,4.29E-15,,,,,,,,
6.59E-07,1.07E-12,3470.095722,8.13E+137,3.49993E-11,0,,4.29E-15,,,,,,,,
4.51E-07,1.07E-12,2183.219802,7.67E+137,3.49986E-11,0,,4.29E-15,,,,,,,,
7.44E-07,1.07E-12,3740.304948,1.39E+138,3.49979E-11,0,,4.29E-15,,,,,,,,
7.33E-07,1.07E-12,3852.066066,1.43E+138,3.49973E-11,0,,4.29E-15,,,,,,,,
2.99E-07,1.07E-12,5181.834668,9.16E+137,3.49968E-11,0,,4.29E-15,,,,,,,,
5.41E-07,1.07E-12,3146.890699,8.49E+137,3.49966E-11,0,,4.29E-15,,,,,,,,
4.81E-08,1.07E-12,1839.690489,8.93E+137,3.49964E-11,0,,4.29E-15,,,,,,,,
4.95E-07,1.07E-12,2952.563605,8.88E+137,3.49965E-11,0,,4.29E-15,,,,,,,,
6.48E-07,1.07E-12,4157.676773,4.93E+137,3.49966E-11,0,,4.29E-15,,,,,,,,
5.27E-07,1.07E-12,2228.302978,1.18E+138,3.49967E-11,0,,4.29E-15,,,,,,,,
2.13E-07,1.07E-12,1295.873637,8.35E+137,3.49969E-11,0,,4.29E-15,,,,,,,,
4.41E-07,1.07E-12,2391.247243,1.12E+138,3.49969E-11,0,,4.29E-15,,,,,,,,
2.06E-07,1.07E-12,4239.171363,5.88E+137,3.4997E-11,0,,4.29E-15,,,,,,,,
1.21E-07,1.07E-12,2732.872963,4.59E+137,3.49971E-11,0,,4.29E-15,,,,,,,,
1.43E-07,1.07E-12,2910.847019,6.93E+137,3.49968E-11,0,,4.29E-15,,,,,,,,
7.02E-07,1.07E-12,3839.951568,1.53E+138,3.49966E-11,0,,4.29E-15,,,,,,,,
6.84E-07,1.07E-12,4341.336297,1.39E+138,3.49966E-11,0,,4.29E-15,,,,,,,,
6.47E-07,1.07E-12,3398.801527,6.15E+137,3.49966E-11,0,,4.29E-15,,,,,,,,
5.34E-07,1.07E-12,4358.528413,1.43E+138,3.49966E-11,0,,4.29E-15,,,,,,,,
5.27E-07,1.07E-12,2074.586288,2.43E+137,3.49965E-11,0,,4.29E-15,,,,,,,,
6.13E-08,1.07E-12,3830.079899,1.14E+138,3.49964E-11,0,,4.29E-15,,,,,,,,
7.18E-07,1.07E-12,2226.823006,3.00E+136,3.49964E-11,0,,4.29E-15,,,,,,,,
5.24E-07,1.07E-12,2271.891905,8.35E+137,3.49963E-11,0,,4.29E-15,,,,,,,,
4.39E-07,1.07E-12,3682.071968,9.76E+137,3.49962E-11,0,,4.29E-15,,,,,,,,
4.92E-07,1.07E-12,3712.263634,3.65E+137,3.49961E-11,0,,4.29E-15,,,,,,,,
4.80E-07,1.07E-12,3877.738185,1.73E+138,3.4996E-11,0,,4.29E-15,,,,,,,,
1.58E-07,1.07E-12,2583.226099,5.65E+137,3.49959E-11,0,,4.29E-15,,,,,,,,
2.69E-07,1.07E-12,3353.156241,1.18E+138,3.49958E-11,0,,4.29E-15,,,,,,,,
4.97E-07,1.07E-12,3119.18075,8.26E+137,3.49957E-11,0,,4.29E-15,,,,,,,,
1.73E-07,1.07E-12,4448.50839,8.70E+137,3.49956E-11,0,,4.29E-15,,,,,,,,
2.68E-07,1.07E-12,948.3141954,2.73E+137,3.49955E-11,0,,4.29E-15,,,,,,,,
6.59E-07,1.07E-12,3259.111195,9.19E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
2.76E-07,1.07E-12,4184.422426,5.24E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
1.04E-07,1.07E-12,3235.286482,8.07E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
7.16E-07,1.07E-12,2585.785457,9.32E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.77E-07,1.07E-12,2346.721867,8.96E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.58E-07,1.07E-12,2419.090706,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.13E-07,1.07E-12,2561.197937,1.38E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.27E-07,1.07E-12,4597.568229,1.69E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.45E-07,1.07E-12,5228.428586,9.67E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.22E-07,1.07E-12,4194.61956,5.32E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.36E-07,1.07E-12,2299.721456,7.41E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.34E-07,1.07E-12,887.4885571,5.92E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.50E-07,1.07E-12,3854.337246,1.22E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.14E-07,1.07E-12,2166.709497,1.19E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
6.78E-07,1.07E-12,693.4922772,1.37E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.73E-07,1.07E-12,2173.282497,4.73E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.15E-07,1.07E-12,1432.679446,7.35E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
1.28E-07,1.07E-12,3230.690009,9.90E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
7.16E-07,1.07E-12,2905.085491,7.12E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
6.50E-08,1.07E-12,2239.695045,8.02E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
2.39E-07,1.07E-12,3447.896797,1.30E+138,3.49955E-11,0,,4.29E-15,,,,,,,,
7.00E-08,1.07E-12,1617.461971,5.53E+137,3.49955E-11,0,,4.29E-15,,,,,,,,
3.80E-07,1.07E-12,1670.313154,1.73E+136,3.49955E-11,0,,4.29E-15,,,,,,,,
1.22E-07,1.07E-12,1770.388228,1.03E+138,3.49955E-11,0,,4.29E-15,,,,,,,,
5.04E-07,1.07E-12,4697.367591,1.23E+138,3.49955E-11,0,,4.29E-15,,,,,,,,
5.00E-07,1.07E-12,4116.689225,1.07E+138,3.49955E-11,0,,4.29E-15,,,,,,,,
2.71E-07,1.07E-12,2092.667708,1.06E+138,3.49955E-11,0,,4.29E-15,,,,,,,,
2.54E-07,1.07E-12,2195.201346,4.88E+137,3.49955E-11,0,,4.29E-15,,,,,,,,
7.15E-07,1.07E-12,5080.587523,1.36E+138,3.49955E-11,0,,4.29E-15,,,,,,,,
4.63E-07,1.07E-12,2631.45447,5.82E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
4.01E-07,1.07E-12,1210.664494,1.54E+138,3.49954E-11,0,,4.29E-15,,,,,,,,
2.99E-07,1.07E-12,3192.314723,5.59E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
7.11E-07,1.07E-12,1941.054727,3.40E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
4.51E-07,1.07E-12,1816.434273,1.57E+138,3.49954E-11,0,,4.29E-15,,,,,,,,
9.80E-08,1.07E-12,2604.126974,6.70E+137,3.49954E-11,0,,4.29E-15,,,,,,,,
6.96E-07,1.07E-12,1531.674408,5.78E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
6.85E-07,1.07E-12,2511.926078,4.75E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
5.09E-07,1.07E-12,2891.786081,1.67E+138,3.49953E-11,0,,4.29E-15,,,,,,,,
2.22E-07,1.07E-12,1580.12286,1.35E+138,3.49953E-11,0,,4.29E-15,,,,,,,,
4.32E-07,1.07E-12,2290.610656,8.29E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
6.59E-07,1.07E-12,3904.984925,7.77E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
2.43E-07,1.07E-12,2346.652758,1.84E+138,3.49953E-11,0,,4.29E-15,,,,,,,,
9.16E-08,1.07E-12,2566.852226,4.41E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
3.37E-07,1.07E-12,1563.804562,9.07E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
4.71E-07,1.07E-12,3823.924369,8.03E+137,3.49953E-11,0,,4.29E-15,,,,,,,,
5.02E-07,1.07E-12,2720.966172,4.55E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
3.57E-07,1.07E-12,1711.094659,1.11E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
7.05E-07,1.07E-12,3050.969066,5.34E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
4.49E-08,1.07E-12,3815.618084,1.23E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
7.02E-07,1.07E-12,1624.033774,3.60E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.90E-07,1.07E-12,2907.757398,1.52E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
2.26E-07,1.07E-12,345.7597886,8.70E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
5.69E-07,1.07E-12,3923.936836,7.18E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
7.16E-07,1.07E-12,375.3069814,8.12E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.72E-07,1.07E-12,3574.568446,9.35E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
7.32E-07,1.07E-12,1492.380954,1.58E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
2.34E-07,1.07E-12,5207.761277,1.53E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.59E-07,1.07E-12,1125.616896,7.11E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.54E-07,1.07E-12,2811.003328,8.75E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.72E-07,1.07E-12,3078.840013,1.08E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
3.69E-07,1.07E-12,4608.694944,5.42E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
3.43E-07,1.07E-12,3688.793697,4.57E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
5.92E-07,1.07E-12,3519.101223,6.22E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
4.31E-07,1.07E-12,3663.870219,9.50E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
4.05E-07,1.07E-12,1983.232078,1.18E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
3.00E-07,1.07E-12,3131.48935,1.48E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
4.99E-07,1.07E-12,3709.369557,1.56E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
7.40E-07,1.07E-12,2332.069179,4.91E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
9.26E-08,1.07E-12,2018.272872,1.11E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
4.16E-07,1.07E-12,3636.893039,9.70E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
3.44E-07,1.07E-12,2546.435363,8.06E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
5.46E-07,1.07E-12,2874.343997,1.10E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.93E-07,1.07E-12,934.822204,9.28E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
3.30E-07,1.07E-12,5332.304388,8.97E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
4.52E-07,1.07E-12,4569.430034,5.33E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.54E-07,1.07E-12,4791.128906,1.38E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
3.67E-07,1.07E-12,2410.325594,1.52E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
2.00E-07,1.07E-12,1712.412851,1.33E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
3.92E-07,1.07E-12,1879.401159,9.61E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
7.73E-07,1.07E-12,3482.452625,8.40E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.60E-07,1.07E-12,4428.619023,7.63E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.23E-07,1.07E-12,4033.430635,6.59E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
4.88E-07,1.07E-12,2623.82884,1.55E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
2.70E-07,1.07E-12,2600.386075,1.31E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
4.76E-07,1.07E-12,3715.309855,1.64E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
2.45E-07,1.07E-12,2349.431766,1.18E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
5.20E-07,1.07E-12,1138.426706,7.52E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
3.89E-07,1.07E-12,3032.590964,1.35E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.08E-07,1.07E-12,3301.417911,5.18E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.80E-07,1.07E-12,1563.632657,1.47E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
2.98E-07,1.07E-12,2595.873808,7.77E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.91E-07,1.07E-12,4467.020609,1.02E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
4.06E-07,1.07E-12,2375.020203,4.55E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.76E-07,1.07E-12,4698.210838,1.06E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
3.56E-07,1.07E-12,2587.088604,1.23E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
6.63E-07,1.07E-12,4417.741627,6.70E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.39E-07,1.07E-12,2249.801885,1.59E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
8.31E-07,1.07E-12,3244.941372,9.32E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.91E-07,1.07E-12,3101.771902,1.26E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
8.40E-07,1.07E-12,2958.47885,8.60E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
5.47E-07,1.07E-12,3797.688516,2.19E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
3.49E-07,1.07E-12,710.4748167,1.48E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.75E-07,1.07E-12,2430.193855,7.51E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.20E-07,1.07E-12,3397.65427,1.85E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
5.40E-07,1.07E-12,1753.158717,5.57E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
6.59E-07,1.07E-12,2278.417285,1.52E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.42E-07,1.07E-12,3672.067529,7.54E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
2.85E-07,1.07E-12,2702.521516,1.02E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.64E-07,1.07E-12,4182.283033,8.72E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.04E-07,1.07E-12,2799.576274,1.61E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.57E-07,1.07E-12,3109.461454,3.58E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.11E-07,1.07E-12,3249.113684,9.89E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.64E-07,1.07E-12,2624.829365,9.81E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.77E-07,1.07E-12,3914.444325,5.61E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.71E-07,1.07E-12,2710.172842,5.62E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.54E-07,1.07E-12,3545.150437,1.32E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.08E-07,1.07E-12,3441.333433,1.18E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.52E-07,1.07E-12,2640.866488,8.77E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
7.85E-07,1.07E-12,4328.241194,9.54E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.80E-07,1.07E-12,1912.606745,5.16E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.19E-07,1.07E-12,2050.152625,1.47E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.49E-07,1.07E-12,2913.205439,8.41E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.29E-07,1.07E-12,2994.231707,1.08E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.45E-07,1.07E-12,3908.287015,5.18E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.18E-07,1.07E-12,2805.610971,8.08E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.20E-07,1.07E-12,3497.623772,1.12E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.38E-07,1.07E-12,3406.107563,8.49E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.61E-07,1.07E-12,1151.267729,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.10E-07,1.07E-12,1586.727945,1.31E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.58E-07,1.07E-12,3527.110132,4.67E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.71E-07,1.07E-12,3033.502596,8.97E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
8.90E-08,1.07E-12,3332.235595,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.41E-07,1.07E-12,2468.072056,4.23E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.68E-07,1.07E-12,1330.020859,7.50E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.46E-07,1.07E-12,3059.598199,2.59E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.52E-07,1.07E-12,434.202479,9.80E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.38E-07,1.07E-12,2838.73414,4.91E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
5.56E-07,1.07E-12,1175.71794,1.28E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.62E-07,1.07E-12,1146.701036,1.26E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.16E-07,1.07E-12,4335.200433,1.48E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.06E-07,1.07E-12,2124.368793,9.23E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.77E-07,1.07E-12,3063.1923,2.09E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.91E-07,1.07E-12,4369.281624,1.56E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.32E-07,1.07E-12,2140.620044,1.09E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.14E-07,1.07E-12,1156.070314,5.57E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.66E-07,1.07E-12,2637.119364,1.55E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
