,,,,||xbar||_A,1870.562683,,,,,,,,,,
Julia_default,Julia_64,Julia_128,Julia_1024,Matlab_default,Matlab_1024,,Matlab_default_absolute^2,Matlab_1024_absolute^2,,Julia_default,Julia_64,Julia_128,Julia_1024,Matlab_default,Matlab_1024
1.45E-08,1.07E-12,2.06E-12,8.17E+137,3.49923E-11,3.49683E-11,,4.28E-15,4.28E-15,,,,,,,
1.42E-08,1.07E-12,2.07E-12,7.23E+137,3.49982E-11,3.49682E-11,,4.29E-15,4.28E-15,,,,,,,
1.50E-08,1.07E-12,2.08E-12,1.30E+138,3.50194E-11,3.49681E-11,,4.29E-15,4.28E-15,,,,,,,
1.44E-08,1.07E-12,2.08E-12,1.58E+138,3.50352E-11,3.49683E-11,,4.29E-15,4.28E-15,,,,,,,
1.48E-08,1.07E-12,2.08E-12,6.08E+137,3.50181E-11,3.49685E-11,,4.29E-15,4.28E-15,,,,,,,
1.42E-08,1.07E-12,3.50E-12,1.36E+138,3.49882E-11,3.49687E-11,,4.28E-15,4.28E-15,,,,,,,
1.42E-08,1.07E-12,1.44E-11,3.82E+137,3.49593E-11,3.49685E-11,,4.28E-15,4.28E-15,,,,,,,
1.43E-08,1.07E-12,1.45E-11,1.22E+138,3.49644E-11,3.49684E-11,,4.28E-15,4.28E-15,,,,,,,
1.52E-08,1.07E-12,2.87E-11,1.05E+138,3.49685E-11,3.49684E-11,,4.28E-15,4.28E-15,,,,,,,
1.49E-08,1.07E-12,3.16E-11,6.82E+137,3.49738E-11,3.49684E-11,,4.28E-15,4.28E-15,,,,,,,
1.53E-08,1.07E-12,3.55E-11,1.34E+138,3.49597E-11,3.49684E-11,,4.28E-15,4.28E-15,,,,,,,
1.43E-08,1.07E-12,3.85E-11,1.14E+138,3.49458E-11,3.49683E-11,,4.27E-15,4.28E-15,,,,,,,
1.49E-08,1.07E-12,2.14E-10,7.12E+137,3.49427E-11,3.49683E-11,,4.27E-15,4.28E-15,,,,,,,
1.42E-08,1.07E-12,2.17E-10,1.11E+138,3.49806E-11,3.49683E-11,,4.28E-15,4.28E-15,,,,,,,
1.50E-08,1.07E-12,5.84E-10,3.54E+137,3.49961E-11,3.49683E-11,,4.29E-15,4.28E-15,,,,,,,
1.54E-08,1.07E-12,5.99E-10,3.00E+137,3.50017E-11,3.49683E-11,,4.29E-15,4.28E-15,,,,,,,
1.63E-08,1.07E-12,6.01E-10,5.10E+137,3.50202E-11,3.49683E-11,,4.29E-15,4.28E-15,,,,,,,
1.67E-08,1.07E-12,6.01E-10,1.04E+138,3.50277E-11,3.49683E-11,,4.29E-15,4.28E-15,,,,,,,
1.68E-08,1.07E-12,8.26E-10,5.06E+137,3.50189E-11,3.49683E-11,,4.29E-15,4.28E-15,,,,,,,
2.47E-08,1.07E-12,8.50E-10,1.66E+138,3.50015E-11,0,,4.29E-15,,,,,,,,
2.39E-08,1.07E-12,1.38E-09,9.70E+137,3.50121E-11,0,,4.29E-15,,,,,,,,
2.30E-08,1.07E-12,1.52E-09,4.15E+137,3.50168E-11,0,,4.29E-15,,,,,,,,
3.28E-08,1.07E-12,1.53E-09,3.91E+137,3.50183E-11,0,,4.29E-15,,,,,,,,
3.51E-08,1.07E-12,1.68E-09,1.33E+138,3.49959E-11,0,,4.29E-15,,,,,,,,
3.53E-08,1.07E-12,2.00E-09,6.71E+137,3.49815E-11,0,,4.28E-15,,,,,,,,
3.03E-08,1.07E-12,2.07E-09,7.51E+137,3.49585E-11,0,,4.28E-15,,,,,,,,
3.63E-08,1.07E-12,2.19E-09,8.60E+137,3.49806E-11,0,,4.28E-15,,,,,,,,
4.23E-08,1.07E-12,5.63E-09,4.20E+137,3.49904E-11,0,,4.28E-15,,,,,,,,
3.68E-08,1.07E-12,5.72E-09,8.92E+137,3.50126E-11,0,,4.29E-15,,,,,,,,
4.18E-08,1.07E-12,1.59E-08,5.22E+137,3.50318E-11,0,,4.29E-15,,,,,,,,
3.15E-08,1.07E-12,1.60E-08,1.18E+138,3.50164E-11,0,,4.29E-15,,,,,,,,
4.36E-08,1.07E-12,1.62E-08,1.49E+138,3.49768E-11,0,,4.28E-15,,,,,,,,
3.38E-08,1.07E-12,1.62E-08,1.04E+138,3.49938E-11,0,,4.28E-15,,,,,,,,
4.00E-08,1.07E-12,1.66E-08,7.88E+137,3.50012E-11,0,,4.29E-15,,,,,,,,
3.24E-08,1.07E-12,1.66E-08,1.27E+138,3.50043E-11,0,,4.29E-15,,,,,,,,
4.40E-08,1.07E-12,1.66E-08,1.39E+138,3.49663E-11,0,,4.28E-15,,,,,,,,
3.98E-08,1.07E-12,1.66E-08,1.03E+138,3.49499E-11,0,,4.27E-15,,,,,,,,
4.70E-08,1.07E-12,1.66E-08,1.63E+138,3.50009E-11,0,,4.29E-15,,,,,,,,
5.69E-08,1.07E-12,1.66E-08,5.60E+137,3.50192E-11,0,,4.29E-15,,,,,,,,
4.44E-08,1.07E-12,1.68E-08,5.68E+137,3.5039E-11,0,,4.30E-15,,,,,,,,
4.95E-08,1.07E-12,1.80E-08,1.42E+138,3.51031E-11,0,,4.31E-15,,,,,,,,
4.74E-08,1.07E-12,1.82E-08,4.50E+137,3.50735E-11,0,,4.30E-15,,,,,,,,
2.94E-08,1.07E-12,2.50E-08,8.83E+137,3.5003E-11,0,,4.29E-15,,,,,,,,
4.05E-08,1.07E-12,2.50E-08,1.01E+138,3.50084E-11,0,,4.29E-15,,,,,,,,
1.29E-08,1.07E-12,2.56E-08,8.89E+137,3.50268E-11,0,,4.29E-15,,,,,,,,
6.74E-08,1.07E-12,2.58E-08,1.79E+138,3.50379E-11,0,,4.30E-15,,,,,,,,
6.81E-08,1.07E-12,2.62E-08,1.16E+138,3.49784E-11,0,,4.28E-15,,,,,,,,
3.20E-09,1.07E-12,2.66E-08,1.30E+138,3.49705E-11,0,,4.28E-15,,,,,,,,
4.07E-08,1.07E-12,1.85E-07,1.64E+138,3.50036E-11,0,,4.29E-15,,,,,,,,
5.71E-08,1.07E-12,1.91E-07,1.17E+138,3.50164E-11,0,,4.29E-15,,,,,,,,
9.50E-08,1.07E-12,2.02E-07,1.41E+137,3.50293E-11,0,,4.29E-15,,,,,,,,
5.43E-08,1.07E-12,2.22E-07,9.79E+137,3.50055E-11,0,,4.29E-15,,,,,,,,
1.65E-08,1.07E-12,2.26E-07,8.86E+137,3.50011E-11,0,,4.29E-15,,,,,,,,
1.03E-07,1.07E-12,2.26E-07,5.51E+137,3.49911E-11,0,,4.28E-15,,,,,,,,
6.15E-08,1.07E-12,2.51E-07,3.68E+137,3.49903E-11,0,,4.28E-15,,,,,,,,
3.94E-08,1.07E-12,2.53E-07,1.19E+138,3.49962E-11,0,,4.29E-15,,,,,,,,
3.83E-08,1.07E-12,2.68E-07,1.15E+138,3.49996E-11,0,,4.29E-15,,,,,,,,
8.67E-09,1.07E-12,4.66E-07,5.22E+137,3.49955E-11,0,,4.29E-15,,,,,,,,
7.72E-08,1.07E-12,4.80E-07,5.13E+137,3.49929E-11,0,,4.28E-15,,,,,,,,
7.52E-08,1.07E-12,7.93E-07,5.79E+137,3.49906E-11,0,,4.28E-15,,,,,,,,
6.30E-08,1.07E-12,1.87E-06,3.88E+137,3.50039E-11,0,,4.29E-15,,,,,,,,
5.02E-08,1.07E-12,2.62E-06,1.30E+138,3.50104E-11,0,,4.29E-15,,,,,,,,
6.60E-08,1.07E-12,2.62E-06,1.27E+138,3.50023E-11,0,,4.29E-15,,,,,,,,
6.97E-08,1.07E-12,2.62E-06,1.02E+138,3.49886E-11,0,,4.28E-15,,,,,,,,
5.97E-08,1.07E-12,2.62E-06,1.82E+137,3.49855E-11,0,,4.28E-15,,,,,,,,
7.96E-08,1.07E-12,2.62E-06,8.33E+137,3.498E-11,0,,4.28E-15,,,,,,,,
1.02E-07,1.07E-12,2.62E-06,3.79E+137,3.4965E-11,0,,4.28E-15,,,,,,,,
6.54E-08,1.07E-12,2.62E-06,1.11E+138,3.49653E-11,0,,4.28E-15,,,,,,,,
8.16E-08,1.07E-12,2.62E-06,5.30E+137,3.49741E-11,0,,4.28E-15,,,,,,,,
8.88E-08,1.07E-12,2.62E-06,4.34E+137,3.49935E-11,0,,4.28E-15,,,,,,,,
9.23E-08,1.07E-12,2.62E-06,8.78E+136,3.50001E-11,0,,4.29E-15,,,,,,,,
4.77E-08,1.07E-12,2.62E-06,1.67E+138,3.49973E-11,0,,4.29E-15,,,,,,,,
8.52E-08,1.07E-12,2.62E-06,1.34E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.92E-08,1.07E-12,2.62E-06,2.86E+137,3.49931E-11,0,,4.28E-15,,,,,,,,
2.31E-08,1.07E-12,2.62E-06,1.02E+138,3.50058E-11,0,,4.29E-15,,,,,,,,
4.68E-08,1.07E-12,2.62E-06,9.68E+137,3.50235E-11,0,,4.29E-15,,,,,,,,
4.05E-08,1.07E-12,2.62E-06,8.44E+137,3.50329E-11,0,,4.29E-15,,,,,,,,
9.85E-08,1.07E-12,2.62E-06,7.30E+137,3.50368E-11,0,,4.30E-15,,,,,,,,
3.79E-08,1.07E-12,2.69E-06,5.39E+137,3.50237E-11,0,,4.29E-15,,,,,,,,
8.45E-08,1.07E-12,2.69E-06,1.09E+138,3.50167E-11,0,,4.29E-15,,,,,,,,
9.35E-08,1.07E-12,2.69E-06,9.90E+137,3.50137E-11,0,,4.29E-15,,,,,,,,
6.33E-08,1.07E-12,2.70E-06,8.58E+137,3.50091E-11,0,,4.29E-15,,,,,,,,
2.25E-08,1.07E-12,2.94E-06,1.12E+138,3.4998E-11,0,,4.29E-15,,,,,,,,
1.11E-07,1.07E-12,2.95E-06,1.38E+138,3.49899E-11,0,,4.28E-15,,,,,,,,
1.95E-08,1.07E-12,2.97E-06,6.42E+137,3.4991E-11,0,,4.28E-15,,,,,,,,
7.95E-08,1.07E-12,2.99E-06,1.19E+138,3.4996E-11,0,,4.29E-15,,,,,,,,
1.09E-07,1.07E-12,3.03E-06,1.34E+138,3.5003E-11,0,,4.29E-15,,,,,,,,
8.08E-08,1.07E-12,4.03E-06,6.87E+137,3.49928E-11,0,,4.28E-15,,,,,,,,
6.25E-08,1.07E-12,1.20E-05,6.70E+137,3.49822E-11,0,,4.28E-15,,,,,,,,
1.01E-07,1.07E-12,2.90E-05,9.99E+137,3.49783E-11,0,,4.28E-15,,,,,,,,
5.13E-08,1.07E-12,2.91E-05,8.99E+137,3.49766E-11,0,,4.28E-15,,,,,,,,
4.83E-08,1.07E-12,3.31E-05,2.71E+137,3.49784E-11,0,,4.28E-15,,,,,,,,
4.47E-08,1.07E-12,3.32E-05,1.06E+138,3.49864E-11,0,,4.28E-15,,,,,,,,
4.26E-08,1.07E-12,4.37E-05,7.53E+137,3.49926E-11,0,,4.28E-15,,,,,,,,
5.49E-08,1.07E-12,4.41E-05,9.16E+137,3.49978E-11,0,,4.29E-15,,,,,,,,
4.02E-08,1.07E-12,4.47E-05,1.14E+138,3.50075E-11,0,,4.29E-15,,,,,,,,
8.10E-08,1.07E-12,4.55E-05,1.42E+138,3.50179E-11,0,,4.29E-15,,,,,,,,
9.46E-08,1.07E-12,6.27E-05,5.23E+137,3.5012E-11,0,,4.29E-15,,,,,,,,
9.10E-08,1.07E-12,6.30E-05,8.97E+137,3.50058E-11,0,,4.29E-15,,,,,,,,
1.10E-07,1.07E-12,0.000614569,1.15E+138,3.50012E-11,0,,4.29E-15,,,,,,,,
6.16E-08,1.07E-12,0.001033424,7.54E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
1.04E-07,1.07E-12,0.001239484,1.02E+138,3.49918E-11,0,,4.28E-15,,,,,,,,
4.72E-08,1.07E-12,0.001518642,7.93E+137,3.49923E-11,0,,4.28E-15,,,,,,,,
7.79E-08,1.07E-12,0.013675497,6.21E+137,3.49931E-11,0,,4.28E-15,,,,,,,,
9.94E-09,1.07E-12,0.01793842,1.39E+138,3.4994E-11,0,,4.28E-15,,,,,,,,
2.93E-08,1.07E-12,0.017983736,6.90E+137,3.49967E-11,0,,4.29E-15,,,,,,,,
7.56E-08,1.07E-12,0.020421396,6.78E+137,3.49926E-11,0,,4.28E-15,,,,,,,,
7.15E-08,1.07E-12,0.020429062,7.07E+137,3.49911E-11,0,,4.28E-15,,,,,,,,
4.78E-08,1.07E-12,0.020473019,7.86E+137,3.49929E-11,0,,4.28E-15,,,,,,,,
3.43E-08,1.07E-12,0.020516218,6.70E+137,3.49971E-11,0,,4.29E-15,,,,,,,,
4.32E-08,1.07E-12,0.024721914,6.16E+137,3.49983E-11,0,,4.29E-15,,,,,,,,
7.83E-08,1.07E-12,0.024754287,5.61E+137,3.49995E-11,0,,4.29E-15,,,,,,,,
1.19E-07,1.07E-12,0.025332927,5.17E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
8.11E-08,1.07E-12,0.02535874,1.02E+138,3.4995E-11,0,,4.29E-15,,,,,,,,
8.94E-08,1.07E-12,0.02538784,4.57E+137,3.49973E-11,0,,4.29E-15,,,,,,,,
6.45E-08,1.07E-12,0.025505155,7.96E+137,3.49988E-11,0,,4.29E-15,,,,,,,,
1.08E-07,1.07E-12,0.025553632,3.52E+137,3.49966E-11,0,,4.29E-15,,,,,,,,
7.30E-08,1.07E-12,0.025557783,1.17E+138,3.49979E-11,0,,4.29E-15,,,,,,,,
2.19E-08,1.07E-12,0.025993759,1.08E+138,3.49952E-11,0,,4.29E-15,,,,,,,,
1.32E-07,1.07E-12,0.026025181,7.26E+137,3.4995E-11,0,,4.29E-15,,,,,,,,
9.34E-08,1.07E-12,0.02627112,1.11E+138,3.49937E-11,0,,4.28E-15,,,,,,,,
8.07E-08,1.07E-12,0.026318009,1.24E+138,3.49923E-11,0,,4.28E-15,,,,,,,,
9.81E-08,1.07E-12,0.026326011,7.83E+137,3.49958E-11,0,,4.29E-15,,,,,,,,
9.30E-08,1.07E-12,0.026517575,1.13E+138,3.49966E-11,0,,4.29E-15,,,,,,,,
8.79E-08,1.07E-12,0.026981584,8.87E+137,3.49958E-11,0,,4.29E-15,,,,,,,,
8.38E-08,1.07E-12,0.027087833,1.35E+138,3.49939E-11,0,,4.28E-15,,,,,,,,
1.05E-07,1.07E-12,0.027370623,1.21E+138,3.49971E-11,0,,4.29E-15,,,,,,,,
5.80E-08,1.07E-12,0.175917269,5.04E+137,3.49986E-11,0,,4.29E-15,,,,,,,,
1.45E-07,1.07E-12,0.184493012,5.23E+137,3.49987E-11,0,,4.29E-15,,,,,,,,
4.03E-08,1.07E-12,0.500045726,1.21E+138,3.50012E-11,0,,4.29E-15,,,,,,,,
4.72E-08,1.07E-12,0.729089524,1.34E+138,3.49998E-11,0,,4.29E-15,,,,,,,,
1.90E-08,1.07E-12,5.721276659,8.45E+137,3.50006E-11,0,,4.29E-15,,,,,,,,
1.15E-07,1.07E-12,6.076889656,1.26E+138,3.49986E-11,0,,4.29E-15,,,,,,,,
6.41E-08,1.07E-12,7.024177741,1.28E+137,3.49963E-11,0,,4.29E-15,,,,,,,,
1.74E-07,1.07E-12,13.02970722,1.44E+138,3.49965E-11,0,,4.29E-15,,,,,,,,
2.29E-07,1.07E-12,13.04977667,9.94E+137,3.49963E-11,0,,4.29E-15,,,,,,,,
1.49E-07,1.07E-12,14.20568227,9.64E+137,3.49961E-11,0,,4.29E-15,,,,,,,,
1.12E-07,1.07E-12,14.66814245,1.09E+138,3.49962E-11,0,,4.29E-15,,,,,,,,
2.26E-07,1.07E-12,15.04029821,1.00E+138,3.49971E-11,0,,4.29E-15,,,,,,,,
2.60E-07,1.07E-12,15.58475264,1.47E+138,3.49981E-11,0,,4.29E-15,,,,,,,,
3.34E-07,1.07E-12,35.23358768,9.16E+137,3.49989E-11,0,,4.29E-15,,,,,,,,
5.41E-08,1.07E-12,35.68209791,1.12E+138,3.49997E-11,0,,4.29E-15,,,,,,,,
2.02E-07,1.07E-12,61.68326225,1.15E+138,3.49994E-11,0,,4.29E-15,,,,,,,,
2.66E-07,1.07E-12,61.73824405,1.16E+137,3.49975E-11,0,,4.29E-15,,,,,,,,
2.91E-07,1.07E-12,64.1585717,1.15E+138,3.49963E-11,0,,4.29E-15,,,,,,,,
2.00E-07,1.07E-12,64.52085545,4.97E+137,3.49955E-11,0,,4.29E-15,,,,,,,,
2.13E-07,1.07E-12,64.49050881,3.68E+137,3.49945E-11,0,,4.28E-15,,,,,,,,
1.30E-07,1.07E-12,64.93506926,1.05E+138,3.49933E-11,0,,4.28E-15,,,,,,,,
2.55E-07,1.07E-12,444.079493,1.54E+138,3.49926E-11,0,,4.28E-15,,,,,,,,
2.04E-07,1.07E-12,496.1565503,8.76E+137,3.49925E-11,0,,4.28E-15,,,,,,,,
2.39E-07,1.07E-12,527.0791764,1.23E+138,3.49927E-11,0,,4.28E-15,,,,,,,,
3.08E-07,1.07E-12,677.1396201,4.63E+137,3.49931E-11,0,,4.28E-15,,,,,,,,
3.73E-07,1.07E-12,2079.954943,1.27E+138,3.49937E-11,0,,4.28E-15,,,,,,,,
1.47E-07,1.07E-12,809.2789483,1.20E+138,3.49925E-11,0,,4.28E-15,,,,,,,,
7.81E-08,1.07E-12,2315.73916,9.31E+137,3.49915E-11,0,,4.28E-15,,,,,,,,
1.97E-07,1.07E-12,1661.66424,1.17E+138,3.49911E-11,0,,4.28E-15,,,,,,,,
2.11E-07,1.07E-12,2209.073398,9.48E+136,3.49913E-11,0,,4.28E-15,,,,,,,,
2.48E-07,1.07E-12,1328.10366,3.02E+137,3.49925E-11,0,,4.28E-15,,,,,,,,
2.85E-07,1.07E-12,570.4110282,7.91E+137,3.49937E-11,0,,4.28E-15,,,,,,,,
2.65E-07,1.07E-12,1410.225457,5.77E+137,3.49946E-11,0,,4.28E-15,,,,,,,,
3.36E-07,1.07E-12,736.1289951,7.69E+137,3.49955E-11,0,,4.29E-15,,,,,,,,
1.39E-07,1.07E-12,3608.33564,1.55E+138,3.49979E-11,0,,4.29E-15,,,,,,,,
4.89E-07,1.07E-12,2081.845145,9.75E+137,3.49975E-11,0,,4.29E-15,,,,,,,,
4.19E-07,1.07E-12,1974.77866,1.54E+138,3.49963E-11,0,,4.29E-15,,,,,,,,
6.32E-08,1.07E-12,1926.880424,1.26E+138,3.49947E-11,0,,4.28E-15,,,,,,,,
1.97E-07,1.07E-12,1924.722066,1.62E+138,3.49934E-11,0,,4.28E-15,,,,,,,,
2.80E-07,1.07E-12,1819.825951,9.34E+137,3.49937E-11,0,,4.28E-15,,,,,,,,
2.28E-07,1.07E-12,1880.977905,1.19E+138,3.49943E-11,0,,4.28E-15,,,,,,,,
2.97E-07,1.07E-12,1888.095576,1.40E+138,3.49975E-11,0,,4.29E-15,,,,,,,,
3.63E-07,1.07E-12,1758.697004,1.36E+138,3.49969E-11,0,,4.29E-15,,,,,,,,
5.02E-07,1.07E-12,1795.982943,6.54E+137,3.4996E-11,0,,4.29E-15,,,,,,,,
2.91E-07,1.07E-12,1862.385932,7.74E+137,3.49947E-11,0,,4.28E-15,,,,,,,,
6.05E-07,1.07E-12,1765.014963,9.26E+137,3.49949E-11,0,,4.29E-15,,,,,,,,
2.65E-07,1.07E-12,1743.018064,1.14E+138,3.50008E-11,0,,4.29E-15,,,,,,,,
2.42E-07,1.07E-12,1538.793528,3.46E+137,3.50044E-11,0,,4.29E-15,,,,,,,,
2.78E-07,1.07E-12,1674.719447,8.83E+137,3.50061E-11,0,,4.29E-15,,,,,,,,
6.43E-07,1.07E-12,1523.466852,1.63E+138,3.5001E-11,0,,4.29E-15,,,,,,,,
3.51E-07,1.07E-12,1199.011433,4.06E+137,3.4997E-11,0,,4.29E-15,,,,,,,,
2.33E-07,1.07E-12,1640.259582,4.17E+137,3.49955E-11,0,,4.29E-15,,,,,,,,
3.97E-07,1.07E-12,547.3895448,6.81E+137,3.49934E-11,0,,4.28E-15,,,,,,,,
2.47E-07,1.07E-12,1716.726632,1.08E+138,3.49883E-11,0,,4.28E-15,,,,,,,,
4.79E-07,1.07E-12,1084.514264,1.40E+138,3.49808E-11,0,,4.28E-15,,,,,,,,
3.80E-07,1.07E-12,2111.240699,1.60E+138,3.49794E-11,0,,4.28E-15,,,,,,,,
1.84E-07,1.07E-12,710.1686685,6.19E+137,3.49816E-11,0,,4.28E-15,,,,,,,,
3.10E-07,1.07E-12,1275.263229,6.60E+137,3.49855E-11,0,,4.28E-15,,,,,,,,
4.33E-07,1.07E-12,1645.795752,2.32E+137,3.49902E-11,0,,4.28E-15,,,,,,,,
4.13E-07,1.07E-12,1308.248522,6.88E+137,3.499E-11,0,,4.28E-15,,,,,,,,
1.99E-07,1.07E-12,762.8195266,6.64E+137,3.49886E-11,0,,4.28E-15,,,,,,,,
4.69E-07,1.07E-12,1139.580901,5.95E+137,3.49877E-11,0,,4.28E-15,,,,,,,,
1.86E-07,1.07E-12,2519.657798,6.60E+137,3.49869E-11,0,,4.28E-15,,,,,,,,
1.51E-07,1.07E-12,1830.537775,8.76E+137,3.49865E-11,0,,4.28E-15,,,,,,,,
4.15E-07,1.07E-12,3433.91136,7.47E+137,3.49889E-11,0,,4.28E-15,,,,,,,,
1.61E-07,1.07E-12,3389.847134,7.80E+137,3.49941E-11,0,,4.28E-15,,,,,,,,
4.09E-07,1.07E-12,3919.158572,6.78E+137,3.49986E-11,0,,4.29E-15,,,,,,,,
3.73E-07,1.07E-12,2261.602792,6.99E+137,3.50021E-11,0,,4.29E-15,,,,,,,,
6.49E-07,1.07E-12,1650.901715,1.72E+137,3.50058E-11,0,,4.29E-15,,,,,,,,
8.47E-08,1.07E-12,2278.448899,6.78E+137,3.50071E-11,0,,4.29E-15,,,,,,,,
1.06E-07,1.07E-12,2054.740957,1.29E+138,3.50026E-11,0,,4.29E-15,,,,,,,,
5.58E-07,1.07E-12,734.2324421,7.07E+137,3.49984E-11,0,,4.29E-15,,,,,,,,
4.30E-07,1.07E-12,3672.863394,1.25E+138,3.49961E-11,0,,4.29E-15,,,,,,,,
3.34E-07,1.07E-12,871.2011378,8.25E+137,3.49945E-11,0,,4.28E-15,,,,,,,,
3.29E-07,1.07E-12,1395.508462,1.09E+138,3.49927E-11,0,,4.28E-15,,,,,,,,
6.96E-07,1.07E-12,2314.308307,8.49E+137,3.49902E-11,0,,4.28E-15,,,,,,,,
2.44E-07,1.07E-12,2527.055272,1.14E+138,3.49883E-11,0,,4.28E-15,,,,,,,,
1.97E-07,1.07E-12,4608.362263,4.88E+137,3.49878E-11,0,,4.28E-15,,,,,,,,
2.67E-07,1.07E-12,2125.099001,6.23E+137,3.49882E-11,0,,4.28E-15,,,,,,,,
6.35E-07,1.07E-12,1598.981359,8.18E+137,3.49891E-11,0,,4.28E-15,,,,,,,,
1.58E-07,1.07E-12,2403.700585,1.28E+138,3.49908E-11,0,,4.28E-15,,,,,,,,
3.35E-07,1.07E-12,3989.403534,9.47E+137,3.49938E-11,0,,4.28E-15,,,,,,,,
5.59E-07,1.07E-12,1331.392154,1.05E+138,3.49953E-11,0,,4.29E-15,,,,,,,,
5.93E-07,1.07E-12,2561.644714,1.45E+138,3.49934E-11,0,,4.28E-15,,,,,,,,
3.64E-07,1.07E-12,2623.753678,9.01E+137,3.49918E-11,0,,4.28E-15,,,,,,,,
4.57E-07,1.07E-12,809.9137828,8.19E+137,3.4991E-11,0,,4.28E-15,,,,,,,,
3.74E-07,1.07E-12,973.1169466,1.15E+138,3.49908E-11,0,,4.28E-15,,,,,,,,
4.42E-07,1.07E-12,1197.084388,1.32E+138,3.49918E-11,0,,4.28E-15,,,,,,,,
4.82E-07,1.07E-12,753.6305917,5.38E+137,3.49941E-11,0,,4.28E-15,,,,,,,,
1.88E-07,1.07E-12,3223.150557,8.42E+137,3.4996E-11,0,,4.29E-15,,,,,,,,
4.39E-07,1.07E-12,3844.942128,7.53E+137,3.49972E-11,0,,4.29E-15,,,,,,,,
7.48E-07,1.07E-12,3698.44022,1.77E+137,3.49981E-11,0,,4.29E-15,,,,,,,,
7.80E-07,1.07E-12,981.0164021,1.08E+137,3.49997E-11,0,,4.29E-15,,,,,,,,
3.94E-07,1.07E-12,2024.800448,1.26E+138,3.50039E-11,0,,4.29E-15,,,,,,,,
4.45E-07,1.07E-12,685.1950493,9.63E+137,3.50074E-11,0,,4.29E-15,,,,,,,,
2.97E-07,1.07E-12,3842.252766,1.45E+138,3.50053E-11,0,,4.29E-15,,,,,,,,
7.18E-07,1.07E-12,4040.454598,1.04E+138,3.5002E-11,0,,4.29E-15,,,,,,,,
3.78E-07,1.07E-12,3771.011098,1.11E+138,3.49965E-11,0,,4.29E-15,,,,,,,,
3.28E-07,1.07E-12,2112.856623,8.53E+137,3.49923E-11,0,,4.28E-15,,,,,,,,
3.67E-07,1.07E-12,1878.76742,9.89E+137,3.49929E-11,0,,4.28E-15,,,,,,,,
5.85E-07,1.07E-12,898.7820905,1.25E+138,3.49939E-11,0,,4.28E-15,,,,,,,,
6.71E-07,1.07E-12,3976.779533,8.14E+137,3.49952E-11,0,,4.29E-15,,,,,,,,
5.82E-07,1.07E-12,3410.277242,1.59E+138,3.49971E-11,0,,4.29E-15,,,,,,,,
3.84E-07,1.07E-12,2210.654755,1.16E+138,3.49918E-11,0,,4.28E-15,,,,,,,,
2.89E-07,1.07E-12,3303.222696,1.28E+138,3.49882E-11,0,,4.28E-15,,,,,,,,
6.17E-07,1.07E-12,2698.436399,2.31E+137,3.4987E-11,0,,4.28E-15,,,,,,,,
2.91E-07,1.07E-12,3755.268373,9.32E+136,3.49908E-11,0,,4.28E-15,,,,,,,,
5.73E-07,1.07E-12,2955.406795,1.15E+138,3.49954E-11,0,,4.29E-15,,,,,,,,
4.33E-07,1.07E-12,937.8889981,1.34E+138,3.49972E-11,0,,4.29E-15,,,,,,,,
2.29E-07,1.07E-12,2680.9305,6.93E+137,3.49999E-11,0,,4.29E-15,,,,,,,,
3.47E-07,1.07E-12,1037.691661,5.78E+137,3.50028E-11,0,,4.29E-15,,,,,,,,
2.94E-07,1.07E-12,2388.924219,4.81E+137,3.49998E-11,0,,4.29E-15,,,,,,,,
3.21E-07,1.07E-12,1768.497269,1.24E+138,3.49982E-11,0,,4.29E-15,,,,,,,,
4.01E-07,1.07E-12,3792.108484,1.19E+138,3.49949E-11,0,,4.29E-15,,,,,,,,
3.35E-07,1.07E-12,4062.751528,1.83E+138,3.49921E-11,0,,4.28E-15,,,,,,,,
4.04E-07,1.07E-12,2386.279697,1.43E+138,3.4993E-11,0,,4.28E-15,,,,,,,,
3.99E-07,1.07E-12,2920.551978,9.24E+137,3.49958E-11,0,,4.29E-15,,,,,,,,
4.59E-07,1.07E-12,3135.251255,1.81E+138,3.50004E-11,0,,4.29E-15,,,,,,,,
6.04E-07,1.07E-12,2539.64396,1.74E+138,3.49986E-11,0,,4.29E-15,,,,,,,,
3.56E-07,1.07E-12,2575.113522,1.49E+138,3.49978E-11,0,,4.29E-15,,,,,,,,
5.82E-07,1.07E-12,2448.275913,1.53E+138,3.49973E-11,0,,4.29E-15,,,,,,,,
2.32E-07,1.07E-12,1805.880571,9.17E+137,3.49968E-11,0,,4.29E-15,,,,,,,,
3.21E-07,1.07E-12,4215.710984,1.09E+138,3.49969E-11,0,,4.29E-15,,,,,,,,
6.44E-07,1.07E-12,3887.240484,4.52E+137,3.49986E-11,0,,4.29E-15,,,,,,,,
4.95E-07,1.07E-12,3368.08289,7.21E+137,3.50004E-11,0,,4.29E-15,,,,,,,,
6.06E-07,1.07E-12,2912.896666,8.91E+137,3.50016E-11,0,,4.29E-15,,,,,,,,
2.36E-07,1.07E-12,3266.267939,5.53E+137,3.50023E-11,0,,4.29E-15,,,,,,,,
4.37E-07,1.07E-12,2800.557163,1.24E+138,3.50011E-11,0,,4.29E-15,,,,,,,,
