Avgstr = 10.5482535893909706
CG Iteration #1, relres 0.9737408332873571
CG Iteration #2, relres 0.9620341963000232
CG Iteration #3, relres 0.9620860772526495
CG Iteration #4, relres 0.9404353523338170
CG Iteration #5, relres 0.9287095566863336
CG Iteration #6, relres 0.9197248288832153
CG Iteration #7, relres 0.9126412703617771
CG Iteration #8, relres 0.9059580570248080
CG Iteration #9, relres 0.8936525055318708
CG Iteration #10, relres 0.8844620475102997
CG Iteration #11, relres 0.8795587663252125
CG Iteration #12, relres 0.8663339312406317
CG Iteration #13, relres 0.8567175938939974
CG Iteration #14, relres 0.8503301458532921
CG Iteration #15, relres 0.8415435178953529
CG Iteration #16, relres 0.8340437276213939
CG Iteration #17, relres 0.8237201746356732
CG Iteration #18, relres 0.8204256101101345
CG Iteration #19, relres 0.8118300271623727
CG Iteration #20, relres 0.7958315851428722
CG Iteration #21, relres 0.7836806288199691
CG Iteration #22, relres 0.7743126912293670
CG Iteration #23, relres 0.7680878309130479
CG Iteration #24, relres 0.7591101632924975
CG Iteration #25, relres 0.7475734690276193
CG Iteration #26, relres 0.7352521177620371
CG Iteration #27, relres 0.7320268507959982
CG Iteration #28, relres 0.7182563635920409
CG Iteration #29, relres 0.7029977673439499
CG Iteration #30, relres 0.6960677333109141
CG Iteration #31, relres 0.6851621103411838
CG Iteration #32, relres 0.6749070428482989
CG Iteration #33, relres 0.6680774366571758
CG Iteration #34, relres 0.6500788576200301
CG Iteration #35, relres 0.6271007503584175
CG Iteration #36, relres 0.6063391842129163
CG Iteration #37, relres 0.5923964035622349
CG Iteration #38, relres 0.5820389693548534
CG Iteration #39, relres 0.5710083879921625
CG Iteration #40, relres 0.5521114870250745
CG Iteration #41, relres 0.5489377786672763
CG Iteration #42, relres 0.5371489145359301
CG Iteration #43, relres 0.5250230265135241
CG Iteration #44, relres 0.5016175721480344
CG Iteration #45, relres 0.4860903689925458
CG Iteration #46, relres 0.4822674441920312
CG Iteration #47, relres 0.4733621387423769
CG Iteration #48, relres 0.4645147091983500
CG Iteration #49, relres 0.4584577984318300
CG Iteration #50, relres 0.4420591124155527
CG Iteration #51, relres 0.4214645300231883
CG Iteration #52, relres 0.4188661179139759
CG Iteration #53, relres 0.4020537588184264
CG Iteration #54, relres 0.3864133655189375
CG Iteration #55, relres 0.3705335883370745
CG Iteration #56, relres 0.3634676317843188
CG Iteration #57, relres 0.3494994945779828
CG Iteration #58, relres 0.3368489229633402
CG Iteration #59, relres 0.3335702818232534
CG Iteration #60, relres 0.3315364166505643
CG Iteration #61, relres 0.3160015618425319
CG Iteration #62, relres 0.3031878503921274
CG Iteration #63, relres 0.2894179844510067
CG Iteration #64, relres 0.2728991891711926
CG Iteration #65, relres 0.2704324619341952
CG Iteration #66, relres 0.2561351803422472
CG Iteration #67, relres 0.2472965192564573
CG Iteration #68, relres 0.2413729288162440
CG Iteration #69, relres 0.2325160527315672
CG Iteration #70, relres 0.2276490158086211
CG Iteration #71, relres 0.2254748771602346
CG Iteration #72, relres 0.2204033384928347
CG Iteration #73, relres 0.2159033598957312
CG Iteration #74, relres 0.2102353834661513
CG Iteration #75, relres 0.1995972809406735
CG Iteration #76, relres 0.1879356346682443
CG Iteration #77, relres 0.1839975346635180
CG Iteration #78, relres 0.1809667345389540
CG Iteration #79, relres 0.1737186382061175
CG Iteration #80, relres 0.1710041616105689
CG Iteration #81, relres 0.1588366166935692
CG Iteration #82, relres 0.1535417813122157
CG Iteration #83, relres 0.1488792668302287
CG Iteration #84, relres 0.1435375627300613
CG Iteration #85, relres 0.1413548017171431
CG Iteration #86, relres 0.1411239171020021
CG Iteration #87, relres 0.1347303876119882
CG Iteration #88, relres 0.1319442209025726
CG Iteration #89, relres 0.1249080804940839
CG Iteration #90, relres 0.1186607570729959
CG Iteration #91, relres 0.1171283214751393
CG Iteration #92, relres 0.1132940861690850
CG Iteration #93, relres 0.1094690122294423
CG Iteration #94, relres 0.1055151686098906
CG Iteration #95, relres 0.1043617925696539
CG Iteration #96, relres 0.1031856651899680
CG Iteration #97, relres 0.0970867253131509
CG Iteration #98, relres 0.0967759413902217
CG Iteration #99, relres 0.0942607147392106
CG Iteration #100, relres 0.0917128949032311
CG Iteration #101, relres 0.0876832291919062
CG Iteration #102, relres 0.0863523800646064
CG Iteration #103, relres 0.0835473801051237
CG Iteration #104, relres 0.0814769804084095
CG Iteration #105, relres 0.0809026295003239
CG Iteration #106, relres 0.0763871263517610
CG Iteration #107, relres 0.0727301219464164
CG Iteration #108, relres 0.0700229469037681
CG Iteration #109, relres 0.0670299547029574
CG Iteration #110, relres 0.0667985811189034
CG Iteration #111, relres 0.0657280228960214
CG Iteration #112, relres 0.0632166563570072
CG Iteration #113, relres 0.0628826843160354
CG Iteration #114, relres 0.0604326744285232
CG Iteration #115, relres 0.0593776463250337
CG Iteration #116, relres 0.0578770083939289
CG Iteration #117, relres 0.0552848246058585
CG Iteration #118, relres 0.0520101185668591
CG Iteration #119, relres 0.0504841072142167
CG Iteration #120, relres 0.0484383864189545
CG Iteration #121, relres 0.0474546469535444
CG Iteration #122, relres 0.0470136263346402
CG Iteration #123, relres 0.0467274948314363
CG Iteration #124, relres 0.0456200909398409
CG Iteration #125, relres 0.0428018813364538
CG Iteration #126, relres 0.0419405443472009
CG Iteration #127, relres 0.0398110879670968
CG Iteration #128, relres 0.0381907426258252
CG Iteration #129, relres 0.0377874423060525
CG Iteration #130, relres 0.0369224532477336
CG Iteration #131, relres 0.0360294952400832
CG Iteration #132, relres 0.0347760611376703
CG Iteration #133, relres 0.0340065685342799
CG Iteration #134, relres 0.0325477011935421
CG Iteration #135, relres 0.0317813860131988
CG Iteration #136, relres 0.0314032149069720
CG Iteration #137, relres 0.0310844415208929
CG Iteration #138, relres 0.0302545206091657
CG Iteration #139, relres 0.0292154595645861
CG Iteration #140, relres 0.0273576163508315
CG Iteration #141, relres 0.0270486237953771
CG Iteration #142, relres 0.0267670396222773
CG Iteration #143, relres 0.0250868004114017
CG Iteration #144, relres 0.0247772320101488
CG Iteration #145, relres 0.0231604072113883
CG Iteration #146, relres 0.0228083667065662
CG Iteration #147, relres 0.0224620158726713
CG Iteration #148, relres 0.0222674084696231
CG Iteration #149, relres 0.0213219738764440
CG Iteration #150, relres 0.0205210270415245
CG Iteration #151, relres 0.0193250242988566
CG Iteration #152, relres 0.0186463279213243
CG Iteration #153, relres 0.0179209524317595
CG Iteration #154, relres 0.0177289664122063
CG Iteration #155, relres 0.0168919616639946
CG Iteration #156, relres 0.0166267365031506
CG Iteration #157, relres 0.0162088604871791
CG Iteration #158, relres 0.0153929245934401
CG Iteration #159, relres 0.0151615790554645
CG Iteration #160, relres 0.0147991662706473
CG Iteration #161, relres 0.0147053494733254
CG Iteration #162, relres 0.0140826392193217
CG Iteration #163, relres 0.0136958004076012
CG Iteration #164, relres 0.0136083660928879
CG Iteration #165, relres 0.0134592366581788
