Avgstr = 10.8996458956003668
CG Iteration #1, relres 0.9937303826964285
CG Iteration #2, relres 0.9881207278357057
CG Iteration #3, relres 0.9842091502173776
CG Iteration #4, relres 0.9817118439895465
CG Iteration #5, relres 0.9748151945051602
CG Iteration #6, relres 0.9671276666355648
CG Iteration #7, relres 0.9595729856634395
CG Iteration #8, relres 0.9538656631858052
CG Iteration #9, relres 0.9449172066264835
CG Iteration #10, relres 0.9391623630230898
CG Iteration #11, relres 0.9268967114464441
CG Iteration #12, relres 0.9165973755550622
CG Iteration #13, relres 0.9065119137495878
CG Iteration #14, relres 0.8906929421618967
CG Iteration #15, relres 0.8747874053469610
CG Iteration #16, relres 0.8616045010909653
CG Iteration #17, relres 0.8521761650164243
CG Iteration #18, relres 0.8435299169352722
CG Iteration #19, relres 0.8237255737026652
CG Iteration #20, relres 0.8029174602841378
CG Iteration #21, relres 0.7789254130168476
CG Iteration #22, relres 0.7721661999115654
CG Iteration #23, relres 0.7463358855472600
CG Iteration #24, relres 0.7236537917700003
CG Iteration #25, relres 0.6984128976612539
CG Iteration #26, relres 0.6689422489963774
CG Iteration #27, relres 0.6606397248012937
CG Iteration #28, relres 0.6290526398578108
CG Iteration #29, relres 0.5967830698181374
CG Iteration #30, relres 0.5625281906657562
CG Iteration #31, relres 0.5581377501958312
CG Iteration #32, relres 0.5316564181629828
CG Iteration #33, relres 0.4963609102771673
CG Iteration #34, relres 0.4656152697724443
CG Iteration #35, relres 0.4362666681250076
CG Iteration #36, relres 0.4115367668140219
CG Iteration #37, relres 0.4068285056772246
CG Iteration #38, relres 0.3945720874122506
CG Iteration #39, relres 0.3815300197818036
CG Iteration #40, relres 0.3562785358982222
CG Iteration #41, relres 0.3372879676495306
CG Iteration #42, relres 0.3276664320327550
CG Iteration #43, relres 0.3120249096498712
CG Iteration #44, relres 0.3106915656435960
CG Iteration #45, relres 0.2857418380691364
CG Iteration #46, relres 0.2830249194260031
CG Iteration #47, relres 0.2613377838135473
CG Iteration #48, relres 0.2456055990136535
CG Iteration #49, relres 0.2388474685274106
CG Iteration #50, relres 0.2219174460249626
CG Iteration #51, relres 0.2113321877661409
CG Iteration #52, relres 0.2029195230973995
CG Iteration #53, relres 0.2007839351044602
CG Iteration #54, relres 0.1853580771469504
CG Iteration #55, relres 0.1685722709964864
CG Iteration #56, relres 0.1645681240204782
CG Iteration #57, relres 0.1606026583739112
CG Iteration #58, relres 0.1513178400061582
CG Iteration #59, relres 0.1367458579538549
CG Iteration #60, relres 0.1310388075862997
CG Iteration #61, relres 0.1220375345861831
CG Iteration #62, relres 0.1107930129485147
CG Iteration #63, relres 0.1091150080557618
CG Iteration #64, relres 0.1071869594989805
CG Iteration #65, relres 0.1000528557228638
CG Iteration #66, relres 0.0962171118392747
CG Iteration #67, relres 0.0938607805127830
CG Iteration #68, relres 0.0875480232513846
CG Iteration #69, relres 0.0855297037615255
CG Iteration #70, relres 0.0778881444510328
CG Iteration #71, relres 0.0750923944223221
CG Iteration #72, relres 0.0701195061032550
CG Iteration #73, relres 0.0690387903217967
CG Iteration #74, relres 0.0677233855596381
CG Iteration #75, relres 0.0621810934368744
CG Iteration #76, relres 0.0558544689669646
CG Iteration #77, relres 0.0507331747222449
CG Iteration #78, relres 0.0488303389222485
CG Iteration #79, relres 0.0454703812358520
CG Iteration #80, relres 0.0442576072785169
CG Iteration #81, relres 0.0408983480149697
CG Iteration #82, relres 0.0405773526221761
CG Iteration #83, relres 0.0393434201264863
CG Iteration #84, relres 0.0383059379643077
CG Iteration #85, relres 0.0360438042479529
CG Iteration #86, relres 0.0357004993821651
CG Iteration #87, relres 0.0328972796177901
CG Iteration #88, relres 0.0320651829432981
CG Iteration #89, relres 0.0291802715085095
CG Iteration #90, relres 0.0281560118999782
CG Iteration #91, relres 0.0256743249186679
CG Iteration #92, relres 0.0253097825498507
CG Iteration #93, relres 0.0229847131482705
CG Iteration #94, relres 0.0225324709274276
CG Iteration #95, relres 0.0209173237336870
CG Iteration #96, relres 0.0201098819669281
CG Iteration #97, relres 0.0199622997474422
CG Iteration #98, relres 0.0193255356774068
CG Iteration #99, relres 0.0179502430718084
CG Iteration #100, relres 0.0173596038616806
CG Iteration #101, relres 0.0167411443051093
CG Iteration #102, relres 0.0155050712095497
CG Iteration #103, relres 0.0147116469954631
CG Iteration #104, relres 0.0143041741584084
CG Iteration #105, relres 0.0136479516858507
CG Iteration #106, relres 0.0131890870513228
CG Iteration #107, relres 0.0122507535853910
CG Iteration #108, relres 0.0115883090435088
CG Iteration #109, relres 0.0110315252143656
CG Iteration #110, relres 0.0106188485918770
CG Iteration #111, relres 0.0104611817119326
CG Iteration #112, relres 0.0095964202185326
CG Iteration #113, relres 0.0094740492198693
CG Iteration #114, relres 0.0091781469599690
CG Iteration #115, relres 0.0087452649724553
CG Iteration #116, relres 0.0082442934742429
CG Iteration #117, relres 0.0079618066130322
CG Iteration #118, relres 0.0073143006204710
CG Iteration #119, relres 0.0067953126990780
CG Iteration #120, relres 0.0066408406652474
CG Iteration #121, relres 0.0065157112357216
CG Iteration #122, relres 0.0062573872404400
CG Iteration #123, relres 0.0060929072303096
CG Iteration #124, relres 0.0060111273942184
CG Iteration #125, relres 0.0057685619873316
CG Iteration #126, relres 0.0056373736477195
CG Iteration #127, relres 0.0051144840539765
CG Iteration #128, relres 0.0050766968227466
CG Iteration #129, relres 0.0048168274839526
CG Iteration #130, relres 0.0045078570898154
CG Iteration #131, relres 0.0043107057686862
CG Iteration #132, relres 0.0040141593401613
CG Iteration #133, relres 0.0035900667145528
CG Iteration #134, relres 0.0035245288518526
CG Iteration #135, relres 0.0031812093484945
CG Iteration #136, relres 0.0031274714426588
CG Iteration #137, relres 0.0028644394025028
CG Iteration #138, relres 0.0026923545936551
CG Iteration #139, relres 0.0025963061182592
CG Iteration #140, relres 0.0025202991841134
CG Iteration #141, relres 0.0024876797160161
CG Iteration #142, relres 0.0024143450786319
CG Iteration #143, relres 0.0022095734702324
CG Iteration #144, relres 0.0021666859614425
CG Iteration #145, relres 0.0020003953229492
CG Iteration #146, relres 0.0019539207820327
CG Iteration #147, relres 0.0019228654621312
CG Iteration #148, relres 0.0018671536164234
CG Iteration #149, relres 0.0017416727786175
CG Iteration #150, relres 0.0017127753244832
CG Iteration #151, relres 0.0015435214201410
CG Iteration #152, relres 0.0014567438736990
CG Iteration #153, relres 0.0013751197021287
CG Iteration #154, relres 0.0013660774459458
CG Iteration #155, relres 0.0012080811056087
CG Iteration #156, relres 0.0011840199957413
CG Iteration #157, relres 0.0011318098756675
CG Iteration #158, relres 0.0010806805007403
CG Iteration #159, relres 0.0010619770675637
CG Iteration #160, relres 0.0010278783240497
CG Iteration #161, relres 0.0010092504191521
CG Iteration #162, relres 0.0009850894323204
CG Iteration #163, relres 0.0009195193568451
CG Iteration #164, relres 0.0008766138901765
CG Iteration #165, relres 0.0007849874846229
CG Iteration #166, relres 0.0007594654763474
CG Iteration #167, relres 0.0007305944136705
CG Iteration #168, relres 0.0007124566084860
CG Iteration #169, relres 0.0006745392548030
CG Iteration #170, relres 0.0006279407325595
CG Iteration #171, relres 0.0006125930041446
CG Iteration #172, relres 0.0006024830860851
CG Iteration #173, relres 0.0005506480826945
CG Iteration #174, relres 0.0005416648238837
CG Iteration #175, relres 0.0005245666131568
CG Iteration #176, relres 0.0004747065690593
CG Iteration #177, relres 0.0004698571271819
CG Iteration #178, relres 0.0004449924770562
CG Iteration #179, relres 0.0004238009829100
CG Iteration #180, relres 0.0004045118767209
CG Iteration #181, relres 0.0003852323319626
CG Iteration #182, relres 0.0003817254321852
CG Iteration #183, relres 0.0003558991504378
CG Iteration #184, relres 0.0003533898745176
CG Iteration #185, relres 0.0003404316392362
CG Iteration #186, relres 0.0003076153230490
CG Iteration #187, relres 0.0002987161840113
CG Iteration #188, relres 0.0002823134774557
CG Iteration #189, relres 0.0002613849348140
CG Iteration #190, relres 0.0002567027791266
CG Iteration #191, relres 0.0002290415195446
CG Iteration #192, relres 0.0002244334287531
CG Iteration #193, relres 0.0002137251162150
CG Iteration #194, relres 0.0002079568034121
CG Iteration #195, relres 0.0002013243852355
CG Iteration #196, relres 0.0001909754091026
CG Iteration #197, relres 0.0001893694474399
CG Iteration #198, relres 0.0001733088404868
CG Iteration #199, relres 0.0001657440231121
CG Iteration #200, relres 0.0001642661318270
CG Iteration #201, relres 0.0001548366643003
CG Iteration #202, relres 0.0001450283453438
CG Iteration #203, relres 0.0001384113134490
CG Iteration #204, relres 0.0001333918580727
CG Iteration #205, relres 0.0001261115717451
CG Iteration #206, relres 0.0001227505513179
CG Iteration #207, relres 0.0001220712387865
CG Iteration #208, relres 0.0001152341445067
CG Iteration #209, relres 0.0001130290667113
CG Iteration #210, relres 0.0001112944969570
CG Iteration #211, relres 0.0001068200478620
CG Iteration #212, relres 0.0001047371313366
CG Iteration #213, relres 0.0001011808967886
CG Iteration #214, relres 0.0000960228382454
CG Iteration #215, relres 0.0000932612437942
CG Iteration #216, relres 0.0000870588549827
CG Iteration #217, relres 0.0000848942345426
CG Iteration #218, relres 0.0000832404431318
CG Iteration #219, relres 0.0000780892946796
CG Iteration #220, relres 0.0000764664056781
CG Iteration #221, relres 0.0000720489402453
CG Iteration #222, relres 0.0000650378606449
CG Iteration #223, relres 0.0000646801253800
CG Iteration #224, relres 0.0000628657836162
CG Iteration #225, relres 0.0000593911244604
