=========CG using MATLAB default precision=====
====DATA = ../graphs/se_1/
====error given as ||Ax - b||_2^2 and ||x - xbar||_A^2
i=8114, err2=284151, errA = 67.0081
i=8115, err2=1.16904e+06, errA = 67.0042
i=8116, err2=311894, errA = 66.9926
i=8117, err2=1.20388e+06, errA = 66.9873
i=8118, err2=706149, errA = 66.9801
i=8119, err2=1.16323e+06, errA = 66.9762
i=8120, err2=4.31082e+06, errA = 66.9643
i=8121, err2=1.2243e+06, errA = 66.9447
i=8122, err2=1.63544e+06, errA = 66.935
i=8123, err2=1.48413e+06, errA = 66.9283
i=8124, err2=5.32491e+06, errA = 66.9027
i=8125, err2=1.77051e+07, errA = 66.8077
i=8126, err2=4.11187e+06, errA = 66.7623
i=8127, err2=7.59188e+06, errA = 66.704
i=8128, err2=3.69058e+06, errA = 66.6862
i=8129, err2=3.09722e+06, errA = 66.6504
i=8130, err2=3.33648e+06, errA = 66.6375
i=8131, err2=1.74294e+06, errA = 66.615
i=8132, err2=614661, errA = 66.5957
i=8133, err2=1.00984e+06, errA = 66.5861
i=8134, err2=3.43191e+06, errA = 66.5766
i=8135, err2=5.97995e+06, errA = 66.5561
i=8136, err2=1.40451e+06, errA = 66.5213
i=8137, err2=728011, errA = 66.5164
i=8138, err2=728844, errA = 66.5134
i=8139, err2=1.79345e+06, errA = 66.5058
i=8140, err2=691345, errA = 66.498
i=8141, err2=878711, errA = 66.494
i=8142, err2=231978, errA = 66.4875
i=8143, err2=454737, errA = 66.4849
i=8144, err2=440596, errA = 66.4818
i=8145, err2=225740, errA = 66.4801
i=8146, err2=3.33009e+06, errA = 66.4608
i=8147, err2=4.21056e+06, errA = 66.4458
i=8148, err2=1.04562e+06, errA = 66.43
i=8149, err2=1.14427e+06, errA = 66.4206
i=8150, err2=709327, errA = 66.4152
i=8151, err2=901236, errA = 66.401
i=8152, err2=627921, errA = 66.3978
i=8153, err2=420887, errA = 66.395
i=8154, err2=317225, errA = 66.3932
i=8155, err2=655750, errA = 66.3914
i=8156, err2=1.06193e+06, errA = 66.3855
i=8157, err2=379489, errA = 66.381
i=8158, err2=200416, errA = 66.3788
i=8159, err2=153341, errA = 66.3775
i=8160, err2=256985, errA = 66.3763
i=8161, err2=646984, errA = 66.3732
i=8162, err2=2.97074e+06, errA = 66.3666
i=8163, err2=2.18269e+06, errA = 66.3422
i=8164, err2=829000, errA = 66.337
i=8165, err2=229780, errA = 66.3311
i=8166, err2=1.12021e+06, errA = 66.3286
i=8167, err2=240334, errA = 66.3221
i=8168, err2=1.85579e+06, errA = 66.3183
i=8169, err2=2.04168e+06, errA = 66.2904
i=8170, err2=619901, errA = 66.2789
i=8171, err2=848130, errA = 66.2736
i=8172, err2=1.7075e+06, errA = 66.2539
i=8173, err2=903794, errA = 66.2452
i=8174, err2=1.65235e+06, errA = 66.241
i=8175, err2=1.27234e+06, errA = 66.2278
i=8176, err2=839390, errA = 66.2163
i=8177, err2=594274, errA = 66.2134
i=8178, err2=684039, errA = 66.2054
i=8179, err2=1.64394e+06, errA = 66.1988
i=8180, err2=1.18052e+06, errA = 66.1841
i=8181, err2=1.91179e+06, errA = 66.1785
i=8182, err2=1.88005e+06, errA = 66.1664
i=8183, err2=874867, errA = 66.1598
i=8184, err2=283780, errA = 66.157
i=8185, err2=1.5258e+06, errA = 66.1537
i=8186, err2=730794, errA = 66.1355
i=8187, err2=4.44343e+06, errA = 66.1034
i=8188, err2=1.6104e+06, errA = 66.0907
i=8189, err2=502397, errA = 66.0866
i=8190, err2=851760, errA = 66.0782
i=8191, err2=144472, errA = 66.0762
i=8192, err2=219960, errA = 66.0755
i=8193, err2=310101, errA = 66.0728
i=8194, err2=585616, errA = 66.0701
i=8195, err2=500756, errA = 66.0657
i=8196, err2=346367, errA = 66.0612
i=8197, err2=716060, errA = 66.0578
i=8198, err2=509818, errA = 66.0548
i=8199, err2=2.45634e+06, errA = 66.046
i=8200, err2=978691, errA = 66.0313
i=8201, err2=1.02157e+06, errA = 66.0257
i=8202, err2=143033, errA = 66.0234
i=8203, err2=260354, errA = 66.0221
i=8204, err2=2.02384e+06, errA = 66.0144
i=8205, err2=8.52733e+06, errA = 65.9788
i=8206, err2=2.06336e+06, errA = 65.9484
i=8207, err2=2.22839e+06, errA = 65.9339
i=8208, err2=2.75459e+06, errA = 65.887
i=8209, err2=4.7826e+06, errA = 65.8754
i=8210, err2=1.75646e+06, errA = 65.8429
i=8211, err2=3.88789e+06, errA = 65.8266
i=8212, err2=7.93266e+06, errA = 65.8033
i=8213, err2=4.31787e+06, errA = 65.6899
i=8214, err2=2.41121e+06, errA = 65.6697
i=8215, err2=1.94961e+06, errA = 65.6626
i=8216, err2=2.65449e+06, errA = 65.6436
i=8217, err2=1.62322e+07, errA = 65.6015
i=8218, err2=1.14592e+07, errA = 65.4946
i=8219, err2=1.61134e+07, errA = 65.4436
i=8220, err2=2.44819e+07, errA = 65.2526
i=8221, err2=3.75857e+06, errA = 65.1783
i=8222, err2=4.62614e+07, errA = 64.969
i=8223, err2=2.62956e+07, errA = 64.7759
i=8224, err2=1.22901e+07, errA = 64.5603
i=8225, err2=4.08635e+06, errA = 64.5038
i=8226, err2=3.7358e+06, errA = 64.4686
i=8227, err2=1.71961e+07, errA = 64.4313
i=8228, err2=9.94844e+06, errA = 64.3227
i=8229, err2=5.19948e+06, errA = 64.2862
i=8230, err2=5.88171e+06, errA = 64.2451
i=8231, err2=454633, errA = 64.2122
i=8232, err2=818843, errA = 64.2097
i=8233, err2=557647, errA = 64.2031
i=8234, err2=1.78485e+06, errA = 64.1968
i=8235, err2=1.45307e+06, errA = 64.1792
i=8236, err2=1.32053e+06, errA = 64.1736
i=8237, err2=944104, errA = 64.1689
i=8238, err2=1.58534e+06, errA = 64.1531
i=8239, err2=1.84596e+06, errA = 64.1436
i=8240, err2=1.67011e+06, errA = 64.1334
i=8241, err2=1.14714e+06, errA = 64.1274
i=8242, err2=710325, errA = 64.1214
i=8243, err2=555317, errA = 64.1191
i=8244, err2=458863, errA = 64.1158
i=8245, err2=589830, errA = 64.1122
i=8246, err2=4.84031e+06, errA = 64.1004
i=8247, err2=5.14148e+06, errA = 64.0731
i=8248, err2=2.81372e+07, errA = 63.9328
i=8249, err2=5.52273e+06, errA = 63.8536
i=8250, err2=1.45116e+06, errA = 63.8149
i=8251, err2=2.89743e+06, errA = 63.7752
i=8252, err2=4.18607e+06, errA = 63.7525
i=8253, err2=7.19668e+06, errA = 63.6825
i=8254, err2=4.36117e+07, errA = 63.5706
i=8255, err2=8.07124e+06, errA = 63.4175
i=8256, err2=1.0432e+07, errA = 63.3708
i=8257, err2=3.86774e+06, errA = 63.3218
i=8258, err2=4.12331e+06, errA = 63.2925
i=8259, err2=2.53993e+07, errA = 63.2163
i=8260, err2=1.90565e+07, errA = 62.8245
i=8261, err2=3.93695e+06, errA = 62.7805
i=8262, err2=2.40329e+07, errA = 62.6795
i=8263, err2=5.7902e+06, errA = 62.6218
i=8264, err2=2.46986e+06, errA = 62.5958
i=8265, err2=5.9253e+06, errA = 62.561
i=8266, err2=2.46758e+06, errA = 62.541
i=8267, err2=1.01902e+07, errA = 62.519
i=8268, err2=1.07906e+07, errA = 62.4356
i=8269, err2=1.49862e+07, errA = 62.3823
i=8270, err2=4.72529e+06, errA = 62.3027
i=8271, err2=4.28391e+06, errA = 62.2789
i=8272, err2=4.03045e+06, errA = 62.262
i=8273, err2=8.16457e+06, errA = 62.2072
i=8274, err2=1.66597e+07, errA = 62.1515
i=8275, err2=7.00314e+06, errA = 62.0763
i=8276, err2=2.58579e+06, errA = 62.0281
i=8277, err2=3.44347e+06, errA = 62.0092
i=8278, err2=2.16145e+06, errA = 61.9874
i=8279, err2=6.10831e+06, errA = 61.9282
i=8280, err2=1.65175e+06, errA = 61.901
i=8281, err2=1.03571e+06, errA = 61.8926
i=8282, err2=4.33931e+06, errA = 61.8796
i=8283, err2=1.16898e+07, errA = 61.8416
i=8284, err2=2.15117e+06, errA = 61.8004
i=8285, err2=1.84811e+07, errA = 61.7499
i=8286, err2=944069, errA = 61.6669
i=8287, err2=995733, errA = 61.6607
i=8288, err2=2.71197e+06, errA = 61.6348
i=8289, err2=1.80522e+06, errA = 61.6279
i=8290, err2=1.98485e+06, errA = 61.6097
i=8291, err2=1.85741e+06, errA = 61.5957
i=8292, err2=3.39727e+06, errA = 61.5642
i=8293, err2=2.61072e+06, errA = 61.5542
i=8294, err2=2.95179e+06, errA = 61.5369
i=8295, err2=3.40201e+06, errA = 61.5206
i=8296, err2=1.78975e+06, errA = 61.5046
i=8297, err2=3.3628e+06, errA = 61.4931
i=8298, err2=1.82208e+06, errA = 61.4782
i=8299, err2=1.3583e+06, errA = 61.4628
i=8300, err2=1.3542e+06, errA = 61.4574
i=8301, err2=6.67679e+06, errA = 61.4383
i=8302, err2=1.65268e+06, errA = 61.3911
i=8303, err2=1.17786e+06, errA = 61.3841
i=8304, err2=466973, errA = 61.3787
i=8305, err2=752629, errA = 61.3752
i=8306, err2=617379, errA = 61.3672
i=8307, err2=309847, errA = 61.3654
i=8308, err2=5.08161e+06, errA = 61.3526
i=8309, err2=1.43438e+06, errA = 61.3161
i=8310, err2=822612, errA = 61.3049
i=8311, err2=2.93189e+06, errA = 61.2962
i=8312, err2=481119, errA = 61.2875
i=8313, err2=2.81814e+06, errA = 61.2588
i=8314, err2=4.42762e+06, errA = 61.2256
i=8315, err2=4.79561e+06, errA = 61.2042
i=8316, err2=2.18148e+06, errA = 61.1877
i=8317, err2=808542, errA = 61.1807
i=8318, err2=1.11246e+06, errA = 61.1686
i=8319, err2=712571, errA = 61.1576
i=8320, err2=296048, errA = 61.1553
i=8321, err2=749360, errA = 61.1533
i=8322, err2=701361, errA = 61.149
i=8323, err2=2.97966e+06, errA = 61.1408
i=8324, err2=7.11182e+06, errA = 61.1197
i=8325, err2=6.72502e+06, errA = 61.0499
i=8326, err2=3.92354e+06, errA = 61.0304
i=8327, err2=717817, errA = 60.9749
i=8328, err2=2.15052e+06, errA = 60.9686
i=8329, err2=936833, errA = 60.9584
i=8330, err2=1.06345e+06, errA = 60.9508
i=8331, err2=806292, errA = 60.9406
i=8332, err2=2.99768e+06, errA = 60.9277
i=8333, err2=1.22779e+07, errA = 60.8725
i=8334, err2=1.09531e+07, errA = 60.8077
i=8335, err2=3.03068e+06, errA = 60.7199
i=8336, err2=1.6208e+06, errA = 60.7089
i=8337, err2=1.24597e+06, errA = 60.7026
i=8338, err2=3.78808e+06, errA = 60.6916
i=8339, err2=2.9961e+06, errA = 60.6686
i=8340, err2=1.09753e+06, errA = 60.6589
i=8341, err2=479478, errA = 60.6515
i=8342, err2=365733, errA = 60.6495
i=8343, err2=977475, errA = 60.6456
i=8344, err2=1.10724e+06, errA = 60.6413
i=8345, err2=1.86372e+06, errA = 60.6345
i=8346, err2=3.34733e+06, errA = 60.6057
i=8347, err2=1.67585e+06, errA = 60.5945
i=8348, err2=812687, errA = 60.5773
i=8349, err2=279737, errA = 60.5732
i=8350, err2=513076, errA = 60.5712
i=8351, err2=338928, errA = 60.5695
i=8352, err2=1.77512e+06, errA = 60.5609
i=8353, err2=467347, errA = 60.5566
i=8354, err2=207868, errA = 60.5546
i=8355, err2=744972, errA = 60.5509
i=8356, err2=682738, errA = 60.5412
i=8357, err2=1.08497e+06, errA = 60.5356
i=8358, err2=1.23295e+06, errA = 60.5306
i=8359, err2=151305, errA = 60.5224
i=8360, err2=213668, errA = 60.5216
i=8361, err2=203055, errA = 60.5164
i=8362, err2=1.82671e+06, errA = 60.509
i=8363, err2=758415, errA = 60.5003
i=8364, err2=985649, errA = 60.4962
i=8365, err2=318619, errA = 60.492
i=8366, err2=469352, errA = 60.4907
i=8367, err2=706599, errA = 60.4846
i=8368, err2=927981, errA = 60.4718
i=8369, err2=813586, errA = 60.4692
i=8370, err2=257996, errA = 60.4621
i=8371, err2=1.91793e+06, errA = 60.4583
i=8372, err2=4.90127e+06, errA = 60.4133
i=8373, err2=2.95924e+06, errA = 60.3866
i=8374, err2=1.99983e+06, errA = 60.3751
i=8375, err2=2.3158e+06, errA = 60.3534
i=8376, err2=401297, errA = 60.3484
i=8377, err2=850767, errA = 60.3458
i=8378, err2=3.72946e+06, errA = 60.3323
i=8379, err2=4.88226e+06, errA = 60.3112
i=8380, err2=992800, errA = 60.2961
i=8381, err2=306619, errA = 60.2929
i=8382, err2=432322, errA = 60.2905
i=8383, err2=1.0955e+06, errA = 60.2793
i=8384, err2=1.58154e+06, errA = 60.2637
i=8385, err2=331847, errA = 60.2595
i=8386, err2=436387, errA = 60.2574
i=8387, err2=580067, errA = 60.2541
i=8388, err2=413641, errA = 60.2519
i=8389, err2=330014, errA = 60.2449
i=8390, err2=352801, errA = 60.2408
i=8391, err2=416806, errA = 60.2382
i=8392, err2=2.30316e+06, errA = 60.2254
i=8393, err2=5.71196e+06, errA = 60.2111
i=8394, err2=1.13686e+06, errA = 60.1802
i=8395, err2=951527, errA = 60.1732
i=8396, err2=2.15065e+06, errA = 60.1619
i=8397, err2=1.12769e+06, errA = 60.1551
i=8398, err2=1.37074e+06, errA = 60.1501
i=8399, err2=1.18485e+06, errA = 60.1333
i=8400, err2=1.32566e+06, errA = 60.1259
i=8401, err2=4.09822e+06, errA = 60.1125
i=8402, err2=1.7297e+06, errA = 60.0957
i=8403, err2=585009, errA = 60.0883
i=8404, err2=738248, errA = 60.0859
i=8405, err2=2.38387e+06, errA = 60.0715
i=8406, err2=850908, errA = 60.0651
i=8407, err2=560229, errA = 60.0621
i=8408, err2=497960, errA = 60.0578
i=8409, err2=190421, errA = 60.0551
i=8410, err2=479717, errA = 60.0535
i=8411, err2=523871, errA = 60.0506
i=8412, err2=1.53162e+06, errA = 60.0362
i=8413, err2=1.05203e+06, errA = 60.0246
i=8414, err2=6.56578e+06, errA = 60.0089
i=8415, err2=8.36992e+06, errA = 59.9301
i=8416, err2=8.53999e+06, errA = 59.8971
i=8417, err2=2.65234e+06, errA = 59.8212
i=8418, err2=2.66633e+06, errA = 59.8107
i=8419, err2=341271, errA = 59.777
i=8420, err2=642300, errA = 59.7745
i=8421, err2=1.13179e+06, errA = 59.7653
i=8422, err2=2.72471e+06, errA = 59.7586
i=8423, err2=1.22927e+06, errA = 59.7424
i=8424, err2=829517, errA = 59.7306
i=8425, err2=2.78452e+06, errA = 59.7232
i=8426, err2=908074, errA = 59.7103
i=8427, err2=442855, errA = 59.708
i=8428, err2=441759, errA = 59.7029
i=8429, err2=4.52462e+06, errA = 59.6941
i=8430, err2=1.33596e+06, errA = 59.6618
i=8431, err2=482390, errA = 59.6517
i=8432, err2=231970, errA = 59.6495
i=8433, err2=78559.7, errA = 59.649
i=8434, err2=93722.1, errA = 59.6484
i=8435, err2=284538, errA = 59.6468
i=8436, err2=858847, errA = 59.6425
i=8437, err2=528425, errA = 59.6379
i=8438, err2=650172, errA = 59.6348
i=8439, err2=715737, errA = 59.631
i=8440, err2=793032, errA = 59.6236
i=8441, err2=648595, errA = 59.6173
i=8442, err2=1.09069e+06, errA = 59.6141
i=8443, err2=1.68762e+06, errA = 59.6002
i=8444, err2=553583, errA = 59.5929
i=8445, err2=2.56088e+06, errA = 59.5841
i=8446, err2=1.20696e+06, errA = 59.5704
i=8447, err2=1.32432e+06, errA = 59.5646
i=8448, err2=652350, errA = 59.5508
i=8449, err2=2.98362e+06, errA = 59.545
i=8450, err2=5.9289e+06, errA = 59.5122
i=8451, err2=2.4009e+06, errA = 59.4831
i=8452, err2=437355, errA = 59.4749
i=8453, err2=286931, errA = 59.4732
i=8454, err2=869771, errA = 59.4712
i=8455, err2=281344, errA = 59.4654
i=8456, err2=461655, errA = 59.4638
i=8457, err2=344235, errA = 59.4602
i=8458, err2=312694, errA = 59.4589
i=8459, err2=326570, errA = 59.457
i=8460, err2=473391, errA = 59.4542
i=8461, err2=767630, errA = 59.4523
i=8462, err2=700150, errA = 59.4392
i=8463, err2=186545, errA = 59.4367
i=8464, err2=333985, errA = 59.435
i=8465, err2=643686, errA = 59.4263
i=8466, err2=511910, errA = 59.4221
i=8467, err2=485862, errA = 59.4199
i=8468, err2=785436, errA = 59.4119
i=8469, err2=655174, errA = 59.4047
i=8470, err2=3.5788e+06, errA = 59.3902
i=8471, err2=3.89458e+06, errA = 59.3723
i=8472, err2=1.06838e+06, errA = 59.3543
i=8473, err2=3.42507e+06, errA = 59.3192
i=8474, err2=4.61095e+06, errA = 59.3043
i=8475, err2=5.43085e+06, errA = 59.2544
i=8476, err2=1.76773e+07, errA = 59.2195
i=8477, err2=6.16372e+06, errA = 58.9605
i=8478, err2=7.44681e+06, errA = 58.9303
i=8479, err2=1.11877e+07, errA = 58.875
i=8480, err2=5.48104e+06, errA = 58.844
i=8481, err2=3.48466e+06, errA = 58.7669
i=8482, err2=5.51537e+06, errA = 58.75
i=8483, err2=1.50346e+06, errA = 58.7248
i=8484, err2=5.06871e+06, errA = 58.7114
i=8485, err2=1.07581e+07, errA = 58.665
i=8486, err2=5.4644e+06, errA = 58.6256
i=8487, err2=4.05613e+06, errA = 58.6015
i=8488, err2=739589, errA = 58.5866
i=8489, err2=312397, errA = 58.5842
i=8490, err2=1.88908e+06, errA = 58.5754
i=8491, err2=1.08594e+06, errA = 58.5662
i=8492, err2=4.36396e+06, errA = 58.5331
i=8493, err2=766890, errA = 58.5088
i=8494, err2=199382, errA = 58.5063
i=8495, err2=206599, errA = 58.5053
i=8496, err2=136157, errA = 58.5034
i=8497, err2=767291, errA = 58.5003
i=8498, err2=1.41336e+07, errA = 58.4521
i=8499, err2=1.20796e+07, errA = 58.3719
i=8500, err2=3.13804e+06, errA = 58.3318
i=8501, err2=789146, errA = 58.3212
i=8502, err2=3.2978e+06, errA = 58.3133
i=8503, err2=913955, errA = 58.2996
i=8504, err2=2.52188e+06, errA = 58.2846
i=8505, err2=2.45003e+06, errA = 58.2756
i=8506, err2=1.60254e+06, errA = 58.2627
i=8507, err2=696313, errA = 58.2549
i=8508, err2=575233, errA = 58.2517
i=8509, err2=221062, errA = 58.2491
i=8510, err2=1.42305e+06, errA = 58.2467
i=8511, err2=9.48308e+06, errA = 58.1491
i=8512, err2=6.39016e+06, errA = 58.1233
i=8513, err2=1.94191e+07, errA = 58.0419
i=8514, err2=1.57912e+07, errA = 57.9656
i=8515, err2=9.23141e+06, errA = 57.8605
i=8516, err2=2.30371e+06, errA = 57.7961
i=8517, err2=4.98535e+06, errA = 57.7618
i=8518, err2=8.76264e+06, errA = 57.6829
i=8519, err2=8.74546e+06, errA = 57.6165
i=8520, err2=2.70319e+06, errA = 57.5783
i=8521, err2=2.94164e+06, errA = 57.5561
i=8522, err2=7.6854e+06, errA = 57.5343
i=8523, err2=4.39561e+06, errA = 57.4518
i=8524, err2=5.17227e+06, errA = 57.427
i=8525, err2=648436, errA = 57.4003
i=8526, err2=1.1231e+06, errA = 57.3946
i=8527, err2=2.54221e+06, errA = 57.3882
i=8528, err2=2.9235e+06, errA = 57.3695
i=8529, err2=5.19272e+06, errA = 57.3468
i=8530, err2=3.42776e+06, errA = 57.3242
i=8531, err2=3.03501e+06, errA = 57.3087
i=8532, err2=5.02814e+06, errA = 57.2845
i=8533, err2=5.6034e+06, errA = 57.2613
i=8534, err2=654559, errA = 57.2416
i=8535, err2=1.63795e+06, errA = 57.2269
i=8536, err2=2.05937e+06, errA = 57.2205
i=8537, err2=1.79291e+07, errA = 57.1681
i=8538, err2=5.22302e+06, errA = 57.091
i=8539, err2=5.46518e+06, errA = 57.0643
i=8540, err2=9.06338e+06, errA = 57.0307
i=8541, err2=5.4967e+06, errA = 56.9958
i=8542, err2=1.79458e+06, errA = 56.9636
i=8543, err2=1.13617e+06, errA = 56.9552
i=8544, err2=742032, errA = 56.9231
i=8545, err2=707469, errA = 56.9195
i=8546, err2=900147, errA = 56.9147
i=8547, err2=276353, errA = 56.9112
i=8548, err2=299522, errA = 56.906
i=8549, err2=588617, errA = 56.9039
i=8550, err2=109782, errA = 56.901
i=8551, err2=119152, errA = 56.8994
i=8552, err2=429511, errA = 56.8977
i=8553, err2=814621, errA = 56.8955
i=8554, err2=238102, errA = 56.8906
i=8555, err2=294683, errA = 56.888
i=8556, err2=366187, errA = 56.8866
i=8557, err2=362113, errA = 56.8849
i=8558, err2=863571, errA = 56.881
i=8559, err2=320699, errA = 56.8778
i=8560, err2=90711.1, errA = 56.8768
i=8561, err2=312354, errA = 56.8759
i=8562, err2=284403, errA = 56.8715
i=8563, err2=69072.6, errA = 56.8709
i=8564, err2=228921, errA = 56.8702
i=8565, err2=179638, errA = 56.8689
i=8566, err2=413622, errA = 56.8675
i=8567, err2=204366, errA = 56.8655
i=8568, err2=381420, errA = 56.8646
i=8569, err2=236102, errA = 56.8577
i=8570, err2=579244, errA = 56.854
i=8571, err2=571218, errA = 56.8472
i=8572, err2=199203, errA = 56.845
i=8573, err2=408044, errA = 56.8428
i=8574, err2=1.04681e+06, errA = 56.8301
i=8575, err2=818281, errA = 56.8243
i=8576, err2=499573, errA = 56.8206
i=8577, err2=252883, errA = 56.8176
i=8578, err2=283387, errA = 56.8159
i=8579, err2=154763, errA = 56.8149
i=8580, err2=178768, errA = 56.8142
i=8581, err2=387001, errA = 56.8128
i=8582, err2=763882, errA = 56.8102
i=8583, err2=220064, errA = 56.7967
i=8584, err2=982751, errA = 56.7944
i=8585, err2=119737, errA = 56.7906
i=8586, err2=240486, errA = 56.7894
i=8587, err2=1.35388e+06, errA = 56.785
i=8588, err2=942735, errA = 56.7789
i=8589, err2=199945, errA = 56.7752
i=8590, err2=446289, errA = 56.7738
i=8591, err2=607050, errA = 56.7711
i=8592, err2=733402, errA = 56.7659
i=8593, err2=2.40381e+06, errA = 56.7605
i=8594, err2=1.65632e+06, errA = 56.7447
i=8595, err2=595851, errA = 56.7353
i=8596, err2=670980, errA = 56.7326
i=8597, err2=2.58767e+06, errA = 56.7222
i=8598, err2=2.77349e+06, errA = 56.6954
i=8599, err2=1.5765e+07, errA = 56.629
i=8600, err2=2.23728e+06, errA = 56.5647
i=8601, err2=1.63159e+06, errA = 56.5334
i=8602, err2=1.1613e+06, errA = 56.5284
i=8603, err2=9.22698e+06, errA = 56.4865
i=8604, err2=9.68884e+06, errA = 56.4325
i=8605, err2=3.23967e+07, errA = 56.1788
i=8606, err2=2.10038e+07, errA = 56.0952
i=8607, err2=1.78493e+06, errA = 55.9479
i=8608, err2=895441, errA = 55.9384
i=8609, err2=1.63216e+06, errA = 55.9306
i=8610, err2=1.81015e+06, errA = 55.9236
i=8611, err2=474512, errA = 55.9157
i=8612, err2=154598, errA = 55.914
i=8613, err2=409052, errA = 55.9128
i=8614, err2=1.61875e+06, errA = 55.907
i=8615, err2=1.39853e+06, errA = 55.8965
i=8616, err2=2.82662e+06, errA = 55.8866
i=8617, err2=716980, errA = 55.8763
i=8618, err2=2.09075e+06, errA = 55.8666
i=8619, err2=7.02417e+06, errA = 55.847
i=8620, err2=6.23388e+06, errA = 55.8078
i=8621, err2=2.09891e+06, errA = 55.7877
i=8622, err2=1.21483e+06, errA = 55.7785
i=8623, err2=492620, errA = 55.7746
i=8624, err2=2.19912e+06, errA = 55.768
i=8625, err2=308247, errA = 55.7572
i=8626, err2=191340, errA = 55.7513
i=8627, err2=249532, errA = 55.7477
i=8628, err2=340155, errA = 55.745
i=8629, err2=176250, errA = 55.7407
i=8630, err2=328581, errA = 55.7397
i=8631, err2=180051, errA = 55.7383
i=8632, err2=121653, errA = 55.7375
i=8633, err2=248981, errA = 55.7365
i=8634, err2=193437, errA = 55.7335
i=8635, err2=419722, errA = 55.7324
i=8636, err2=3.54484e+06, errA = 55.7186
i=8637, err2=1.63194e+06, errA = 55.7059
i=8638, err2=539451, errA = 55.7014
i=8639, err2=1.51527e+06, errA = 55.6908
i=8640, err2=804049, errA = 55.686
i=8641, err2=979828, errA = 55.6762
i=8642, err2=1.22505e+06, errA = 55.6713
i=8643, err2=1.24353e+06, errA = 55.6651
i=8644, err2=706775, errA = 55.6584
i=8645, err2=550605, errA = 55.6541
i=8646, err2=925923, errA = 55.6504
i=8647, err2=5.40652e+06, errA = 55.6407
i=8648, err2=1.44872e+07, errA = 55.5203
i=8649, err2=1.02872e+07, errA = 55.4133
i=8650, err2=1.63547e+06, errA = 55.3914
i=8651, err2=1.13798e+06, errA = 55.3757
i=8652, err2=1.84794e+06, errA = 55.3677
i=8653, err2=1.91611e+06, errA = 55.3582
i=8654, err2=2.48491e+06, errA = 55.3367
i=8655, err2=1.92166e+06, errA = 55.3203
i=8656, err2=1.23125e+06, errA = 55.3087
i=8657, err2=1.08949e+06, errA = 55.2981
i=8658, err2=2.23664e+06, errA = 55.2902
i=8659, err2=211022, errA = 55.2844
i=8660, err2=337665, errA = 55.2832
i=8661, err2=1.05404e+06, errA = 55.2743
i=8662, err2=2.83959e+06, errA = 55.2647
i=8663, err2=2.45258e+06, errA = 55.2437
i=8664, err2=1.4525e+06, errA = 55.2212
i=8665, err2=1.32477e+06, errA = 55.2171
