Avgstr = 9.5992863194935936
CG Iteration #1, relres 0.9990868359934196
CG Iteration #2, relres 0.9979260791070405
CG Iteration #3, relres 0.9913053546981418
CG Iteration #4, relres 0.9832030492686789
CG Iteration #5, relres 0.9549748637684677
CG Iteration #6, relres 0.9322363203472638
CG Iteration #7, relres 0.8977259572847501
CG Iteration #8, relres 0.8623044699996565
CG Iteration #9, relres 0.8198039170365092
CG Iteration #10, relres 0.7789332095154570
CG Iteration #11, relres 0.7303942106071346
CG Iteration #12, relres 0.6727707713469894
CG Iteration #13, relres 0.6698368726447964
CG Iteration #14, relres 0.6276784444716277
CG Iteration #15, relres 0.5569940980734834
CG Iteration #16, relres 0.5071878885937072
CG Iteration #17, relres 0.4514946849163534
CG Iteration #18, relres 0.4086279219570810
CG Iteration #19, relres 0.3712302793579572
CG Iteration #20, relres 0.3539320715405840
CG Iteration #21, relres 0.3259949912539858
CG Iteration #22, relres 0.3231443821875623
CG Iteration #23, relres 0.2961429651840785
CG Iteration #24, relres 0.2664902074074155
CG Iteration #25, relres 0.2358803561312456
CG Iteration #26, relres 0.2284944361059649
CG Iteration #27, relres 0.2122137911380387
CG Iteration #28, relres 0.1907499629677107
CG Iteration #29, relres 0.1731661183304377
CG Iteration #30, relres 0.1550949553386716
CG Iteration #31, relres 0.1541533206594580
CG Iteration #32, relres 0.1477246050371852
CG Iteration #33, relres 0.1370336931198488
CG Iteration #34, relres 0.1244931008022766
CG Iteration #35, relres 0.1186546931810920
CG Iteration #36, relres 0.1066407579106156
CG Iteration #37, relres 0.0994850961864444
CG Iteration #38, relres 0.0947001205754757
CG Iteration #39, relres 0.0855136602706049
CG Iteration #40, relres 0.0783476504292213
CG Iteration #41, relres 0.0766580251748273
CG Iteration #42, relres 0.0697253592783543
CG Iteration #43, relres 0.0670195608790329
CG Iteration #44, relres 0.0619633262680871
CG Iteration #45, relres 0.0553433043891095
CG Iteration #46, relres 0.0538371165180572
CG Iteration #47, relres 0.0500691548433167
CG Iteration #48, relres 0.0452807250363602
CG Iteration #49, relres 0.0420899014804877
CG Iteration #50, relres 0.0415668870822815
CG Iteration #51, relres 0.0370759489442373
CG Iteration #52, relres 0.0362770784937409
CG Iteration #53, relres 0.0331509032730463
CG Iteration #54, relres 0.0305425700196450
CG Iteration #55, relres 0.0299087637924425
CG Iteration #56, relres 0.0278138020850761
CG Iteration #57, relres 0.0263071298807965
CG Iteration #58, relres 0.0251543875655357
CG Iteration #59, relres 0.0249084032668535
CG Iteration #60, relres 0.0238756360976830
CG Iteration #61, relres 0.0219180961102726
CG Iteration #62, relres 0.0198585522906226
CG Iteration #63, relres 0.0190061564172111
CG Iteration #64, relres 0.0172573106817215
CG Iteration #65, relres 0.0166773960355800
CG Iteration #66, relres 0.0157286039814821
CG Iteration #67, relres 0.0143250135483669
CG Iteration #68, relres 0.0142482046153731
CG Iteration #69, relres 0.0141234160644072
CG Iteration #70, relres 0.0128147355916133
CG Iteration #71, relres 0.0124947761763353
CG Iteration #72, relres 0.0115572640252165
CG Iteration #73, relres 0.0110570078146288
CG Iteration #74, relres 0.0101928069241913
CG Iteration #75, relres 0.0090518360174445
CG Iteration #76, relres 0.0086249076476257
CG Iteration #77, relres 0.0082107907722000
CG Iteration #78, relres 0.0081008513920734
CG Iteration #79, relres 0.0072422814089524
CG Iteration #80, relres 0.0069623328884283
CG Iteration #81, relres 0.0067516595865205
CG Iteration #82, relres 0.0062718602164563
CG Iteration #83, relres 0.0061413793820532
CG Iteration #84, relres 0.0057121760003987
CG Iteration #85, relres 0.0054478642990163
CG Iteration #86, relres 0.0053489371543899
CG Iteration #87, relres 0.0051215013195144
CG Iteration #88, relres 0.0048480757363742
CG Iteration #89, relres 0.0043880570000123
CG Iteration #90, relres 0.0039808427160546
CG Iteration #91, relres 0.0037712753687730
CG Iteration #92, relres 0.0034338885016128
CG Iteration #93, relres 0.0032156571946028
CG Iteration #94, relres 0.0031280220345338
CG Iteration #95, relres 0.0029933730057633
CG Iteration #96, relres 0.0028745942634813
CG Iteration #97, relres 0.0026853388293757
CG Iteration #98, relres 0.0025870214931864
CG Iteration #99, relres 0.0025602503611622
CG Iteration #100, relres 0.0023968394095227
CG Iteration #101, relres 0.0023175872041295
CG Iteration #102, relres 0.0020982432534917
CG Iteration #103, relres 0.0020856693964386
CG Iteration #104, relres 0.0019997573242011
CG Iteration #105, relres 0.0019257184813435
CG Iteration #106, relres 0.0017626463640577
CG Iteration #107, relres 0.0017238925193604
CG Iteration #108, relres 0.0015403367738533
CG Iteration #109, relres 0.0014305207466710
CG Iteration #110, relres 0.0013683369429247
CG Iteration #111, relres 0.0013579141408992
CG Iteration #112, relres 0.0012392803738068
CG Iteration #113, relres 0.0011025504369416
CG Iteration #114, relres 0.0010603654791287
CG Iteration #115, relres 0.0010413547307232
CG Iteration #116, relres 0.0009354590469081
