Avgstr = 18.8267828034013220
CG Iteration #1, relres 0.9991302619392732
CG Iteration #2, relres 0.9981141790709617
CG Iteration #3, relres 0.9963031098259503
CG Iteration #4, relres 0.9935671734689677
CG Iteration #5, relres 0.9903922571666335
CG Iteration #6, relres 0.9819550339869154
CG Iteration #7, relres 0.9745975628799143
CG Iteration #8, relres 0.9654579821105747
CG Iteration #9, relres 0.9568679049540372
CG Iteration #10, relres 0.9449577618458312
CG Iteration #11, relres 0.9314777702463759
CG Iteration #12, relres 0.9158895155207261
CG Iteration #13, relres 0.8989564445218586
CG Iteration #14, relres 0.8814075689430694
CG Iteration #15, relres 0.8579468934933300
CG Iteration #16, relres 0.8328681190105036
CG Iteration #17, relres 0.8099924947769860
CG Iteration #18, relres 0.7864348404333474
CG Iteration #19, relres 0.7476045004421896
CG Iteration #20, relres 0.7143760768871493
CG Iteration #21, relres 0.6854633676016622
CG Iteration #22, relres 0.6425854859573955
CG Iteration #23, relres 0.6042919412234118
CG Iteration #24, relres 0.5688692311771990
CG Iteration #25, relres 0.5289004625622538
CG Iteration #26, relres 0.4947592626182399
CG Iteration #27, relres 0.4592757951023217
CG Iteration #28, relres 0.4220134127177856
CG Iteration #29, relres 0.3934533488568732
CG Iteration #30, relres 0.3596669240589441
CG Iteration #31, relres 0.3313593439013915
CG Iteration #32, relres 0.2997798955097545
CG Iteration #33, relres 0.2698981180039100
CG Iteration #34, relres 0.2446192527673154
CG Iteration #35, relres 0.2207999561501000
CG Iteration #36, relres 0.1990643409352195
CG Iteration #37, relres 0.1798551051474391
CG Iteration #38, relres 0.1641064826431870
CG Iteration #39, relres 0.1488066998805440
CG Iteration #40, relres 0.1365745862975312
CG Iteration #41, relres 0.1228490662314840
CG Iteration #42, relres 0.1096676765733622
CG Iteration #43, relres 0.0998797079976706
CG Iteration #44, relres 0.0917518876272379
CG Iteration #45, relres 0.0837439948057990
CG Iteration #46, relres 0.0793594227922007
CG Iteration #47, relres 0.0769689374735890
CG Iteration #48, relres 0.0697316767418682
CG Iteration #49, relres 0.0644260200910868
CG Iteration #50, relres 0.0583982276403473
CG Iteration #51, relres 0.0530634599739927
