iter=10      res2=0.706046      err2=0.663183      errA=0.675366
iter=20      res2=0.355919      err2=0.390868      errA=0.354582
iter=30      res2=0.150038      err2=0.170897      errA=0.154577
iter=40      res2=0.0684167      err2=0.0809842      errA=0.0719257
iter=50      res2=0.0319252      err2=0.0377478      errA=0.0339332
iter=60      res2=0.0152765      err2=0.0186837      errA=0.0164814
iter=70      res2=0.0064332      err2=0.00787913      errA=0.0069389
iter=80      res2=0.0030585      err2=0.00362234      errA=0.00323728
iter=90      res2=0.00147307      err2=0.00174099      errA=0.00155373
iter=100      res2=0.000697199      err2=0.000830095      errA=0.000733946
iter=110      res2=0.000330878      err2=0.000390507      errA=0.000347151
iter=120      res2=0.000149351      err2=0.000178966      errA=0.00015764
iter=130      res2=7.01791e-05      err2=8.53054e-05      errA=7.46147e-05
iter=140      res2=3.29292e-05      err2=3.8771e-05      errA=3.44779e-05
iter=150      res2=1.43735e-05      err2=1.63448e-05      errA=1.47087e-05
iter=160      res2=6.40683e-06      err2=7.48439e-06      errA=6.62333e-06
iter=170      res2=3.52207e-06      err2=3.98096e-06      errA=3.58342e-06
iter=180      res2=1.71125e-06      err2=2.29304e-06      errA=1.62364e-06
iter=190      res2=1.33223e-06      err2=1.21857e-06      errA=1.17792e-06
