Avgstr = 19.9899571669046665
CG Iteration #1, relres 0.9995603924693556
CG Iteration #2, relres 0.9985414483479872
CG Iteration #3, relres 0.9975177074675887
CG Iteration #4, relres 0.9950012376380499
CG Iteration #5, relres 0.9932277050446291
CG Iteration #6, relres 0.9896782127590780
CG Iteration #7, relres 0.9877861716773755
CG Iteration #8, relres 0.9829080278510564
CG Iteration #9, relres 0.9794961774540344
CG Iteration #10, relres 0.9750530288449566
CG Iteration #11, relres 0.9686879846533039
CG Iteration #12, relres 0.9622895076984140
CG Iteration #13, relres 0.9522426678195001
CG Iteration #14, relres 0.9437332097215383
CG Iteration #15, relres 0.9346958592647349
CG Iteration #16, relres 0.9238055298978327
CG Iteration #17, relres 0.9156616182679539
CG Iteration #18, relres 0.9122956429407177
CG Iteration #19, relres 0.9068681649203455
CG Iteration #20, relres 0.8943599250624662
CG Iteration #21, relres 0.8842424253637352
CG Iteration #22, relres 0.8710194171390061
CG Iteration #23, relres 0.8681128944121970
CG Iteration #24, relres 0.8533168352685367
CG Iteration #25, relres 0.8474637045969990
CG Iteration #26, relres 0.8392524980659429
CG Iteration #27, relres 0.8324315668953376
CG Iteration #28, relres 0.8263387524412721
CG Iteration #29, relres 0.8124826988248938
CG Iteration #30, relres 0.7988052598438864
CG Iteration #31, relres 0.7952858842657460
CG Iteration #32, relres 0.7820801609910669
CG Iteration #33, relres 0.7692359553258054
CG Iteration #34, relres 0.7609048693349006
CG Iteration #35, relres 0.7543532635123308
CG Iteration #36, relres 0.7413753080664912
CG Iteration #37, relres 0.7299551019839973
CG Iteration #38, relres 0.7143859211954562
CG Iteration #39, relres 0.7027342154319329
CG Iteration #40, relres 0.6967318859948398
CG Iteration #41, relres 0.6944672640050968
CG Iteration #42, relres 0.6803464905628929
CG Iteration #43, relres 0.6772036037726609
CG Iteration #44, relres 0.6690016965467385
CG Iteration #45, relres 0.6635230266488448
CG Iteration #46, relres 0.6605289721873555
CG Iteration #47, relres 0.6503999906392279
CG Iteration #48, relres 0.6442886961166205
CG Iteration #49, relres 0.6341771872158696
CG Iteration #50, relres 0.6184611058984187
CG Iteration #51, relres 0.6099665277973677
CG Iteration #52, relres 0.6047603823399229
CG Iteration #53, relres 0.5970148999521340
CG Iteration #54, relres 0.5866059823545677
CG Iteration #55, relres 0.5739818599456356
CG Iteration #56, relres 0.5610358971284738
CG Iteration #57, relres 0.5518481582788158
CG Iteration #58, relres 0.5466006631447984
CG Iteration #59, relres 0.5405536318069367
CG Iteration #60, relres 0.5349365372477801
CG Iteration #61, relres 0.5299908093963541
CG Iteration #62, relres 0.5290151765425667
CG Iteration #63, relres 0.5191083032470146
CG Iteration #64, relres 0.5130436404766210
CG Iteration #65, relres 0.5113220170295742
CG Iteration #66, relres 0.4956230666322498
CG Iteration #67, relres 0.4843175677133230
CG Iteration #68, relres 0.4731775311523894
CG Iteration #69, relres 0.4678922283637105
CG Iteration #70, relres 0.4605401336854690
CG Iteration #71, relres 0.4569668117302592
CG Iteration #72, relres 0.4535501170292544
CG Iteration #73, relres 0.4414259352253611
CG Iteration #74, relres 0.4409529162494941
CG Iteration #75, relres 0.4301057207508934
CG Iteration #76, relres 0.4281516634061743
CG Iteration #77, relres 0.4188698885175300
CG Iteration #78, relres 0.4149669207877691
CG Iteration #79, relres 0.4095644734790239
CG Iteration #80, relres 0.3995329354141549
CG Iteration #81, relres 0.3988861629164172
CG Iteration #82, relres 0.3871480833357187
CG Iteration #83, relres 0.3853658695286558
CG Iteration #84, relres 0.3754820625903825
CG Iteration #85, relres 0.3705106460365837
CG Iteration #86, relres 0.3613115110537092
CG Iteration #87, relres 0.3608358792060854
CG Iteration #88, relres 0.3489737465788426
CG Iteration #89, relres 0.3428664083498112
CG Iteration #90, relres 0.3373306852324877
CG Iteration #91, relres 0.3342453214684269
CG Iteration #92, relres 0.3320910807461752
CG Iteration #93, relres 0.3292360596190392
CG Iteration #94, relres 0.3236057986155829
CG Iteration #95, relres 0.3130301241593217
CG Iteration #96, relres 0.3054347589581755
CG Iteration #97, relres 0.3024845811781527
CG Iteration #98, relres 0.2995654211336067
CG Iteration #99, relres 0.2924207722254695
CG Iteration #100, relres 0.2906585644308496
CG Iteration #101, relres 0.2897352441703634
CG Iteration #102, relres 0.2878004443099107
CG Iteration #103, relres 0.2781617474861658
CG Iteration #104, relres 0.2766980453425555
CG Iteration #105, relres 0.2699077194744676
CG Iteration #106, relres 0.2665624957515326
CG Iteration #107, relres 0.2624818268710594
CG Iteration #108, relres 0.2565399524812988
CG Iteration #109, relres 0.2536541933110749
CG Iteration #110, relres 0.2483541092468015
CG Iteration #111, relres 0.2463096532301905
CG Iteration #112, relres 0.2394091334157599
CG Iteration #113, relres 0.2387067789309999
CG Iteration #114, relres 0.2362839124349353
CG Iteration #115, relres 0.2321435926961921
CG Iteration #116, relres 0.2269229069670688
CG Iteration #117, relres 0.2262680833230928
CG Iteration #118, relres 0.2195835621421328
CG Iteration #119, relres 0.2129503098741284
CG Iteration #120, relres 0.2119728524747741
CG Iteration #121, relres 0.2096816644068058
CG Iteration #122, relres 0.2050948009120035
CG Iteration #123, relres 0.2011686725639573
CG Iteration #124, relres 0.1938971206735804
CG Iteration #125, relres 0.1896647693743166
CG Iteration #126, relres 0.1882856423202954
CG Iteration #127, relres 0.1871111835348542
CG Iteration #128, relres 0.1865785008575371
CG Iteration #129, relres 0.1836994664176463
CG Iteration #130, relres 0.1802592310512590
CG Iteration #131, relres 0.1778991312021540
CG Iteration #132, relres 0.1761319267418685
CG Iteration #133, relres 0.1756910149819477
CG Iteration #134, relres 0.1716272906479923
CG Iteration #135, relres 0.1692392141221307
CG Iteration #136, relres 0.1641847749042883
CG Iteration #137, relres 0.1605059602077198
CG Iteration #138, relres 0.1576801072068940
CG Iteration #139, relres 0.1561487415577237
CG Iteration #140, relres 0.1550092951731112
CG Iteration #141, relres 0.1529832372111650
CG Iteration #142, relres 0.1523593091794370
CG Iteration #143, relres 0.1499780530028044
CG Iteration #144, relres 0.1484632257917097
CG Iteration #145, relres 0.1440514676632647
CG Iteration #146, relres 0.1437485773382645
CG Iteration #147, relres 0.1385409647849442
CG Iteration #148, relres 0.1374855603506503
CG Iteration #149, relres 0.1331174164627278
CG Iteration #150, relres 0.1328645838956462
CG Iteration #151, relres 0.1305880847988411
CG Iteration #152, relres 0.1266505415893480
CG Iteration #153, relres 0.1263283914723682
CG Iteration #154, relres 0.1231042338021551
CG Iteration #155, relres 0.1216873047189474
CG Iteration #156, relres 0.1205730729377187
CG Iteration #157, relres 0.1184324957526811
CG Iteration #158, relres 0.1172919766087633
CG Iteration #159, relres 0.1157707824015640
CG Iteration #160, relres 0.1145400022551085
CG Iteration #161, relres 0.1112077305562394
CG Iteration #162, relres 0.1094399509341271
CG Iteration #163, relres 0.1090265809446744
CG Iteration #164, relres 0.1068429440448863
CG Iteration #165, relres 0.1055678383851492
CG Iteration #166, relres 0.1046493156751504
CG Iteration #167, relres 0.1041957421145318
CG Iteration #168, relres 0.1011854992714064
CG Iteration #169, relres 0.1001429627569650
CG Iteration #170, relres 0.0994173872033287
CG Iteration #171, relres 0.0968426618919522
CG Iteration #172, relres 0.0957483384480990
CG Iteration #173, relres 0.0949069850402191
CG Iteration #174, relres 0.0930369565070310
CG Iteration #175, relres 0.0924541521408711
CG Iteration #176, relres 0.0906819751498532
CG Iteration #177, relres 0.0888673237941233
CG Iteration #178, relres 0.0877457379379084
CG Iteration #179, relres 0.0866804566612992
CG Iteration #180, relres 0.0864508370601638
CG Iteration #181, relres 0.0846001711951085
CG Iteration #182, relres 0.0837521881607856
CG Iteration #183, relres 0.0836167563441637
CG Iteration #184, relres 0.0820132653821598
CG Iteration #185, relres 0.0798634366501649
CG Iteration #186, relres 0.0795608959382990
CG Iteration #187, relres 0.0789694003944827
CG Iteration #188, relres 0.0777457462575884
CG Iteration #189, relres 0.0758110369937024
CG Iteration #190, relres 0.0733072118794146
CG Iteration #191, relres 0.0725605765455213
CG Iteration #192, relres 0.0703190995264986
CG Iteration #193, relres 0.0690713769753580
CG Iteration #194, relres 0.0687886934995355
CG Iteration #195, relres 0.0685528833322817
CG Iteration #196, relres 0.0672841503140451
CG Iteration #197, relres 0.0667445969083471
CG Iteration #198, relres 0.0664300708874622
CG Iteration #199, relres 0.0653801105485401
CG Iteration #200, relres 0.0634368075955407
CG Iteration #201, relres 0.0627878086066207
CG Iteration #202, relres 0.0605959852001224
CG Iteration #203, relres 0.0603851302631923
CG Iteration #204, relres 0.0600962940650874
CG Iteration #205, relres 0.0582984343128678
CG Iteration #206, relres 0.0579400993324022
CG Iteration #207, relres 0.0567304867110064
CG Iteration #208, relres 0.0561938286114587
CG Iteration #209, relres 0.0546926333569255
CG Iteration #210, relres 0.0532515027462554
CG Iteration #211, relres 0.0522846442197083
CG Iteration #212, relres 0.0520901226987750
CG Iteration #213, relres 0.0518139321673516
CG Iteration #214, relres 0.0506690349707741
CG Iteration #215, relres 0.0502547079995624
CG Iteration #216, relres 0.0491372837727799
CG Iteration #217, relres 0.0487548124408166
CG Iteration #218, relres 0.0475394479525462
CG Iteration #219, relres 0.0471771569233339
CG Iteration #220, relres 0.0463162973978717
CG Iteration #221, relres 0.0460027684484409
CG Iteration #222, relres 0.0455426809433427
CG Iteration #223, relres 0.0450732089998624
CG Iteration #224, relres 0.0443805335136645
CG Iteration #225, relres 0.0430045064799831
CG Iteration #226, relres 0.0425500136299146
CG Iteration #227, relres 0.0412124911602779
CG Iteration #228, relres 0.0407539871852262
CG Iteration #229, relres 0.0400946632073799
CG Iteration #230, relres 0.0399581011487735
CG Iteration #231, relres 0.0386063282881684
CG Iteration #232, relres 0.0385293598630146
CG Iteration #233, relres 0.0381437484776180
CG Iteration #234, relres 0.0379750100634349
CG Iteration #235, relres 0.0369398022089577
CG Iteration #236, relres 0.0366909845061910
CG Iteration #237, relres 0.0362340818890495
CG Iteration #238, relres 0.0355474856477531
CG Iteration #239, relres 0.0351019821073582
CG Iteration #240, relres 0.0349220826625999
CG Iteration #241, relres 0.0346536047396511
CG Iteration #242, relres 0.0339170136907736
CG Iteration #243, relres 0.0331825261289595
CG Iteration #244, relres 0.0330433410134932
CG Iteration #245, relres 0.0320443679478924
CG Iteration #246, relres 0.0311857641498946
CG Iteration #247, relres 0.0311444239190314
CG Iteration #248, relres 0.0308379904722995
CG Iteration #249, relres 0.0303995147666928
CG Iteration #250, relres 0.0298081542102036
CG Iteration #251, relres 0.0289326768439181
CG Iteration #252, relres 0.0285373716243873
CG Iteration #253, relres 0.0274923584272030
CG Iteration #254, relres 0.0271865010284582
CG Iteration #255, relres 0.0265937051358237
CG Iteration #256, relres 0.0264340639245087
CG Iteration #257, relres 0.0263516180394380
CG Iteration #258, relres 0.0258934770401245
CG Iteration #259, relres 0.0256679688669648
CG Iteration #260, relres 0.0255679414191614
CG Iteration #261, relres 0.0250565688535849
CG Iteration #262, relres 0.0242897681816066
CG Iteration #263, relres 0.0235304571694369
CG Iteration #264, relres 0.0234461306556376
CG Iteration #265, relres 0.0229755599003349
CG Iteration #266, relres 0.0224527683231973
CG Iteration #267, relres 0.0221988122627005
CG Iteration #268, relres 0.0219465977211678
CG Iteration #269, relres 0.0218212655497225
CG Iteration #270, relres 0.0216064635932023
CG Iteration #271, relres 0.0212854164646527
CG Iteration #272, relres 0.0209411244757443
CG Iteration #273, relres 0.0206404306742543
CG Iteration #274, relres 0.0204993498335133
CG Iteration #275, relres 0.0203371561120215
CG Iteration #276, relres 0.0202696560773248
CG Iteration #277, relres 0.0198185751251684
CG Iteration #278, relres 0.0194462500471151
CG Iteration #279, relres 0.0192185602069093
CG Iteration #280, relres 0.0190777232885783
CG Iteration #281, relres 0.0184697006451243
CG Iteration #282, relres 0.0184356034279773
CG Iteration #283, relres 0.0179923213311484
CG Iteration #284, relres 0.0172910524237902
CG Iteration #285, relres 0.0169936795160710
CG Iteration #286, relres 0.0169648817924636
CG Iteration #287, relres 0.0167152381570948
CG Iteration #288, relres 0.0165798571059523
CG Iteration #289, relres 0.0162113802637416
CG Iteration #290, relres 0.0159435888590118
CG Iteration #291, relres 0.0153699716210101
CG Iteration #292, relres 0.0153283902445024
CG Iteration #293, relres 0.0151788864973572
CG Iteration #294, relres 0.0147595015532132
CG Iteration #295, relres 0.0146292602783689
CG Iteration #296, relres 0.0143162744287616
CG Iteration #297, relres 0.0142451125461704
CG Iteration #298, relres 0.0142107633239182
CG Iteration #299, relres 0.0138000502957444
CG Iteration #300, relres 0.0137594652610991
CG Iteration #301, relres 0.0136115809769659
CG Iteration #302, relres 0.0133431758407579
CG Iteration #303, relres 0.0130201024119100
CG Iteration #304, relres 0.0129011300196954
CG Iteration #305, relres 0.0127697714979897
CG Iteration #306, relres 0.0127249872376344
CG Iteration #307, relres 0.0126171791385839
CG Iteration #308, relres 0.0122487474083865
CG Iteration #309, relres 0.0119536832280071
CG Iteration #310, relres 0.0119397709132251
CG Iteration #311, relres 0.0113946266998082
CG Iteration #312, relres 0.0113783602046150
CG Iteration #313, relres 0.0113312576172159
CG Iteration #314, relres 0.0109973844895025
CG Iteration #315, relres 0.0108487563720033
CG Iteration #316, relres 0.0108141717334221
CG Iteration #317, relres 0.0107220440401372
CG Iteration #318, relres 0.0105084706668699
CG Iteration #319, relres 0.0103932648999685
CG Iteration #320, relres 0.0101977449729806
CG Iteration #321, relres 0.0100137820120566
CG Iteration #322, relres 0.0097624088748704
CG Iteration #323, relres 0.0095294231439235
CG Iteration #324, relres 0.0094750090283544
CG Iteration #325, relres 0.0094524835527509
CG Iteration #326, relres 0.0094007516443317
CG Iteration #327, relres 0.0093148867335249
CG Iteration #328, relres 0.0089894534374067
CG Iteration #329, relres 0.0089653740595464
CG Iteration #330, relres 0.0087314407110718
CG Iteration #331, relres 0.0084570958349360
CG Iteration #332, relres 0.0082368734112708
CG Iteration #333, relres 0.0082142538963181
CG Iteration #334, relres 0.0078832544602281
CG Iteration #335, relres 0.0078226982296377
CG Iteration #336, relres 0.0076276395024114
CG Iteration #337, relres 0.0075958362364427
CG Iteration #338, relres 0.0075455093614327
CG Iteration #339, relres 0.0074708323969737
CG Iteration #340, relres 0.0073628789195655
CG Iteration #341, relres 0.0072050640342833
CG Iteration #342, relres 0.0071520407927198
CG Iteration #343, relres 0.0069861803925012
CG Iteration #344, relres 0.0069521969805830
CG Iteration #345, relres 0.0069191704632996
CG Iteration #346, relres 0.0067676444267439
CG Iteration #347, relres 0.0065782263267709
CG Iteration #348, relres 0.0065114578389982
CG Iteration #349, relres 0.0064459101428353
CG Iteration #350, relres 0.0063907547463963
CG Iteration #351, relres 0.0063212685603433
CG Iteration #352, relres 0.0061940793585212
CG Iteration #353, relres 0.0061130580001588
CG Iteration #354, relres 0.0059900976690873
CG Iteration #355, relres 0.0057813908653864
CG Iteration #356, relres 0.0057459228126228
CG Iteration #357, relres 0.0055042528343547
CG Iteration #358, relres 0.0054810148544989
CG Iteration #359, relres 0.0054280176417249
CG Iteration #360, relres 0.0053780617047752
CG Iteration #361, relres 0.0053107037887008
CG Iteration #362, relres 0.0052981846473487
CG Iteration #363, relres 0.0051823768614668
CG Iteration #364, relres 0.0051048415019226
CG Iteration #365, relres 0.0050249589324382
CG Iteration #366, relres 0.0048329961700361
CG Iteration #367, relres 0.0047933808069199
CG Iteration #368, relres 0.0047799682663006
CG Iteration #369, relres 0.0047438693535173
CG Iteration #370, relres 0.0046367657087057
CG Iteration #371, relres 0.0045595849439664
CG Iteration #372, relres 0.0044910804445085
CG Iteration #373, relres 0.0043507774592010
CG Iteration #374, relres 0.0043209166911999
CG Iteration #375, relres 0.0042481894871130
CG Iteration #376, relres 0.0041866204791958
CG Iteration #377, relres 0.0041051184316025
CG Iteration #378, relres 0.0040806424308176
CG Iteration #379, relres 0.0040544539006898
CG Iteration #380, relres 0.0039993039736117
CG Iteration #381, relres 0.0039569393528749
CG Iteration #382, relres 0.0039446399019028
CG Iteration #383, relres 0.0037940663358484
CG Iteration #384, relres 0.0037130164181527
CG Iteration #385, relres 0.0036995897448935
CG Iteration #386, relres 0.0036888435487680
CG Iteration #387, relres 0.0036247512791101
CG Iteration #388, relres 0.0035967791148039
CG Iteration #389, relres 0.0034997254180342
CG Iteration #390, relres 0.0034591902286722
CG Iteration #391, relres 0.0033640285552873
CG Iteration #392, relres 0.0033232345406132
CG Iteration #393, relres 0.0032356293625297
CG Iteration #394, relres 0.0031923105123474
CG Iteration #395, relres 0.0031737250834249
CG Iteration #396, relres 0.0031062913949590
CG Iteration #397, relres 0.0030306954738742
CG Iteration #398, relres 0.0030224297580202
CG Iteration #399, relres 0.0029983189007008
CG Iteration #400, relres 0.0029877225741063
CG Iteration #401, relres 0.0029327761203047
CG Iteration #402, relres 0.0029080237228383
CG Iteration #403, relres 0.0028681596428073
CG Iteration #404, relres 0.0028498368778566
CG Iteration #405, relres 0.0028353136287070
CG Iteration #406, relres 0.0027331335656200
CG Iteration #407, relres 0.0026713529874848
CG Iteration #408, relres 0.0026253910250658
CG Iteration #409, relres 0.0026108630042445
CG Iteration #410, relres 0.0025443921807317
CG Iteration #411, relres 0.0024753382914718
CG Iteration #412, relres 0.0024715811315522
CG Iteration #413, relres 0.0024016511646195
CG Iteration #414, relres 0.0023524021529270
CG Iteration #415, relres 0.0022934375191969
CG Iteration #416, relres 0.0022711273131624
CG Iteration #417, relres 0.0022544313453577
CG Iteration #418, relres 0.0022013123068557
CG Iteration #419, relres 0.0021937515107822
CG Iteration #420, relres 0.0021674694881536
CG Iteration #421, relres 0.0021512819431007
CG Iteration #422, relres 0.0021371111921477
CG Iteration #423, relres 0.0020654560887009
CG Iteration #424, relres 0.0020369422329688
CG Iteration #425, relres 0.0020336651276177
CG Iteration #426, relres 0.0020034736067483
CG Iteration #427, relres 0.0019383747061431
CG Iteration #428, relres 0.0019155351979276
CG Iteration #429, relres 0.0018564028771421
