iter=10      res2=0.781741      err2=0.682836      errA=0.730723
iter=310      res2=6.25014e-07      err2=6.43116e-07      errA=5.96478e-07
iter=320      res2=6.28742e-07      err2=6.52046e-07      errA=5.98013e-07
iter=330      res2=6.30073e-07      err2=6.5241e-07      errA=5.99243e-07
iter=340      res2=6.30369e-07      err2=6.52769e-07      errA=5.99726e-07
iter=350      res2=6.30687e-07      err2=6.52801e-07      errA=5.99967e-07
iter=360      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=370      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=380      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=390      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=400      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=410      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=420      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=430      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=440      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=450      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=460      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=470      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=480      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=490      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=500      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=510      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=520      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=530      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=540      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=550      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=560      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=570      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=580      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=590      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=600      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=610      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=620      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=630      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=640      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=650      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=660      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=670      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=680      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=690      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=700      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=710      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=720      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=730      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=740      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=750      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=760      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=770      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=780      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=790      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=800      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=810      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=820      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=830      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=840      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=850      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=860      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=870      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=880      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=890      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=900      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=910      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=920      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=930      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=940      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=950      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=960      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=970      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=980      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
iter=990      res2=6.30669e-07      err2=6.52813e-07      errA=6.00003e-07
