Avgstr = 13.2864932914503111
CG Iteration #1, relres 0.9968034480787609
CG Iteration #2, relres 0.9917366455291519
CG Iteration #3, relres 0.9842467816113154
CG Iteration #4, relres 0.9762788798568776
CG Iteration #5, relres 0.9664206145999158
CG Iteration #6, relres 0.9563305425541121
CG Iteration #7, relres 0.9473297664472562
CG Iteration #8, relres 0.9365259116369034
CG Iteration #9, relres 0.9253402677359984
CG Iteration #10, relres 0.9136961029011375
CG Iteration #11, relres 0.9016570383889514
CG Iteration #12, relres 0.8927812999081759
CG Iteration #13, relres 0.8794189097394066
CG Iteration #14, relres 0.8668478663553132
CG Iteration #15, relres 0.8540643757595158
CG Iteration #16, relres 0.8410417177331778
CG Iteration #17, relres 0.8296862054615897
CG Iteration #18, relres 0.8171409059947476
CG Iteration #19, relres 0.8051955843104628
CG Iteration #20, relres 0.7895962480521606
CG Iteration #21, relres 0.7784586192159987
CG Iteration #22, relres 0.7651070029397030
CG Iteration #23, relres 0.7506074670033660
CG Iteration #24, relres 0.7376620077937637
CG Iteration #25, relres 0.7230683998729170
CG Iteration #26, relres 0.7103332296915279
CG Iteration #27, relres 0.7011078664900062
CG Iteration #28, relres 0.6949577956439001
CG Iteration #29, relres 0.6822181820370018
CG Iteration #30, relres 0.6681508948708587
CG Iteration #31, relres 0.6550175536103724
CG Iteration #32, relres 0.6426209798049374
CG Iteration #33, relres 0.6380037387754602
CG Iteration #34, relres 0.6257910181050105
CG Iteration #35, relres 0.6128725286194252
CG Iteration #36, relres 0.5990783341036220
CG Iteration #37, relres 0.5877360522936973
CG Iteration #38, relres 0.5800289592584781
CG Iteration #39, relres 0.5701397506755929
CG Iteration #40, relres 0.5550907749791866
CG Iteration #41, relres 0.5494132579319256
CG Iteration #42, relres 0.5386703019371476
CG Iteration #43, relres 0.5229501007655000
CG Iteration #44, relres 0.5104600742692278
CG Iteration #45, relres 0.5003975665123696
CG Iteration #46, relres 0.4947602028111904
CG Iteration #47, relres 0.4808074277240379
