Avgstr = 7.9195228825795159
CG Iteration #1, relres 0.9971903105175289
CG Iteration #2, relres 0.9925392872860276
CG Iteration #3, relres 0.9837718102977033
CG Iteration #4, relres 0.9659243461312383
CG Iteration #5, relres 0.9484380441668827
CG Iteration #6, relres 0.9279895487796597
CG Iteration #7, relres 0.9097321470791248
CG Iteration #8, relres 0.8819792784053384
CG Iteration #9, relres 0.8545642044138871
CG Iteration #10, relres 0.8218299797073134
CG Iteration #11, relres 0.7798903773298077
CG Iteration #12, relres 0.7446887362741006
CG Iteration #13, relres 0.7077136728673571
CG Iteration #14, relres 0.6698894102355658
CG Iteration #15, relres 0.6303542452996367
CG Iteration #16, relres 0.6004615526594547
CG Iteration #17, relres 0.5681719866337145
CG Iteration #18, relres 0.5322223383098142
CG Iteration #19, relres 0.5067883760673176
CG Iteration #20, relres 0.4888789524812436
CG Iteration #21, relres 0.4723678691409109
CG Iteration #22, relres 0.4382919894966543
CG Iteration #23, relres 0.4148125871789888
CG Iteration #24, relres 0.4085646789322385
CG Iteration #25, relres 0.3905139686047122
CG Iteration #26, relres 0.3557377555675729
CG Iteration #27, relres 0.3475188582257889
CG Iteration #28, relres 0.3277232101142486
CG Iteration #29, relres 0.3073742157009191
CG Iteration #30, relres 0.2820858281354366
CG Iteration #31, relres 0.2605434378488237
CG Iteration #32, relres 0.2466905767740587
CG Iteration #33, relres 0.2345577660353806
CG Iteration #34, relres 0.2150400314830571
CG Iteration #35, relres 0.1943026304156476
CG Iteration #36, relres 0.1791590903742196
CG Iteration #37, relres 0.1761225529076799
CG Iteration #38, relres 0.1594609584560055
CG Iteration #39, relres 0.1558789220285216
CG Iteration #40, relres 0.1439281043524265
CG Iteration #41, relres 0.1402885443574819
CG Iteration #42, relres 0.1317525980119495
CG Iteration #43, relres 0.1264643070834483
CG Iteration #44, relres 0.1171111196533900
CG Iteration #45, relres 0.1075970854432063
CG Iteration #46, relres 0.0982162624990738
CG Iteration #47, relres 0.0966259188257496
CG Iteration #48, relres 0.0882075829336845
CG Iteration #49, relres 0.0802621584991811
CG Iteration #50, relres 0.0725128420791771
CG Iteration #51, relres 0.0687172901618843
CG Iteration #52, relres 0.0661315352799507
CG Iteration #53, relres 0.0642187473518042
CG Iteration #54, relres 0.0592424307340650
CG Iteration #55, relres 0.0583313702164473
CG Iteration #56, relres 0.0538978882295573
CG Iteration #57, relres 0.0497216393291590
CG Iteration #58, relres 0.0493607337576668
CG Iteration #59, relres 0.0444963625673813
CG Iteration #60, relres 0.0410840442308088
CG Iteration #61, relres 0.0397073171669691
CG Iteration #62, relres 0.0369614991628021
CG Iteration #63, relres 0.0336554661791455
CG Iteration #64, relres 0.0324417053401733
CG Iteration #65, relres 0.0313420198571762
CG Iteration #66, relres 0.0293329634755763
CG Iteration #67, relres 0.0288954003554071
CG Iteration #68, relres 0.0284410950727225
CG Iteration #69, relres 0.0263663643787955
CG Iteration #70, relres 0.0244548243767604
CG Iteration #71, relres 0.0230646155475212
CG Iteration #72, relres 0.0213924888559181
CG Iteration #73, relres 0.0205215852100370
CG Iteration #74, relres 0.0188213063265511
CG Iteration #75, relres 0.0186677352621635
CG Iteration #76, relres 0.0177080555382241
CG Iteration #77, relres 0.0164688090366405
CG Iteration #78, relres 0.0159309764702533
CG Iteration #79, relres 0.0151117109128023
CG Iteration #80, relres 0.0137576905307586
CG Iteration #81, relres 0.0125098484506297
CG Iteration #82, relres 0.0119325245411171
CG Iteration #83, relres 0.0117692410929351
CG Iteration #84, relres 0.0107848128529844
CG Iteration #85, relres 0.0098142742515693
CG Iteration #86, relres 0.0093761322024329
CG Iteration #87, relres 0.0092172978107123
CG Iteration #88, relres 0.0084041487549395
CG Iteration #89, relres 0.0079791687245357
CG Iteration #90, relres 0.0074548687384174
CG Iteration #91, relres 0.0067575701130218
CG Iteration #92, relres 0.0066232275621826
