iter=10      res2=0.99654      err2=1.04802      errA=0.990264
iter=20      res2=0.986552      err2=1.05531      errA=0.970559
iter=30      res2=0.974414      err2=1.05499      errA=0.951928
iter=40      res2=0.955639      err2=1.03893      errA=0.928443
iter=50      res2=0.931526      err2=1.03713      errA=0.901717
iter=60      res2=0.900819      err2=1.04465      errA=0.871161
iter=70      res2=0.876103      err2=1.05597      errA=0.848383
iter=80      res2=0.838464      err2=1.06257      errA=0.815337
iter=90      res2=0.800957      err2=1.06364      errA=0.784336
iter=100      res2=0.766606      err2=1.12194      errA=0.756461
iter=110      res2=0.712687      err2=1.10101      errA=0.713777
iter=120      res2=0.665432      err2=1.05426      errA=0.676578
iter=130      res2=0.618029      err2=1.03798      errA=0.639255
iter=140      res2=0.573737      err2=1.14147      errA=0.604228
iter=150      res2=0.525913      err2=0.995864      errA=0.565874
iter=160      res2=0.482918      err2=0.927777      errA=0.530477
iter=170      res2=0.44231      err2=0.851847      errA=0.496598
iter=180      res2=0.401343      err2=0.832829      errA=0.461587
iter=190      res2=0.361746      err2=0.771251      errA=0.426588
iter=200      res2=0.334181      err2=0.714408      errA=0.401633
iter=210      res2=0.305242      err2=0.686219      errA=0.374536
iter=220      res2=0.27667      err2=0.633435      errA=0.347141
iter=230      res2=0.253935      err2=0.617029      errA=0.324621
iter=240      res2=0.234493      err2=0.583278      errA=0.304871
iter=250      res2=0.210591      err2=0.519086      errA=0.279922
iter=260      res2=0.195835      err2=0.488655      errA=0.264004
iter=270      res2=0.178334      err2=0.473411      errA=0.244705
iter=280      res2=0.166061      err2=0.447531      errA=0.230912
iter=290      res2=0.149027      err2=0.417434      errA=0.210986
iter=300      res2=0.137652      err2=0.3907      errA=0.197353
iter=310      res2=0.126109      err2=0.368581      errA=0.183346
iter=320      res2=0.116303      err2=0.337802      errA=0.171093
iter=330      res2=0.109208      err2=0.324844      errA=0.161947
iter=340      res2=0.100686      err2=0.297255      errA=0.150912
iter=350      res2=0.0918693      err2=0.276784      errA=0.139385
iter=360      res2=0.0857109      err2=0.264441      errA=0.131123
iter=370      res2=0.0787517      err2=0.246541      errA=0.121614
iter=380      res2=0.0735001      err2=0.227474      errA=0.114294
iter=390      res2=0.0680258      err2=0.223854      errA=0.106629
iter=400      res2=0.063271      err2=0.198444      errA=0.0997682
iter=410      res2=0.0593739      err2=0.184293      errA=0.0941227
iter=420      res2=0.0553031      err2=0.170974      errA=0.0881174
iter=430      res2=0.0515641      err2=0.162187      errA=0.0826395
iter=440      res2=0.0485682      err2=0.157625      errA=0.0781995
iter=450      res2=0.0449386      err2=0.150178      errA=0.072765
iter=460      res2=0.042261      err2=0.136365      errA=0.0686848
iter=470      res2=0.0395209      err2=0.130004      errA=0.064555
iter=480      res2=0.0370975      err2=0.122109      errA=0.0608147
iter=490      res2=0.0342154      err2=0.113128      errA=0.0563888
iter=500      res2=0.0322512      err2=0.10431      errA=0.0533434
iter=510      res2=0.0302273      err2=0.0987524      errA=0.0501803
iter=520      res2=0.028386      err2=0.0922732      errA=0.0472915
iter=530      res2=0.0264624      err2=0.0880264      errA=0.0442818
iter=540      res2=0.0246572      err2=0.0824795      errA=0.0414024
iter=550      res2=0.0233509      err2=0.077446      errA=0.0393118
iter=560      res2=0.0217239      err2=0.071703      errA=0.036709
iter=570      res2=0.0202292      err2=0.0683644      errA=0.0342662
iter=580      res2=0.0189353      err2=0.063383      errA=0.0321649
iter=590      res2=0.017724      err2=0.0607301      errA=0.0301713
iter=600      res2=0.0166584      err2=0.0566108      errA=0.0284266
iter=610      res2=0.0156842      err2=0.0533397      errA=0.0267899
iter=620      res2=0.0146786      err2=0.0501342      errA=0.0250974
iter=630      res2=0.0137506      err2=0.0463494      errA=0.0235271
iter=640      res2=0.0129407      err2=0.0436012      errA=0.0221667
iter=650      res2=0.0122585      err2=0.0410273      errA=0.0210145
iter=660      res2=0.0115084      err2=0.0407065      errA=0.0197505
iter=670      res2=0.0108753      err2=0.0374126      errA=0.0186798
iter=680      res2=0.0101847      err2=0.0358955      errA=0.0175281
iter=690      res2=0.0095739      err2=0.0333912      errA=0.0164982
iter=700      res2=0.00897143      err2=0.0315984      errA=0.0154892
iter=710      res2=0.00842981      err2=0.0296764      errA=0.0145783
iter=720      res2=0.00788389      err2=0.0279302      errA=0.0136587
iter=730      res2=0.00746355      err2=0.0258427      errA=0.0129475
iter=740      res2=0.0070468      err2=0.0240306      errA=0.0122389
iter=750      res2=0.00650952      err2=0.0229848      errA=0.0113207
iter=760      res2=0.00614664      err2=0.0214447      errA=0.0106941
iter=770      res2=0.00578413      err2=0.019805      errA=0.0100738
iter=780      res2=0.00547496      err2=0.019492      errA=0.00954468
iter=790      res2=0.00514014      err2=0.0178488      errA=0.00897531
iter=800      res2=0.00487312      err2=0.0168179      errA=0.0085184
iter=810      res2=0.0045053      err2=0.0159102      errA=0.0078884
iter=820      res2=0.00425621      err2=0.0149666      errA=0.00746317
iter=830      res2=0.00400122      err2=0.0139458      errA=0.00702515
iter=840      res2=0.00373649      err2=0.013305      errA=0.00656845
iter=850      res2=0.00349649      err2=0.0122634      errA=0.00615421
iter=860      res2=0.00328921      err2=0.0114387      errA=0.00579453
iter=870      res2=0.00312607      err2=0.0110023      errA=0.00550938
iter=880      res2=0.0029291      err2=0.0102591      errA=0.00516653
iter=890      res2=0.00274865      err2=0.00997099      errA=0.00485649
iter=900      res2=0.00259758      err2=0.00916484      errA=0.00459759
iter=910      res2=0.00243675      err2=0.0085026      errA=0.0043199
iter=920      res2=0.00227822      err2=0.0081019      errA=0.00404495
iter=930      res2=0.00215299      err2=0.00751774      errA=0.00382624
iter=940      res2=0.00201867      err2=0.00730155      errA=0.00359373
iter=950      res2=0.0019108      err2=0.00698198      errA=0.00340616
iter=960      res2=0.00178317      err2=0.00665451      errA=0.00318244
iter=970      res2=0.00166672      err2=0.00609153      errA=0.00297502
iter=980      res2=0.00156212      err2=0.00574706      errA=0.00279123
iter=990      res2=0.00146702      err2=0.00544568      errA=0.00262156
