iter=10      res2=0.982946      err2=1.14342      errA=0.97632
iter=500      res2=0.00055868      err2=0.00227524      errA=0.00106297
iter=510      res2=0.000487651      err2=0.00203215      errA=0.000928755
iter=520      res2=0.000426115      err2=0.00170356      errA=0.000812402
iter=530      res2=0.000370289      err2=0.0015061      errA=0.000706828
iter=540      res2=0.000322738      err2=0.0012678      errA=0.00061551
iter=550      res2=0.000285541      err2=0.00114669      errA=0.000544502
iter=560      res2=0.000243202      err2=0.000979429      errA=0.000464488
iter=570      res2=0.000214052      err2=0.000857814      errA=0.00040962
iter=580      res2=0.000184127      err2=0.000762065      errA=0.000352943
iter=590      res2=0.000162596      err2=0.000663825      errA=0.000311777
iter=600      res2=0.000141461      err2=0.000576425      errA=0.000271702
iter=610      res2=0.000122051      err2=0.00052877      errA=0.000235232
iter=620      res2=0.000108165      err2=0.000431459      errA=0.00020881
iter=630      res2=9.44445e-05      err2=0.000376841      errA=0.000182465
iter=640      res2=8.22424e-05      err2=0.000332228      errA=0.000159024
iter=650      res2=7.12021e-05      err2=0.00029696      errA=0.000137786
iter=660      res2=6.20959e-05      err2=0.000253042      errA=0.000120459
iter=670      res2=5.41687e-05      err2=0.000216718      errA=0.000105235
iter=680      res2=4.71848e-05      err2=0.000196057      errA=9.1794e-05
iter=690      res2=4.16894e-05      err2=0.00017175      errA=8.12054e-05
iter=700      res2=3.58867e-05      err2=0.000148339      errA=7.00535e-05
iter=710      res2=3.16308e-05      err2=0.000130322      errA=6.18389e-05
iter=720      res2=2.73174e-05      err2=0.000112318      errA=5.35153e-05
iter=730      res2=2.43366e-05      err2=0.000100618      errA=4.77238e-05
iter=740      res2=2.08087e-05      err2=8.87205e-05      errA=4.08486e-05
iter=750      res2=1.82764e-05      err2=7.98174e-05      errA=3.58469e-05
iter=760      res2=1.60245e-05      err2=6.65953e-05      errA=3.14663e-05
iter=770      res2=1.40634e-05      err2=5.9616e-05      errA=2.76548e-05
iter=780      res2=1.21666e-05      err2=5.03121e-05      errA=2.38958e-05
iter=790      res2=1.06605e-05      err2=4.49751e-05      errA=2.09371e-05
iter=800      res2=9.30017e-06      err2=3.9388e-05      errA=1.82866e-05
iter=810      res2=8.07102e-06      err2=3.53473e-05      errA=1.58917e-05
iter=820      res2=7.17454e-06      err2=3.05074e-05      errA=1.41299e-05
iter=830      res2=6.20356e-06      err2=2.57726e-05      errA=1.22303e-05
iter=840      res2=5.47108e-06      err2=2.33228e-05      errA=1.07634e-05
iter=850      res2=4.74637e-06      err2=2.13304e-05      errA=9.35976e-06
iter=860      res2=4.15278e-06      err2=1.87499e-05      errA=8.1606e-06
iter=870      res2=3.65761e-06      err2=1.78729e-05      errA=7.15757e-06
iter=880      res2=3.23471e-06      err2=1.52242e-05      errA=6.32226e-06
iter=890      res2=2.86036e-06      err2=1.46216e-05      errA=5.55683e-06
iter=900      res2=2.57795e-06      err2=1.32288e-05      errA=4.97188e-06
iter=910      res2=2.27283e-06      err2=1.27301e-05      errA=4.37383e-06
iter=920      res2=2.03296e-06      err2=1.23573e-05      errA=3.89182e-06
iter=930      res2=1.8209e-06      err2=1.18258e-05      errA=3.44052e-06
iter=940      res2=1.60666e-06      err2=1.15047e-05      errA=3.05955e-06
iter=950      res2=1.43536e-06      err2=1.08252e-05      errA=2.70924e-06
iter=960      res2=1.32128e-06      err2=1.03431e-05      errA=2.4762e-06
iter=970      res2=1.23813e-06      err2=1.04176e-05      errA=2.29301e-06
iter=980      res2=1.16752e-06      err2=1.01435e-05      errA=2.1284e-06
iter=990      res2=1.10441e-06      err2=9.97905e-06      errA=1.97552e-06
