iter=10      res2=0.991417      err2=1.04816      errA=0.978186
iter=20      res2=0.975538      err2=1.0317      errA=0.945864
iter=30      res2=0.940573      err2=1.03229      errA=0.898906
iter=40      res2=0.895654      err2=0.966383      errA=0.85217
iter=50      res2=0.833379      err2=0.968131      errA=0.796046
iter=60      res2=0.765491      err2=0.931983      errA=0.740597
iter=70      res2=0.675748      err2=1.00371      errA=0.670301
iter=80      res2=0.586812      err2=0.908769      errA=0.60105
iter=90      res2=0.497753      err2=0.879008      errA=0.53074
iter=100      res2=0.425733      err2=0.824424      errA=0.472351
iter=110      res2=0.355013      err2=0.724405      errA=0.411364
iter=120      res2=0.291709      err2=0.637975      errA=0.35404
iter=130      res2=0.234291      err2=0.545008      errA=0.298109
iter=140      res2=0.203282      err2=0.504422      errA=0.266516
iter=150      res2=0.169867      err2=0.439706      errA=0.23062
iter=160      res2=0.143726      err2=0.384219      errA=0.200854
iter=170      res2=0.119996      err2=0.335741      errA=0.172698
iter=180      res2=0.102377      err2=0.291556      errA=0.150813
iter=190      res2=0.0853164      err2=0.251983      errA=0.128809
iter=200      res2=0.0740347      err2=0.225804      errA=0.113693
iter=210      res2=0.0625948      err2=0.191436      errA=0.0978039
iter=220      res2=0.0550314      err2=0.170063      errA=0.0869947
iter=230      res2=0.0476874      err2=0.149817      errA=0.0763404
iter=240      res2=0.0413627      err2=0.131892      errA=0.0668699
iter=250      res2=0.0357093      err2=0.11585      errA=0.058326
iter=260      res2=0.0307051      err2=0.100269      errA=0.0506339
iter=270      res2=0.0274386      err2=0.0884486      errA=0.0455021
iter=280      res2=0.0237282      err2=0.0765693      errA=0.0396269
iter=290      res2=0.0208846      err2=0.0686833      errA=0.0350215
iter=300      res2=0.0184396      err2=0.0626809      errA=0.0310379
iter=310      res2=0.0157522      err2=0.0524444      errA=0.026636
iter=320      res2=0.0141238      err2=0.0478076      errA=0.0239287
iter=330      res2=0.0125148      err2=0.0432403      errA=0.0212342
iter=340      res2=0.0106106      err2=0.0355142      errA=0.0181081
iter=350      res2=0.00959047      err2=0.0328002      errA=0.0164243
iter=360      res2=0.00849319      err2=0.0288735      errA=0.0145674
iter=370      res2=0.00725896      err2=0.0253379      errA=0.0124977
iter=380      res2=0.00642476      err2=0.0216579      errA=0.0110854
iter=390      res2=0.00546128      err2=0.018612      errA=0.00944907
iter=400      res2=0.00479694      err2=0.0163115      errA=0.00832622
iter=410      res2=0.0043521      err2=0.0153507      errA=0.00757388
iter=420      res2=0.0038022      err2=0.0134439      errA=0.00663443
iter=430      res2=0.00346284      err2=0.0122784      errA=0.00605932
iter=440      res2=0.00293284      err2=0.0102239      errA=0.00515143
iter=450      res2=0.00258798      err2=0.00892505      errA=0.00455569
iter=460      res2=0.00230284      err2=0.00817255      errA=0.00406222
iter=470      res2=0.00201539      err2=0.0072156      errA=0.00356015
iter=480      res2=0.00178393      err2=0.006211      errA=0.00315454
iter=490      res2=0.00157912      err2=0.00553947      errA=0.00280194
iter=500      res2=0.00138212      err2=0.00481237      errA=0.00245409
iter=510      res2=0.00122589      err2=0.00420698      errA=0.00218134
iter=520      res2=0.00110026      err2=0.00375841      errA=0.00196021
iter=530      res2=0.000949977      err2=0.00332115      errA=0.0016951
iter=540      res2=0.000842874      err2=0.0029363      errA=0.00150608
iter=550      res2=0.00074745      err2=0.00260885      errA=0.00133791
iter=560      res2=0.000672591      err2=0.00235698      errA=0.00120658
iter=570      res2=0.00058308      err2=0.00207202      errA=0.00105183
iter=580      res2=0.000510797      err2=0.00184936      errA=0.000923632
iter=590      res2=0.000468202      err2=0.00165024      errA=0.000847769
iter=600      res2=0.000410867      err2=0.00147126      errA=0.000746662
iter=610      res2=0.000371682      err2=0.00135848      errA=0.000677161
iter=620      res2=0.000332548      err2=0.00118899      errA=0.000606789
iter=630      res2=0.000296589      err2=0.00108775      errA=0.00054233
iter=640      res2=0.000263167      err2=0.000952597      errA=0.000483411
iter=650      res2=0.000233042      err2=0.000865294      errA=0.000428602
iter=660      res2=0.000211519      err2=0.000770812      errA=0.000390352
iter=670      res2=0.000187482      err2=0.000695068      errA=0.000347517
iter=680      res2=0.000167996      err2=0.00060061      errA=0.000311861
