iter=10      res2=0.995381      err2=1.04467      errA=0.987555
iter=20      res2=0.980856      err2=1.05231      errA=0.961464
iter=30      res2=0.952489      err2=1.04122      errA=0.924721
iter=40      res2=0.918861      err2=1.04658      errA=0.888767
iter=50      res2=0.859665      err2=1.08338      errA=0.833743
iter=60      res2=0.808921      err2=1.04889      errA=0.790825
iter=70      res2=0.73988      err2=1.14222      errA=0.735197
iter=80      res2=0.658297      err2=1.07204      errA=0.670995
iter=90      res2=0.565327      err2=1.05065      errA=0.597511
iter=100      res2=0.501949      err2=0.95733      errA=0.546164
iter=110      res2=0.436167      err2=0.864394      errA=0.491373
iter=120      res2=0.377336      err2=0.829745      errA=0.440529
iter=130      res2=0.320166      err2=0.704135      errA=0.388572
iter=140      res2=0.268395      err2=0.641146      errA=0.339025
iter=150      res2=0.241043      err2=0.588769      errA=0.31162
iter=160      res2=0.202367      err2=0.510124      errA=0.271111
iter=170      res2=0.175638      err2=0.463975      errA=0.241719
iter=180      res2=0.157632      err2=0.426389      errA=0.221077
iter=190      res2=0.13146      err2=0.384297      errA=0.189886
iter=200      res2=0.114656      err2=0.341684      errA=0.168936
iter=210      res2=0.1042      err2=0.311064      errA=0.155437
iter=220      res2=0.087712      err2=0.270702      errA=0.133834
iter=230      res2=0.0771958      err2=0.238038      errA=0.11944
iter=240      res2=0.0675755      err2=0.21754      errA=0.105945
iter=250      res2=0.0596344      err2=0.18953      errA=0.0944777
iter=260      res2=0.0538292      err2=0.167351      errA=0.0859705
iter=270      res2=0.0483469      err2=0.155868      errA=0.0778763
iter=280      res2=0.0423938      err2=0.13718      errA=0.0689034
iter=290      res2=0.0378543      err2=0.123971      errA=0.0619836
iter=300      res2=0.0340176      err2=0.109757      errA=0.0560982
iter=310      res2=0.0303085      err2=0.0994154      errA=0.0503001
iter=320      res2=0.0276526      err2=0.0895623      errA=0.046153
iter=330      res2=0.024025      err2=0.0791719      errA=0.0403958
iter=340      res2=0.0214095      err2=0.0717923      errA=0.0362033
iter=350      res2=0.0195852      err2=0.0649994      errA=0.033213
iter=360      res2=0.0168234      err2=0.0573758      errA=0.0286868
iter=370      res2=0.0152119      err2=0.0527635      errA=0.0259923
iter=380      res2=0.0138365      err2=0.0469232      errA=0.0236665
iter=390      res2=0.011956      err2=0.0404019      errA=0.020493
iter=400      res2=0.0108779      err2=0.0374509      errA=0.0186897
iter=410      res2=0.00966135      err2=0.0335919      errA=0.0166428
iter=420      res2=0.00868012      err2=0.0301709      errA=0.0150011
iter=430      res2=0.00785729      err2=0.0271724      errA=0.0136141
iter=440      res2=0.00681043      err2=0.0242444      errA=0.0118347
iter=450      res2=0.0061893      err2=0.0212316      errA=0.010766
iter=460      res2=0.00565861      err2=0.0197639      errA=0.00985805
iter=470      res2=0.00504704      err2=0.0178854      errA=0.00881351
iter=480      res2=0.00451819      err2=0.0162055      errA=0.00791287
iter=490      res2=0.00408712      err2=0.0146013      errA=0.00717532
iter=500      res2=0.00362182      err2=0.0127058      errA=0.00637129
iter=510      res2=0.00327775      err2=0.0118913      errA=0.00577434
iter=520      res2=0.00291986      err2=0.010427      errA=0.00515087
iter=530      res2=0.00261357      err2=0.00924636      errA=0.00462684
iter=540      res2=0.00234458      err2=0.00814833      errA=0.00416075
iter=550      res2=0.002078      err2=0.00740317      errA=0.00369651
iter=560      res2=0.00185615      err2=0.00679851      errA=0.00330971
iter=570      res2=0.00169315      err2=0.00619668      errA=0.00302172
iter=580      res2=0.00153316      err2=0.0056439      errA=0.00273917
