iter=10      res2=0.995381      err2=1.04467      errA=0.987555
iter=590      res2=0.00134698      err2=0.00486754      errA=0.00241075
iter=600      res2=0.00122457      err2=0.00445264      errA=0.0021936
iter=610      res2=0.00111073      err2=0.00395874      errA=0.00199185
iter=620      res2=0.000989226      err2=0.00373686      errA=0.00177452
iter=630      res2=0.000874167      err2=0.00322359      errA=0.00157063
iter=640      res2=0.000780216      err2=0.0028477      errA=0.00140377
iter=650      res2=0.000699527      err2=0.00248525      errA=0.00125984
iter=660      res2=0.000639346      err2=0.00224291      errA=0.00115387
iter=670      res2=0.000573062      err2=0.00205329      errA=0.00103552
iter=680      res2=0.000512087      err2=0.00187739      errA=0.000927388
iter=690      res2=0.000470524      err2=0.00170897      errA=0.000853497
iter=700      res2=0.0004189      err2=0.00150706      errA=0.000761788
iter=710      res2=0.000378243      err2=0.00141597      errA=0.000688746
iter=720      res2=0.000345471      err2=0.00130403      errA=0.000630695
iter=730      res2=0.000301664      err2=0.00112213      errA=0.000552568
iter=740      res2=0.000270083      err2=0.00100059      errA=0.000495966
iter=750      res2=0.000243388      err2=0.000917226      errA=0.000448378
iter=760      res2=0.00021459      err2=0.000839378      errA=0.000396288
iter=770      res2=0.000195165      err2=0.000768541      errA=0.000360958
iter=780      res2=0.000177835      err2=0.000690181      errA=0.000329568
iter=790      res2=0.00015581      err2=0.000587224      errA=0.000290115
iter=800      res2=0.000141109      err2=0.000533318      errA=0.000263104
iter=810      res2=0.000128266      err2=0.000468832      errA=0.000239427
iter=820      res2=0.00011724      err2=0.000441731      errA=0.000219003
iter=830      res2=0.000102184      err2=0.000373207      errA=0.000191381
iter=840      res2=9.13095e-05      err2=0.000349498      errA=0.000171525
iter=850      res2=8.25731e-05      err2=0.000312292      errA=0.00015513
iter=860      res2=7.5256e-05      err2=0.000288816      errA=0.000141696
iter=870      res2=6.79037e-05      err2=0.00025968      errA=0.000128044
iter=880      res2=6.11648e-05      err2=0.000239953      errA=0.000115468
iter=890      res2=5.5876e-05      err2=0.000214119      errA=0.000105628
iter=900      res2=5.03372e-05      err2=0.000193645      errA=9.52615e-05
iter=910      res2=4.56834e-05      err2=0.000175968      errA=8.65123e-05
iter=920      res2=4.09616e-05      err2=0.000155177      errA=7.77394e-05
iter=930      res2=3.62522e-05      err2=0.000138064      errA=6.88731e-05
iter=940      res2=3.33354e-05      err2=0.000134296      errA=6.34821e-05
iter=950      res2=3.08338e-05      err2=0.000120069      errA=5.87771e-05
iter=960      res2=2.75628e-05      err2=0.000110042      errA=5.2681e-05
iter=970      res2=2.46873e-05      err2=9.33557e-05      errA=4.727e-05
iter=980      res2=2.26467e-05      err2=8.82209e-05      errA=4.34345e-05
iter=990      res2=2.01034e-05      err2=8.24973e-05      errA=3.86567e-05
