Avgstr = 41.7596708310898492
CG Iteration #1, relres 0.9999837562271995
CG Iteration #2, relres 0.9998874576783348
CG Iteration #3, relres 0.9997680511624549
CG Iteration #4, relres 0.9993890723697220
CG Iteration #5, relres 0.9992520697142735
CG Iteration #6, relres 0.9986175629650754
CG Iteration #7, relres 0.9979182490297004
CG Iteration #8, relres 0.9973504734200299
CG Iteration #9, relres 0.9964378817281344
CG Iteration #10, relres 0.9953807694505182
CG Iteration #11, relres 0.9942658960475707
CG Iteration #12, relres 0.9930646715229130
CG Iteration #13, relres 0.9916649228750422
CG Iteration #14, relres 0.9897006667200160
CG Iteration #15, relres 0.9873158815225653
CG Iteration #16, relres 0.9855367346586326
CG Iteration #17, relres 0.9832336654228736
CG Iteration #18, relres 0.9811690735322736
CG Iteration #19, relres 0.9774273247922081
CG Iteration #20, relres 0.9745311852730733
CG Iteration #21, relres 0.9713812497243307
CG Iteration #22, relres 0.9677552917674239
CG Iteration #23, relres 0.9642412565805883
CG Iteration #24, relres 0.9594307834897328
CG Iteration #25, relres 0.9546351709755099
CG Iteration #26, relres 0.9494343885887033
CG Iteration #27, relres 0.9433907824716284
CG Iteration #28, relres 0.9431553412950713
CG Iteration #29, relres 0.9390913375617675
CG Iteration #30, relres 0.9334854632679036
CG Iteration #31, relres 0.9299054078951685
CG Iteration #32, relres 0.9281570718494923
CG Iteration #33, relres 0.9224652432723012
CG Iteration #34, relres 0.9149228149032539
CG Iteration #35, relres 0.9062154341039254
CG Iteration #36, relres 0.8981764450020804
CG Iteration #37, relres 0.8906283121044912
CG Iteration #38, relres 0.8887734737420746
CG Iteration #39, relres 0.8825634311716573
CG Iteration #40, relres 0.8739312953642431
CG Iteration #41, relres 0.8644035550523377
CG Iteration #42, relres 0.8554731271476248
CG Iteration #43, relres 0.8446406460939678
CG Iteration #44, relres 0.8337061800792014
CG Iteration #45, relres 0.8207324171547026
CG Iteration #46, relres 0.8111529319103509
CG Iteration #47, relres 0.8089420886613788
CG Iteration #48, relres 0.7992916128736988
CG Iteration #49, relres 0.7860101773983310
CG Iteration #50, relres 0.7719190680064160
CG Iteration #51, relres 0.7714944924585911
CG Iteration #52, relres 0.7608447567691422
CG Iteration #53, relres 0.7447662829490284
CG Iteration #54, relres 0.7427593881032389
CG Iteration #55, relres 0.7266201041392598
CG Iteration #56, relres 0.7261446957735811
CG Iteration #57, relres 0.7093664893834686
CG Iteration #58, relres 0.6901451801404469
CG Iteration #59, relres 0.6847130340522166
CG Iteration #60, relres 0.6707399801026278
CG Iteration #61, relres 0.6541814202410181
CG Iteration #62, relres 0.6475208109569095
CG Iteration #63, relres 0.6381445977042517
CG Iteration #64, relres 0.6183239470932894
CG Iteration #65, relres 0.6013164631092118
CG Iteration #66, relres 0.5984688372818230
CG Iteration #67, relres 0.5845596705133739
CG Iteration #68, relres 0.5681275483202031
CG Iteration #69, relres 0.5515633049667261
CG Iteration #70, relres 0.5471964211750167
CG Iteration #71, relres 0.5313465545034103
CG Iteration #72, relres 0.5158899799534571
CG Iteration #73, relres 0.5146447565314358
CG Iteration #74, relres 0.4994958178467886
CG Iteration #75, relres 0.4877524593606341
CG Iteration #76, relres 0.4825212240040354
CG Iteration #77, relres 0.4667856242839242
CG Iteration #78, relres 0.4516361762373928
CG Iteration #79, relres 0.4510860419260560
CG Iteration #80, relres 0.4405388802673359
CG Iteration #81, relres 0.4349309188406443
CG Iteration #82, relres 0.4205006468433566
CG Iteration #83, relres 0.4193013610200633
CG Iteration #84, relres 0.4023489640753836
CG Iteration #85, relres 0.3982652321171590
CG Iteration #86, relres 0.3835754446873492
CG Iteration #87, relres 0.3672582054753852
CG Iteration #88, relres 0.3564510848168683
CG Iteration #89, relres 0.3511734071179257
CG Iteration #90, relres 0.3363652280895517
CG Iteration #91, relres 0.3222277092399672
CG Iteration #92, relres 0.3121256115391084
CG Iteration #93, relres 0.3107468619979245
CG Iteration #94, relres 0.3100733938662898
CG Iteration #95, relres 0.3043294408975123
CG Iteration #96, relres 0.2992468467214091
CG Iteration #97, relres 0.2942868226938675
CG Iteration #98, relres 0.2841720817834404
CG Iteration #99, relres 0.2739700042747090
CG Iteration #100, relres 0.2638160931446680
CG Iteration #101, relres 0.2620173051495739
CG Iteration #102, relres 0.2528678258002759
CG Iteration #103, relres 0.2516974774852559
CG Iteration #104, relres 0.2490592461865430
CG Iteration #105, relres 0.2413232387175041
CG Iteration #106, relres 0.2326667397914530
CG Iteration #107, relres 0.2301780385372816
CG Iteration #108, relres 0.2285289747969320
CG Iteration #109, relres 0.2187904964966850
CG Iteration #110, relres 0.2095465507310292
CG Iteration #111, relres 0.2010713774476927
CG Iteration #112, relres 0.1927584396227124
CG Iteration #113, relres 0.1898076009783388
CG Iteration #114, relres 0.1839838048676506
CG Iteration #115, relres 0.1831430790187848
CG Iteration #116, relres 0.1795766565163762
CG Iteration #117, relres 0.1770871646030398
CG Iteration #118, relres 0.1699691529207955
CG Iteration #119, relres 0.1650007836263007
CG Iteration #120, relres 0.1612931200049092
CG Iteration #121, relres 0.1594650917507403
CG Iteration #122, relres 0.1568363631252122
CG Iteration #123, relres 0.1547647539879649
CG Iteration #124, relres 0.1483644168626700
CG Iteration #125, relres 0.1459678737434456
CG Iteration #126, relres 0.1418993859629852
CG Iteration #127, relres 0.1417428698148537
CG Iteration #128, relres 0.1359960988830407
CG Iteration #129, relres 0.1345340634534991
CG Iteration #130, relres 0.1330434028826231
CG Iteration #131, relres 0.1288749768367653
CG Iteration #132, relres 0.1233890435062759
CG Iteration #133, relres 0.1191145435765372
CG Iteration #134, relres 0.1184730971296485
CG Iteration #135, relres 0.1173159914981538
CG Iteration #136, relres 0.1127741566474322
CG Iteration #137, relres 0.1094124568756072
CG Iteration #138, relres 0.1090222629046611
CG Iteration #139, relres 0.1082445922934172
CG Iteration #140, relres 0.1061743884985362
CG Iteration #141, relres 0.1033759955885369
CG Iteration #142, relres 0.0998389053657152
CG Iteration #143, relres 0.0992095429495079
CG Iteration #144, relres 0.0986507670872418
CG Iteration #145, relres 0.0971325807985322
CG Iteration #146, relres 0.0942577380146941
CG Iteration #147, relres 0.0919195907797432
CG Iteration #148, relres 0.0899806700977482
CG Iteration #149, relres 0.0863286290041752
CG Iteration #150, relres 0.0861403342847808
CG Iteration #151, relres 0.0857700075184107
CG Iteration #152, relres 0.0850723220100312
CG Iteration #153, relres 0.0849084840819629
CG Iteration #154, relres 0.0832914592182012
CG Iteration #155, relres 0.0816510106318383
CG Iteration #156, relres 0.0790963811775712
CG Iteration #157, relres 0.0782729179495582
CG Iteration #158, relres 0.0752525788913862
CG Iteration #159, relres 0.0724063461979928
CG Iteration #160, relres 0.0713413418355286
CG Iteration #161, relres 0.0693624126139686
CG Iteration #162, relres 0.0682998676084024
CG Iteration #163, relres 0.0668561356272622
CG Iteration #164, relres 0.0660020278001250
