anorm = sqrt((x-truex)' * la * (x-truex)), err2_a = norm(la*x-b) / norm(b), err2_b = norm(x-truex)
1000 iterations
iter = 303      errA=0.005415866217278279      err2_a=4.727994029583917e-6      err2_b=0.00817508204432552
iter = 304      errA=0.005081359203681166      err2_a=4.437005225638256e-6      err2_b=0.007676954487817019
iter = 305      errA=0.0047385930190426175      err2_a=4.1403991328284685e-6      err2_b=0.007153999787086461
iter = 306      errA=0.004448236297809081      err2_a=3.8910921090933676e-6      err2_b=0.006710516666019423
iter = 307      errA=0.004156723373745478      err2_a=3.6330948738624645e-6      err2_b=0.0062769585059837
iter = 308      errA=0.003882729488528207      err2_a=3.3892293726418595e-6      err2_b=0.005877654339879429
iter = 309      errA=0.0036374988914302095      err2_a=3.1789720224123025e-6      err2_b=0.005507700401649357
iter = 310      errA=0.003395475770794756      err2_a=2.9695191597910723e-6      err2_b=0.005138906496003546
iter = 311      errA=0.0033725260635150147      err2_a=2.950160827847314e-6      err2_b=0.005103997518954493
iter = 312      errA=0.003161189454300446      err2_a=2.761062412059049e-6      err2_b=0.004792780174171389
iter = 313      errA=0.002995529344790775      err2_a=2.6138430759625673e-6      err2_b=0.004547687894564255
iter = 314      errA=0.002947592055675982      err2_a=2.5737720510267978e-6      err2_b=0.004468563192401783
iter = 315      errA=0.002749929067162587      err2_a=2.4037106970904014e-6      err2_b=0.00416232754225409
iter = 316      errA=0.0025814308899514823      err2_a=2.255191810426767e-6      err2_b=0.0039086612337850156
iter = 317      errA=0.0025621254901721647      err2_a=2.237797918395159e-6      err2_b=0.003878934258781632
iter = 318      errA=0.0023915476682031017      err2_a=2.0862143105650413e-6      err2_b=0.0036260926865497906
iter = 319      errA=0.0022305792195766528      err2_a=1.9468502207178107e-6      err2_b=0.003374815838085148
iter = 320      errA=0.0020728953956804354      err2_a=1.8083658562218751e-6      err2_b=0.0031376589060862856
iter = 321      errA=0.001930262504339399      err2_a=1.6862905214074253e-6      err2_b=0.0029175482903383075
iter = 322      errA=0.0018048013422114857      err2_a=1.5798313166512794e-6      err2_b=0.002725451436138223
iter = 323      errA=0.0016912763062856895      err2_a=1.4804810361403325e-6      err2_b=0.0025512533386941112
iter = 324      errA=0.0015767690804647694      err2_a=1.3771823516619196e-6      err2_b=0.0023876672274880774
iter = 325      errA=0.0014753823034445847      err2_a=1.2872481728778505e-6      err2_b=0.002233154020471747
iter = 326      errA=0.0013785194786072855      err2_a=1.2033739623138738e-6      err2_b=0.0020842892701033876
iter = 327      errA=0.0013175056410464512      err2_a=1.148867901015103e-6      err2_b=0.0019959943032934547
iter = 328      errA=0.001279856664799814      err2_a=1.1170704859948957e-6      err2_b=0.0019370576302074696
iter = 329      errA=0.001191403615373246      err2_a=1.0417422431175529e-6      err2_b=0.0018016005985140992
iter = 330      errA=0.0011110801285996769      err2_a=9.714306338818578e-7      err2_b=0.001679721929318673
iter = 331      errA=0.00103490792040498      err2_a=9.037044707667715e-7      err2_b=0.0015637542368949363
iter = 332      errA=0.0009682426844268716      err2_a=8.454637220965455e-7      err2_b=0.0014655282264830097
iter = 333      errA=0.0009015615829048107      err2_a=7.876697509047752e-7      err2_b=0.0013637243163641174
iter = 334      errA=0.0008381689773196545      err2_a=7.322581457776033e-7      err2_b=0.0012672597515525
iter = 335      errA=0.0007822309565989956      err2_a=6.82968303113253e-7      err2_b=0.001182413496549829
iter = 336      errA=0.0007265873843676847      err2_a=6.34768877985898e-7      err2_b=0.0010967866807985672
iter = 337      errA=0.0006780924523582449      err2_a=5.921774510072159e-7      err2_b=0.0010236548226195512
iter = 338      errA=0.0006312417389708004      err2_a=5.513948178457934e-7      err2_b=0.0009518816299851682
iter = 339      errA=0.000590047228526186      err2_a=5.152188152534137e-7      err2_b=0.0008901669759304291
iter = 340      errA=0.0005693555869259062      err2_a=4.97020594480923e-7      err2_b=0.0008609945501807279
iter = 341      errA=0.0005496733222751522      err2_a=4.804047132081003e-7      err2_b=0.0008293148887747923
iter = 342      errA=0.0005124368120140366      err2_a=4.4742009999936505e-7      err2_b=0.0007735835046758239
iter = 343      errA=0.0004759932478231034      err2_a=4.158386858177407e-7      err2_b=0.0007182908244396318
iter = 344      errA=0.0004608053371401115      err2_a=4.022463550925676e-7      err2_b=0.0006965055243253946
iter = 345      errA=0.0004424774950847278      err2_a=3.8604140349539764e-7      err2_b=0.0006682348897832453
iter = 346      errA=0.00041206166325845014      err2_a=3.5935986083975194e-7      err2_b=0.0006226850598096013
iter = 347      errA=0.00038342740982828577      err2_a=3.3477440926614625e-7      err2_b=0.0005791477230013206
iter = 348      errA=0.0003575051693235919      err2_a=3.1222215874855956e-7      err2_b=0.0005401390763254357
iter = 349      errA=0.0003328317331987589      err2_a=2.9099695345486237e-7      err2_b=0.0005031248336256966
iter = 350      errA=0.00032383119659399565      err2_a=2.8314055112224133e-7      err2_b=0.0004894890147866127
iter = 351      errA=0.00030736869509900757      err2_a=2.687748188497084e-7      err2_b=0.00046407181196486815
iter = 352      errA=0.00029617274246406986      err2_a=2.5856722684528633e-7      err2_b=0.00044765710247230984
iter = 353      errA=0.0002865130907504128      err2_a=2.502137913132516e-7      err2_b=0.0004323651783998798
iter = 354      errA=0.0002667799423125097      err2_a=2.329189814847427e-7      err2_b=0.00040306594306420207
iter = 355      errA=0.00024824670114995454      err2_a=2.1612551932204845e-7      err2_b=0.0003754635016631778
iter = 356      errA=0.00024248319269999638      err2_a=2.110463208735534e-7      err2_b=0.0003670255014631795
iter = 357      errA=0.00022900438168255974      err2_a=1.9937808436128109e-7      err2_b=0.00034664114548319327
iter = 358      errA=0.00021473500797811982      err2_a=1.8695299144070715e-7      err2_b=0.0003255545650775241
iter = 359      errA=0.00021234331211239673      err2_a=1.8493683451324235e-7      err2_b=0.0003216250782135848
iter = 360      errA=0.0001980292816552179      err2_a=1.7253270107966866e-7      err2_b=0.0002993907355532363
iter = 361      errA=0.00018512654055343128      err2_a=1.610269551303285e-7      err2_b=0.00028091653042325315
iter = 362      errA=0.0001724442447029054      err2_a=1.500256378869158e-7      err2_b=0.0002615332086526989
iter = 363      errA=0.00016058678580963904      err2_a=1.3959414767180177e-7      err2_b=0.00024436271936565236
iter = 364      errA=0.00016033291360691487      err2_a=1.3939786974411444e-7      err2_b=0.00024390766976320623
iter = 365      errA=0.00014888502582939206      err2_a=1.2941649627972495e-7      err2_b=0.00022668771629558333
iter = 366      errA=0.00014194786086520924      err2_a=1.2348063639014496e-7      err2_b=0.00021640483383015784
iter = 367      errA=0.00013811829307391557      err2_a=1.2026090345103913e-7      err2_b=0.00021014694198920284
iter = 368      errA=0.00012839663836914622      err2_a=1.1203321748040574e-7      err2_b=0.0001950059256636129
iter = 369      errA=0.00011948337905211128      err2_a=1.0422334383698561e-7      err2_b=0.0001816656181298446
iter = 370      errA=0.0001151510259100764      err2_a=1.0043916718567199e-7      err2_b=0.0001752282815109524
iter = 371      errA=0.00011086465561376056      err2_a=9.667609703999751e-8      err2_b=0.0001685697020209443
iter = 372      errA=0.0001037655847028491      err2_a=9.049735795279452e-8      err2_b=0.00015776726528907257
iter = 373      errA=0.0001016977877037517      err2_a=8.869632326380227e-8      err2_b=0.00015465536171137287
iter = 374      errA=9.588815351988516e-5      err2_a=8.36612096551676e-8      err2_b=0.00014556562921590047
iter = 375      errA=8.915391003418048e-5      err2_a=7.776300458462555e-8      err2_b=0.00013545748808290944
iter = 376      errA=8.28765301693703e-5      err2_a=7.222562084070704e-8      err2_b=0.00012592105775925092
iter = 377      errA=7.688503094779746e-5      err2_a=6.696717871999457e-8      err2_b=0.00011669945600728768
iter = 378      errA=7.122348620555548e-5      err2_a=6.202064781559836e-8      err2_b=0.00010803643834031598
iter = 379      errA=6.604525615332657e-5      err2_a=5.761648849442032e-8      err2_b=0.00010014460809638177
iter = 380      errA=6.134930774003644e-5      err2_a=5.347148584216527e-8      err2_b=9.319540561169368e-5
iter = 381      errA=5.693809328975084e-5      err2_a=4.967158140068884e-8      err2_b=8.631521549483468e-5
iter = 382      errA=5.615297757486345e-5      err2_a=4.8964446290456376e-8      err2_b=8.516393203495571e-5
iter = 383      errA=5.254286227242482e-5      err2_a=4.582729049290144e-8      err2_b=7.976135060524813e-5
iter = 384      errA=4.870342748587293e-5      err2_a=4.246813129894188e-8      err2_b=7.383321406456751e-5
iter = 385      errA=4.511504626648742e-5      err2_a=3.936309949534953e-8      err2_b=6.831760888933971e-5
iter = 386      errA=4.241740482620915e-5      err2_a=3.701532392914237e-8      err2_b=6.439309980872325e-5
iter = 387      errA=4.160555847297961e-5      err2_a=3.629619987010032e-8      err2_b=6.311078519927733e-5
iter = 388      errA=3.863920308847647e-5      err2_a=3.3718042602661346e-8      err2_b=5.8606151901097516e-5
iter = 389      errA=3.574964182660064e-5      err2_a=3.117703762991826e-8      err2_b=5.434614328309156e-5
iter = 390      errA=3.31489304831465e-5      err2_a=2.8916760104496674e-8      err2_b=5.035630114314801e-5
iter = 391      errA=3.065252509431773e-5      err2_a=2.675996106425153e-8      err2_b=4.650480490435793e-5
iter = 392      errA=2.846795523925657e-5      err2_a=2.481619217870105e-8      err2_b=4.3262011676202486e-5
iter = 393      errA=2.6426121864005118e-5      err2_a=2.3015491339357e-8      err2_b=4.017820743580757e-5
iter = 394      errA=2.4530627423960484e-5      err2_a=2.1391335274113e-8      err2_b=3.7243593188919814e-5
iter = 395      errA=2.4239552367239438e-5      err2_a=2.1125668515797805e-8      err2_b=3.681870857456598e-5
iter = 396      errA=2.2622322984190162e-5      err2_a=1.970841684486058e-8      err2_b=3.433838464991753e-5
iter = 397      errA=2.0925129626423694e-5      err2_a=1.821005967573935e-8      err2_b=3.183379298124984e-5
iter = 398      errA=2.0830708892474363e-5      err2_a=1.8128128610264918e-8      err2_b=3.16791236027978e-5
iter = 399      errA=1.9404482948324472e-5      err2_a=1.6896686504654572e-8      err2_b=2.947427700506454e-5
iter = 400      errA=1.9164422837784766e-5      err2_a=1.6694531159351734e-8      err2_b=2.91093399354199e-5
iter = 401      errA=1.7833504485483702e-5      err2_a=1.553019543525085e-8      err2_b=2.715377240301322e-5
iter = 402      errA=1.6508949916312065e-5      err2_a=1.4366979178656036e-8      err2_b=2.5154321509562175e-5
iter = 403      errA=1.5343138053493074e-5      err2_a=1.3341493471038857e-8      err2_b=2.338377879312776e-5
iter = 404      errA=1.4236123846565906e-5      err2_a=1.2370262651153536e-8      err2_b=2.1706953222483014e-5
iter = 405      errA=1.4047649851370664e-5      err2_a=1.2210916014370035e-8      err2_b=2.1408989153778277e-5
iter = 406      errA=1.3110766800690645e-5      err2_a=1.1388986005354056e-8      err2_b=1.9947927588647325e-5
iter = 407      errA=1.2098827532818993e-5      err2_a=1.052551002012201e-8      err2_b=1.837793210202642e-5
iter = 408      errA=1.1227111953494894e-5      err2_a=9.774348386603624e-9      err2_b=1.7059070697090503e-5
iter = 409      errA=1.0522653410107586e-5      err2_a=9.150452353751359e-9      err2_b=1.601456866854139e-5
iter = 410      errA=1.0360686741266546e-5      err2_a=9.014940339651674e-9      err2_b=1.5732626251327832e-5
iter = 411      errA=9.614298989989735e-6      err2_a=8.366789644581717e-9      err2_b=1.459413722991408e-5
iter = 412      errA=8.899406289055993e-6      err2_a=7.737916791697502e-9      err2_b=1.3539071034618509e-5
iter = 413      errA=8.234164047574574e-6      err2_a=7.158307216118752e-9      err2_b=1.2513398644511477e-5
iter = 414      errA=7.641365209826761e-6      err2_a=6.6459625767241724e-9      err2_b=1.1599657471883297e-5
iter = 415      errA=7.093697567173928e-6      err2_a=6.176475316246633e-9      err2_b=1.0771176196513386e-5
iter = 416      errA=6.839749964760231e-6      err2_a=5.956080004096028e-9      err2_b=1.0404996934901135e-5
iter = 417      errA=6.5595104088735e-6      err2_a=5.72238760581485e-9      err2_b=9.938570411441837e-6
iter = 418      errA=6.080569704825884e-6      err2_a=5.292038734836404e-9      err2_b=9.211755151282289e-6
iter = 419      errA=5.9732976129790645e-6      err2_a=5.194936082357966e-9      err2_b=9.063564391616505e-6
iter = 420      errA=5.5905618224421115e-6      err2_a=4.860335705091764e-9      err2_b=8.484152022133502e-6
iter = 421      errA=5.19419945075739e-6      err2_a=4.5107345371852265e-9      err2_b=7.891949845028148e-6
iter = 422      errA=4.826331624790936e-6      err2_a=4.19108161336611e-9      err2_b=7.3381443185292585e-6
iter = 423      errA=4.768076406708148e-6      err2_a=4.140930307691242e-9      err2_b=7.248457974908523e-6
iter = 424      errA=4.4218983011842945e-6      err2_a=3.840334187812573e-9      err2_b=6.710937121499734e-6
iter = 425      errA=4.101692189257675e-6      err2_a=3.562454916832862e-9      err2_b=6.2276167427950025e-6
iter = 426      errA=3.7970460758510997e-6      err2_a=3.301222124879235e-9      err2_b=5.762279718499077e-6
iter = 427      errA=3.519254090617015e-6      err2_a=3.0592985700023e-9      err2_b=5.3273265296013415e-6
iter = 428      errA=3.255906611611949e-6      err2_a=2.831560429139599e-9      err2_b=4.940427366490464e-6
iter = 429      errA=3.096475909501315e-6      err2_a=2.6884484245431242e-9      err2_b=4.7174691867613615e-6
iter = 430      errA=3.0008330574778465e-6      err2_a=2.6069066443140604e-9      err2_b=4.56290264555762e-6
iter = 431      errA=2.7709770968353928e-6      err2_a=2.4096824844756482e-9      err2_b=4.204792662118655e-6
iter = 432      errA=2.57704037312893e-6      err2_a=2.244871547411778e-9      err2_b=3.90187843235403e-6
iter = 433      errA=2.3903852923164837e-6      err2_a=2.082785249893064e-9      err2_b=3.622046910669811e-6
iter = 434      errA=2.21924770668389e-6      err2_a=1.9323663375704103e-9      err2_b=3.3626546558315127e-6
iter = 435      errA=2.2117931898224536e-6      err2_a=1.9265766350210466e-9      err2_b=3.349139294674281e-6
iter = 436      errA=2.0528213672448156e-6      err2_a=1.7890717055879227e-9      err2_b=3.1042171076886723e-6
iter = 437      errA=1.8966002144540235e-6      err2_a=1.648613351937653e-9      err2_b=2.873361688085691e-6
iter = 438      errA=1.758870131325428e-6      err2_a=1.5312217785874455e-9      err2_b=2.6647400396008095e-6
iter = 439      errA=1.6296783361935799e-6      err2_a=1.4201925823248802e-9      err2_b=2.467982009386872e-6
iter = 440      errA=1.5136294888854533e-6      err2_a=1.3185675417891577e-9      err2_b=2.292776476423619e-6
iter = 441      errA=1.4037581711285832e-6      err2_a=1.223559914116715e-9      err2_b=2.1262396790803713e-6
iter = 442      errA=1.2958014797383304e-6      err2_a=1.1302988455041056e-9      err2_b=1.964217735944594e-6
iter = 443      errA=1.1973900355527503e-6      err2_a=1.044091212583031e-9      err2_b=1.815339729833628e-6
iter = 444      errA=1.1110683269779695e-6      err2_a=9.688891373982844e-10      err2_b=1.6853910605474185e-6
iter = 445      errA=1.029557424268389e-6      err2_a=8.980091381306081e-10      err2_b=1.5604473890433086e-6
iter = 446      errA=9.772371865685602e-7      err2_a=8.518889649834344e-10      err2_b=1.4838514698228569e-6
iter = 447      errA=9.472238720809729e-7      err2_a=8.263427059765991e-10      err2_b=1.4367378539889653e-6
iter = 448      errA=8.732553295501017e-7      err2_a=7.626012407505525e-10      err2_b=1.32521325268604e-6
iter = 449      errA=8.17474698460397e-7      err2_a=7.132496005685162e-10      err2_b=1.241964918685451e-6
iter = 450      errA=8.091041162249326e-7      err2_a=7.063815801137202e-10      err2_b=1.227527534627339e-6
iter = 451      errA=7.508044079748655e-7      err2_a=6.567524197618176e-10      err2_b=1.1354136618769619e-6
iter = 452      errA=7.260267984792607e-7      err2_a=6.340545083538704e-10      err2_b=1.1011107151316397e-6
iter = 453      errA=6.964078695708838e-7      err2_a=6.082811347050434e-10      err2_b=1.055175712651068e-6
iter = 454      errA=6.586841174251621e-7      err2_a=5.743798468004567e-10      err2_b=1.0002897736447418e-6
iter = 455      errA=6.392515443726067e-7      err2_a=5.578062960551188e-10      err2_b=9.68788262475074e-7
iter = 456      errA=5.905692459021584e-7      err2_a=5.152296900228586e-10      err2_b=8.947021727926575e-7
iter = 457      errA=5.733210758401358e-7      err2_a=4.995004593795749e-10      err2_b=8.708770083101379e-7
iter = 458      errA=5.629684624898423e-7      err2_a=4.907062505189417e-10      err2_b=8.54741889970769e-7
iter = 459      errA=5.405583781325874e-7      err2_a=4.713981230098942e-10      err2_b=8.196570253311911e-7
iter = 460      errA=4.998337786738078e-7      err2_a=4.3554850647591125e-10      err2_b=7.577101118408699e-7
iter = 461      errA=4.913509289372197e-7      err2_a=4.2810291622205214e-10      err2_b=7.452070984301079e-7
iter = 462      errA=4.6034535293524443e-7      err2_a=4.010889230906129e-10      err2_b=6.973005885445818e-7
iter = 463      errA=4.2558007087879236e-7      err2_a=3.707777347991788e-10      err2_b=6.459291762229428e-7
iter = 464      errA=3.9458564180153013e-7      err2_a=3.4359328216985877e-10      err2_b=5.980903749561223e-7
iter = 465      errA=3.635730649642206e-7      err2_a=3.1709160063425343e-10      err2_b=5.503507571518435e-7
iter = 466      errA=3.3676829053273296e-7      err2_a=2.93510889427639e-10      err2_b=5.108516484547003e-7
iter = 467      errA=3.119000802518705e-7      err2_a=2.7142312151431435e-10      err2_b=4.739888313331636e-7
iter = 468      errA=2.9763009918813755e-7      err2_a=2.5890233310530917e-10      err2_b=4.530537564616538e-7
iter = 469      errA=2.873876135446086e-7      err2_a=2.502184170159511e-10      err2_b=4.365344422870042e-7
iter = 470      errA=2.6545165398750367e-7      err2_a=2.310773187992217e-10      err2_b=4.0307359725439877e-7
iter = 471      errA=2.4495232389504467e-7      err2_a=2.1326193830349408e-10      err2_b=3.7175213012462917e-7
iter = 472      errA=2.2664765132605187e-7      err2_a=1.973992940901565e-10      err2_b=3.4341486177624284e-7
iter = 473      errA=2.1054780564423944e-7      err2_a=1.836289882945278e-10      err2_b=3.1853494560165674e-7
iter = 474      errA=1.9527670892394704e-7      err2_a=1.70103512374107e-10      err2_b=2.9579197109848805e-7
iter = 475      errA=1.9153977698816467e-7      err2_a=1.6669685226945085e-10      err2_b=2.908873338850603e-7
iter = 476      errA=1.8067826180903973e-7      err2_a=1.5742185866483797e-10      err2_b=2.736147060337584e-7
iter = 477      errA=1.6703371406023432e-7      err2_a=1.4540533809324882e-10      err2_b=2.525879010868106e-7
iter = 478      errA=1.546619805216622e-7      err2_a=1.3460217917340614e-10      err2_b=2.3416526482417863e-7
iter = 479      errA=1.469537610843576e-7      err2_a=1.27973953386037e-10      err2_b=2.226048052750795e-7
iter = 480      errA=1.422073747292687e-7      err2_a=1.240362965802305e-10      err2_b=2.1500822362839294e-7
iter = 481      errA=1.3130250934651222e-7      err2_a=1.1443647887840654e-10      err2_b=1.9903285639460688e-7
iter = 482      errA=1.2197920829091367e-7      err2_a=1.0625034517586637e-10      err2_b=1.8486783656111618e-7
iter = 483      errA=1.1969303452641068e-7      err2_a=1.0422908563925016e-10      err2_b=1.8154621656671686e-7
iter = 484      errA=1.120399961778473e-7      err2_a=9.754987431380409e-11      err2_b=1.6997292104323607e-7
iter = 485      errA=1.1148775783565121e-7      err2_a=9.708469562328272e-11      err2_b=1.6913537017977303e-7
iter = 486      errA=1.0339537651214655e-7      err2_a=8.996269733177892e-11      err2_b=1.569603556575965e-7
iter = 487      errA=9.713266428157572e-8      err2_a=8.465805784463763e-11      err2_b=1.475013533466111e-7
iter = 488      errA=9.473469201650212e-8      err2_a=8.252592604958192e-11      err2_b=1.4374133330611647e-7
iter = 489      errA=8.754200926236033e-8      err2_a=7.638181545140234e-11      err2_b=1.326023071339573e-7
iter = 490      errA=8.123505986160226e-8      err2_a=7.085951297390226e-11      err2_b=1.2320276096205494e-7
iter = 491      errA=7.565890444977001e-8      err2_a=6.597060437652016e-11      err2_b=1.1484078764439877e-7
iter = 492      errA=7.50004762666549e-8      err2_a=6.541562700204464e-11      err2_b=1.137103080993578e-7
iter = 493      errA=6.976567730817824e-8      err2_a=6.075760632444198e-11      err2_b=1.0579373961443796e-7
iter = 494      errA=6.589716312256864e-8      err2_a=5.729747438627014e-11      err2_b=1.0012817900170348e-7
iter = 495      errA=6.39200959182249e-8      err2_a=5.563177760803642e-11      err2_b=9.692060457285519e-8
iter = 496      errA=5.9260294128537895e-8      err2_a=5.156285835271121e-11      err2_b=8.986313093231132e-8
iter = 497      errA=5.479066819009709e-8      err2_a=4.771942498827285e-11      err2_b=8.319674456214671e-8
iter = 498      errA=5.095588941129329e-8      err2_a=4.435996279396582e-11      err2_b=7.747980011674284e-8
iter = 499      errA=5.012048996758258e-8      err2_a=4.362978428682954e-11      err2_b=7.617949725664423e-8
iter = 500      errA=4.6507089704667864e-8      err2_a=4.04921987244666e-11      err2_b=7.069600372943563e-8
iter = 501      errA=4.3160916394071145e-8      err2_a=3.7508728636563966e-11      err2_b=6.572634814379084e-8
iter = 502      errA=4.013668247800406e-8      err2_a=3.490160128954334e-11      err2_b=6.109582358182554e-8
iter = 503      errA=3.941296959641776e-8      err2_a=3.425838714251933e-11      err2_b=5.995345072787518e-8
iter = 504      errA=3.635430557191604e-8      err2_a=3.1547712686156685e-11      err2_b=5.5328492014444204e-8
iter = 505      errA=3.363778482775637e-8      err2_a=2.919996757461925e-11      err2_b=5.123230731950734e-8
iter = 506      errA=3.306325989063504e-8      err2_a=2.8684019293787016e-11      err2_b=5.039793069838697e-8
iter = 507      errA=3.080922115131985e-8      err2_a=2.675177771348247e-11      err2_b=4.690308425426572e-8
iter = 508      errA=3.0770476484632505e-8      err2_a=2.6714053162500117e-11      err2_b=4.6853067852958016e-8
iter = 509      errA=2.8797159248862615e-8      err2_a=2.4994058921212765e-11      err2_b=4.382155495976628e-8
iter = 510      errA=2.8281452453439728e-8      err2_a=2.4548261330710592e-11      err2_b=4.3002997250683736e-8
iter = 511      errA=2.6183819591238503e-8      err2_a=2.2731898862832626e-11      err2_b=3.986906150331922e-8
iter = 512      errA=2.4270064426096353e-8      err2_a=2.1077051836426246e-11      err2_b=3.691190120566367e-8
iter = 513      errA=2.281100599007252e-8      err2_a=1.9812001685796607e-11      err2_b=3.476210657216335e-8
iter = 514      errA=2.2182358384207995e-8      err2_a=1.9264026247584273e-11      err2_b=3.3759712262618535e-8
iter = 515      errA=2.0577714630312354e-8      err2_a=1.782995825536616e-11      err2_b=3.1370769043344144e-8
iter = 516      errA=2.046151805629715e-8      err2_a=1.7734857758251066e-11      err2_b=3.116662842573396e-8
iter = 517      errA=1.908825070819828e-8      err2_a=1.6533601541000717e-11      err2_b=2.912635659657277e-8
iter = 518      errA=1.8750774324575013e-8      err2_a=1.622811912420883e-11      err2_b=2.8610253963575946e-8
iter = 519      errA=1.7429766189846215e-8      err2_a=1.5109730378937955e-11      err2_b=2.651228501295538e-8
iter = 520      errA=1.716284832210705e-8      err2_a=1.4864895871695408e-11      err2_b=2.6164256043848302e-8
iter = 521      errA=1.6159177489610887e-8      err2_a=1.4012593221605674e-11      err2_b=2.4572231236735965e-8
iter = 522      errA=1.5372185606166042e-8      err2_a=1.3301391252159575e-11      err2_b=2.3453316084231093e-8
iter = 523      errA=1.4717497936137467e-8      err2_a=1.2752011967471088e-11      err2_b=2.2406571749336126e-8
iter = 524      errA=1.3591119505723005e-8      err2_a=1.178976032570673e-11      err2_b=2.0663568413037366e-8
iter = 525      errA=1.3573278510114574e-8      err2_a=1.1773248433006025e-11      err2_b=2.063759018230153e-8
iter = 526      errA=1.2536446355477749e-8      err2_a=1.087234023981826e-11      err2_b=1.9069472067156625e-8
iter = 527      errA=1.2155659405056694e-8      err2_a=1.0532714694435483e-11      err2_b=1.8509990446728493e-8
iter = 528      errA=1.1459110709054561e-8      err2_a=9.937923360842394e-12      err2_b=1.7438956203332182e-8
iter = 529      errA=1.0603022826720377e-8      err2_a=9.199057727700655e-12      err2_b=1.6122031157809918e-8
iter = 530      errA=9.833761628618958e-9      err2_a=8.521594298876163e-12      err2_b=1.497371944920225e-8
iter = 531      errA=9.108264599701745e-9      err2_a=7.901120677024343e-12      err2_b=1.3870922147141523e-8
iter = 532      errA=8.415490248482092e-9      err2_a=7.296292625434215e-12      err2_b=1.2811120075236456e-8
iter = 533      errA=7.76967534263183e-9      err2_a=6.7403830338473434e-12      err2_b=1.1828867671677536e-8
iter = 534      errA=7.1367796997159575e-9      err2_a=6.185109639969679e-12      err2_b=1.0896430472368469e-8
iter = 535      errA=6.578942351107287e-9      err2_a=5.713899985374406e-12      err2_b=1.0029490416350533e-8
iter = 536      errA=6.065099254117117e-9      err2_a=5.266918486417012e-12      err2_b=9.23260740190889e-9
iter = 537      errA=5.585102605797367e-9      err2_a=4.846205991339081e-12      err2_b=8.509315103008194e-9
iter = 538      errA=5.154819070915711e-9      err2_a=4.473956775278901e-12      err2_b=7.853596501584877e-9
iter = 539      errA=4.80538427556681e-9      err2_a=4.1682513829088044e-12      err2_b=7.332529931557304e-9
iter = 540      errA=4.672146318282595e-9      err2_a=4.055193606967475e-12      err2_b=7.117584157746893e-9
iter = 541      errA=4.309133303434758e-9      err2_a=3.745001414048119e-12      err2_b=6.54953155498185e-9
iter = 542      errA=3.965635435638258e-9      err2_a=3.4515769364512775e-12      err2_b=6.008763827514583e-9
iter = 543      errA=3.659219881501215e-9      err2_a=3.1831224624109554e-12      err2_b=5.554066330068304e-9
iter = 544      errA=3.3838514698725767e-9      err2_a=2.9410833058069704e-12      err2_b=5.13858465025362e-9
iter = 545      errA=3.140748528485602e-9      err2_a=2.724001962333195e-12      err2_b=4.782494044343813e-9
iter = 546      errA=2.906344416330013e-9      err2_a=2.5197920762796206e-12      err2_b=4.429368743799567e-9
iter = 547      errA=2.6804080389444263e-9      err2_a=2.328417653406093e-12      err2_b=4.069839364088611e-9
iter = 548      errA=2.4766868477759875e-9      err2_a=2.151063228921225e-12      err2_b=3.758073315167068e-9
iter = 549      errA=2.280432580440735e-9      err2_a=1.982955228781335e-12      err2_b=3.463324608754063e-9
iter = 550      errA=2.0996115669908196e-9      err2_a=1.824012091121369e-12      err2_b=3.1869102896397454e-9
iter = 551      errA=1.9666858419556266e-9      err2_a=1.7087193599833955e-12      err2_b=2.9901666653274905e-9
iter = 552      errA=1.9280242608179824e-9      err2_a=1.6771183437689616e-12      err2_b=2.9234474284559795e-9
iter = 553      errA=1.8576068830493895e-9      err2_a=1.6123572912282511e-12      err2_b=2.825010154937128e-9
iter = 554      errA=1.7583771135361148e-9      err2_a=1.5275504398718616e-12      err2_b=2.670483755754163e-9
iter = 555      errA=1.6166950552824071e-9      err2_a=1.4033021570988389e-12      err2_b=2.4583519950556872e-9
iter = 556      errA=1.4938984018639403e-9      err2_a=1.2966425060797269e-12      err2_b=2.268996517257727e-9
iter = 557      errA=1.3726419892948787e-9      err2_a=1.1911503126238432e-12      err2_b=2.0887600826141448e-9
iter = 558      errA=1.3057484830702848e-9      err2_a=1.1329186648356982e-12      err2_b=1.991392837883816e-9
iter = 559      errA=1.2624447278129626e-9      err2_a=1.0954995086243743e-12      err2_b=1.923506624315409e-9
iter = 560      errA=1.2464954549311752e-9      err2_a=1.0814795816299048e-12      err2_b=1.897550298577298e-9
iter = 561      errA=1.1497576870574812e-9      err2_a=9.962963624597039e-13      err2_b=1.753153432170116e-9
iter = 562      errA=1.0581580520618509e-9      err2_a=9.16812265961511e-13      err2_b=1.6154210978254616e-9
iter = 563      errA=9.7238346171815e-10      err2_a=8.417070715266841e-13      err2_b=1.4838129469945106e-9
iter = 564      errA=8.954894697481824e-10      err2_a=7.762892980647592e-13      err2_b=1.3631749440062709e-9
iter = 565      errA=8.234859976554101e-10      err2_a=7.14116348325489e-13      err2_b=1.253756226777522e-9
iter = 566      errA=7.568233619775757e-10      err2_a=6.569009127273868e-13      err2_b=1.1489481728365055e-9
iter = 567      errA=6.953976358069386e-10      err2_a=6.021167389075384e-13      err2_b=1.058366579629476e-9
iter = 568      errA=6.58718151605339e-10      err2_a=5.703731285980101e-13      err2_b=1.0048153080166259e-9
